accession,filed_date,ticker,issuer,cik,primary_doc,captured_at
0001921094-26-000417,2026-04-27,RS,"RELIANCE, INC.",0000861884,https://www.sec.gov/Archives/edgar/data/0000861884/000192109426000417/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003792,2026-04-27,ISRG,INTUITIVE SURGICAL INC,0001035267,https://www.sec.gov/Archives/edgar/data/0001035267/000195004726003792/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003766,2026-04-27,URI,"UNITED RENTALS, INC.",0001067701,https://www.sec.gov/Archives/edgar/data/0001067701/000195004726003766/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003776,2026-04-27,SYM,Symbotic Inc.,0001837240,https://www.sec.gov/Archives/edgar/data/0001837240/000195004726003776/primary_doc.xml,2026-04-27T22:58:50Z
0001976408-26-000364,2026-04-27,CGEN,COMPUGEN LTD,0001119774,https://www.sec.gov/Archives/edgar/data/0001119774/000197640826000364/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003090,2026-04-27,,AGNC Investment Corp.,0001423689,https://www.sec.gov/Archives/edgar/data/0001423689/000195917326003090/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003093,2026-04-27,VC,VISTEON CORP,0001111335,https://www.sec.gov/Archives/edgar/data/0001111335/000195917326003093/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003086,2026-04-27,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",0001069258,https://www.sec.gov/Archives/edgar/data/0001069258/000195917326003086/primary_doc.xml,2026-04-27T22:58:50Z
0001973379-26-000151,2026-04-27,TAL,TAL Education Group,0001499620,https://www.sec.gov/Archives/edgar/data/0001499620/000197337926000151/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003775,2026-04-27,MPLT,"MapLight Therapeutics, Inc.",0001770069,https://www.sec.gov/Archives/edgar/data/0001770069/000195004726003775/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003780,2026-04-27,CRWV,"CoreWeave, Inc.",0001769628,https://www.sec.gov/Archives/edgar/data/0001769628/000195004726003780/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003102,2026-04-27,NXT,Nextpower Inc.,0001852131,https://www.sec.gov/Archives/edgar/data/0001852131/000195917326003102/primary_doc.xml,2026-04-27T22:58:50Z
0001958244-26-000234,2026-04-27,LVS,LAS VEGAS SANDS CORP,0001300514,https://www.sec.gov/Archives/edgar/data/0001300514/000195824426000234/primary_doc.xml,2026-04-27T22:58:50Z
0001969223-26-000471,2026-04-27,KALU,KAISER ALUMINUM CORP,0000811596,https://www.sec.gov/Archives/edgar/data/0000811596/000196922326000471/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003097,2026-04-27,AAON,"AAON, INC.",0000824142,https://www.sec.gov/Archives/edgar/data/0000824142/000195917326003097/primary_doc.xml,2026-04-27T22:58:50Z
0000103623-26-000022,2026-04-27,MRDN,Meridian Holdings Inc./NV,0001437925,https://www.sec.gov/Archives/edgar/data/0001437925/000010362326000022/primary_doc.xml,2026-04-27T22:58:50Z
0001973379-26-000150,2026-04-27,TAL,TAL Education Group,0001499620,https://www.sec.gov/Archives/edgar/data/0001499620/000197337926000150/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003095,2026-04-27,,WINTRUST FINANCIAL CORP,0001015328,https://www.sec.gov/Archives/edgar/data/0001015328/000195917326003095/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027598,2026-04-27,HOWL,"Werewolf Therapeutics, Inc.",0001785530,https://www.sec.gov/Archives/edgar/data/0001785530/000162828026027598/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003790,2026-04-27,CRWV,"CoreWeave, Inc.",0001769628,https://www.sec.gov/Archives/edgar/data/0001769628/000195004726003790/primary_doc.xml,2026-04-27T22:58:50Z
0001973379-26-000152,2026-04-27,TAL,TAL Education Group,0001499620,https://www.sec.gov/Archives/edgar/data/0001499620/000197337926000152/primary_doc.xml,2026-04-27T22:58:50Z
0001958244-26-000236,2026-04-27,PUBM,"PubMatic, Inc.",0001422930,https://www.sec.gov/Archives/edgar/data/0001422930/000195824426000236/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027603,2026-04-27,HOWL,"Werewolf Therapeutics, Inc.",0001785530,https://www.sec.gov/Archives/edgar/data/0001785530/000162828026027603/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003767,2026-04-27,APLD,Applied Digital Corp.,0001144879,https://www.sec.gov/Archives/edgar/data/0001144879/000195004726003767/primary_doc.xml,2026-04-27T22:58:50Z
0001958244-26-000235,2026-04-27,RVLV,"Revolve Group, Inc.",0001746618,https://www.sec.gov/Archives/edgar/data/0001746618/000195824426000235/primary_doc.xml,2026-04-27T22:58:50Z
0001977454-26-000097,2026-04-27,NEAR,Grayscale Near Trust (NEAR),0002025000,https://www.sec.gov/Archives/edgar/data/0002025000/000197745426000097/primary_doc.xml,2026-04-27T22:58:50Z
0000905148-26-001883,2026-04-27,KNTK,Kinetik Holdings Inc.,0001692787,https://www.sec.gov/Archives/edgar/data/0001692787/000090514826001883/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003772,2026-04-27,REAL,"TheRealReal, Inc.",0001573221,https://www.sec.gov/Archives/edgar/data/0001573221/000195004726003772/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027595,2026-04-27,HOWL,"Werewolf Therapeutics, Inc.",0001785530,https://www.sec.gov/Archives/edgar/data/0001785530/000162828026027595/primary_doc.xml,2026-04-27T22:58:50Z
0001652536-26-000029,2026-04-27,XLM,Grayscale Stellar Lumens Trust (XLM),0001761325,https://www.sec.gov/Archives/edgar/data/0001761325/000165253626000029/primary_doc.xml,2026-04-27T22:58:50Z
0001977454-26-000090,2026-04-27,FIL,Grayscale Filecoin Trust (FIL),0001852039,https://www.sec.gov/Archives/edgar/data/0001852039/000197745426000090/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003768,2026-04-27,WCN,"Waste Connections, Inc.",0001318220,https://www.sec.gov/Archives/edgar/data/0001318220/000195004726003768/primary_doc.xml,2026-04-27T22:58:50Z
0001377274-26-000006,2026-04-27,UVSP,UNIVEST FINANCIAL Corp,0000102212,https://www.sec.gov/Archives/edgar/data/0000102212/000137727426000006/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003783,2026-04-27,RSI,"Rush Street Interactive, Inc.",0001793659,https://www.sec.gov/Archives/edgar/data/0001793659/000195004726003783/primary_doc.xml,2026-04-27T22:58:50Z
0001969223-26-000472,2026-04-27,KALU,KAISER ALUMINUM CORP,0000811596,https://www.sec.gov/Archives/edgar/data/0000811596/000196922326000472/primary_doc.xml,2026-04-27T22:58:50Z
0001977454-26-000092,2026-04-27,GLNK,Grayscale Chainlink Trust ETF,0001852025,https://www.sec.gov/Archives/edgar/data/0001852025/000197745426000092/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003098,2026-04-27,NXT,Nextpower Inc.,0001852131,https://www.sec.gov/Archives/edgar/data/0001852131/000195917326003098/primary_doc.xml,2026-04-27T22:58:50Z
0001969223-26-000468,2026-04-27,TXN,TEXAS INSTRUMENTS INC,0000097476,https://www.sec.gov/Archives/edgar/data/0000097476/000196922326000468/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027424,2026-04-27,MLI,MUELLER INDUSTRIES INC,0000089439,https://www.sec.gov/Archives/edgar/data/0000089439/000162828026027424/primary_doc.xml,2026-04-27T22:58:50Z
0001949846-26-000223,2026-04-27,,SCHWAB CHARLES CORP,0000316709,https://www.sec.gov/Archives/edgar/data/0000316709/000194984626000223/primary_doc.xml,2026-04-27T22:58:50Z
0001968582-26-000379,2026-04-27,PNRG,PRIMEENERGY RESOURCES CORP,0000056868,https://www.sec.gov/Archives/edgar/data/0000056868/000196858226000379/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027495,2026-04-27,RNG,"RingCentral, Inc.",0001384905,https://www.sec.gov/Archives/edgar/data/0001384905/000162828026027495/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003791,2026-04-27,CRWV,"CoreWeave, Inc.",0001769628,https://www.sec.gov/Archives/edgar/data/0001769628/000195004726003791/primary_doc.xml,2026-04-27T22:58:50Z
0001969223-26-000470,2026-04-27,BCAX,Bicara Therapeutics Inc.,0002023658,https://www.sec.gov/Archives/edgar/data/0002023658/000196922326000470/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003088,2026-04-27,EQT,EQT Corp,0000033213,https://www.sec.gov/Archives/edgar/data/0000033213/000195917326003088/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027378,2026-04-27,UBER,"Uber Technologies, Inc",0001543151,https://www.sec.gov/Archives/edgar/data/0001543151/000162828026027378/primary_doc.xml,2026-04-27T22:58:50Z
0001652536-26-000028,2026-04-27,ZEN,Grayscale Horizen Trust (ZEN),0001748945,https://www.sec.gov/Archives/edgar/data/0001748945/000165253626000028/primary_doc.xml,2026-04-27T22:58:50Z
0001965301-26-000045,2026-04-27,CHCO,CITY HOLDING CO,0000726854,https://www.sec.gov/Archives/edgar/data/0000726854/000196530126000045/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003094,2026-04-27,LRCX,LAM RESEARCH CORP,0000707549,https://www.sec.gov/Archives/edgar/data/0000707549/000195917326003094/primary_doc.xml,2026-04-27T22:58:50Z
0001973379-26-000149,2026-04-27,TAL,TAL Education Group,0001499620,https://www.sec.gov/Archives/edgar/data/0001499620/000197337926000149/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003781,2026-04-27,INDI,"indie Semiconductor, Inc.",0001841925,https://www.sec.gov/Archives/edgar/data/0001841925/000195004726003781/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003765,2026-04-27,NDAQ,"NASDAQ, INC.",0001120193,https://www.sec.gov/Archives/edgar/data/0001120193/000195004726003765/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003787,2026-04-27,CRWV,"CoreWeave, Inc.",0001769628,https://www.sec.gov/Archives/edgar/data/0001769628/000195004726003787/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027597,2026-04-27,HOWL,"Werewolf Therapeutics, Inc.",0001785530,https://www.sec.gov/Archives/edgar/data/0001785530/000162828026027597/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003773,2026-04-27,KN,Knowles Corp,0001587523,https://www.sec.gov/Archives/edgar/data/0001587523/000195004726003773/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003788,2026-04-27,CRWV,"CoreWeave, Inc.",0001769628,https://www.sec.gov/Archives/edgar/data/0001769628/000195004726003788/primary_doc.xml,2026-04-27T22:58:50Z
0001977454-26-000091,2026-04-27,STX,Grayscale Stacks Trust (STX),0002024996,https://www.sec.gov/Archives/edgar/data/0002024996/000197745426000091/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003778,2026-04-27,RELY,"Remitly Global, Inc.",0001782170,https://www.sec.gov/Archives/edgar/data/0001782170/000195004726003778/primary_doc.xml,2026-04-27T22:58:50Z
0001977454-26-000095,2026-04-27,LPT,Grayscale Livepeer Trust (LPT),0001852024,https://www.sec.gov/Archives/edgar/data/0001852024/000197745426000095/primary_doc.xml,2026-04-27T22:58:50Z
0001977454-26-000089,2026-04-27,GDLC,Grayscale CoinDesk Crypto 5 ETF,0001729997,https://www.sec.gov/Archives/edgar/data/0001729997/000197745426000089/primary_doc.xml,2026-04-27T22:58:50Z
0001976408-26-000365,2026-04-27,CGEN,COMPUGEN LTD,0001119774,https://www.sec.gov/Archives/edgar/data/0001119774/000197640826000365/primary_doc.xml,2026-04-27T22:58:50Z
0001709914-26-000018,2026-04-27,AGX,ARGAN INC,0000100591,https://www.sec.gov/Archives/edgar/data/0000100591/000170991426000018/primary_doc.xml,2026-04-27T22:58:50Z
0001969223-26-000473,2026-04-27,WCN,"Waste Connections, Inc.",0001318220,https://www.sec.gov/Archives/edgar/data/0001318220/000196922326000473/primary_doc.xml,2026-04-27T22:58:50Z
0001059246-26-000001,2026-04-27,BLK,"BlackRock, Inc.",0002012383,https://www.sec.gov/Archives/edgar/data/0002012383/000105924626000001/primary_doc.xml,2026-04-27T22:58:50Z
0001977454-26-000096,2026-04-27,DEFG,Grayscale Decentralized Finance (DeFi) Fund LLC,0001874907,https://www.sec.gov/Archives/edgar/data/0001874907/000197745426000096/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003089,2026-04-27,,VALLEY NATIONAL BANCORP,0000714310,https://www.sec.gov/Archives/edgar/data/0000714310/000195917326003089/primary_doc.xml,2026-04-27T22:58:50Z
0001949846-26-000224,2026-04-27,ETN,Eaton Corp plc,0001551182,https://www.sec.gov/Archives/edgar/data/0001551182/000194984626000224/primary_doc.xml,2026-04-27T22:58:50Z
0001000275-26-000039,2026-04-27,CHCO,CITY HOLDING CO,0000726854,https://www.sec.gov/Archives/edgar/data/0000726854/000100027526000039/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003785,2026-04-27,CRWV,"CoreWeave, Inc.",0001769628,https://www.sec.gov/Archives/edgar/data/0001769628/000195004726003785/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003782,2026-04-27,BDX,BECTON DICKINSON & CO,0000010795,https://www.sec.gov/Archives/edgar/data/0000010795/000195004726003782/primary_doc.xml,2026-04-27T22:58:50Z
0001977454-26-000088,2026-04-27,GAVA,Grayscale Avalanche Staking ETF,0002035053,https://www.sec.gov/Archives/edgar/data/0002035053/000197745426000088/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003100,2026-04-27,NXT,Nextpower Inc.,0001852131,https://www.sec.gov/Archives/edgar/data/0001852131/000195917326003100/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003779,2026-04-27,DDOG,"Datadog, Inc.",0001561550,https://www.sec.gov/Archives/edgar/data/0001561550/000195004726003779/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027569,2026-04-27,DYN,"Dyne Therapeutics, Inc.",0001818794,https://www.sec.gov/Archives/edgar/data/0001818794/000162828026027569/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027594,2026-04-27,HOWL,"Werewolf Therapeutics, Inc.",0001785530,https://www.sec.gov/Archives/edgar/data/0001785530/000162828026027594/primary_doc.xml,2026-04-27T22:58:50Z
0001957799-26-000051,2026-04-27,CALX,"CALIX, INC",0001406666,https://www.sec.gov/Archives/edgar/data/0001406666/000195779926000051/primary_doc.xml,2026-04-27T22:58:50Z
0001977454-26-000093,2026-04-27,GSUI,Grayscale Sui Staking ETF,0002034012,https://www.sec.gov/Archives/edgar/data/0002034012/000197745426000093/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027542,2026-04-27,KALU,KAISER ALUMINUM CORP,0000811596,https://www.sec.gov/Archives/edgar/data/0000811596/000162828026027542/primary_doc.xml,2026-04-27T22:58:50Z
0001193125-26-182397,2026-04-27,KALU,KAISER ALUMINUM CORP,0000811596,https://www.sec.gov/Archives/edgar/data/0000811596/000119312526182397/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003085,2026-04-27,TWST,Twist Bioscience Corp,0001581280,https://www.sec.gov/Archives/edgar/data/0001581280/000195917326003085/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027561,2026-04-27,DYN,"Dyne Therapeutics, Inc.",0001818794,https://www.sec.gov/Archives/edgar/data/0001818794/000162828026027561/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027564,2026-04-27,DYN,"Dyne Therapeutics, Inc.",0001818794,https://www.sec.gov/Archives/edgar/data/0001818794/000162828026027564/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003096,2026-04-27,SM,SM Energy Co,0000893538,https://www.sec.gov/Archives/edgar/data/0000893538/000195917326003096/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003771,2026-04-27,URI,"UNITED RENTALS, INC.",0001067701,https://www.sec.gov/Archives/edgar/data/0001067701/000195004726003771/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003770,2026-04-27,STZ,"CONSTELLATION BRANDS, INC.",0000016918,https://www.sec.gov/Archives/edgar/data/0000016918/000195004726003770/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003786,2026-04-27,CRWV,"CoreWeave, Inc.",0001769628,https://www.sec.gov/Archives/edgar/data/0001769628/000195004726003786/primary_doc.xml,2026-04-27T22:58:50Z
0001448074-26-000010,2026-04-27,ABT,ABBOTT LABORATORIES,0000001800,https://www.sec.gov/Archives/edgar/data/0000001800/000144807426000010/primary_doc.xml,2026-04-27T22:58:50Z
0001958244-26-000233,2026-04-27,IMAX,IMAX CORP,0000921582,https://www.sec.gov/Archives/edgar/data/0000921582/000195824426000233/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003087,2026-04-27,TMO,THERMO FISHER SCIENTIFIC INC.,0000097745,https://www.sec.gov/Archives/edgar/data/0000097745/000195917326003087/primary_doc.xml,2026-04-27T22:58:50Z
0001976408-26-000366,2026-04-27,KLTR,KALTURA INC,0001432133,https://www.sec.gov/Archives/edgar/data/0001432133/000197640826000366/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027562,2026-04-27,DYN,"Dyne Therapeutics, Inc.",0001818794,https://www.sec.gov/Archives/edgar/data/0001818794/000162828026027562/primary_doc.xml,2026-04-27T22:58:50Z
0001977454-26-000094,2026-04-27,GDOG,Grayscale Dogecoin Trust ETF,0002055510,https://www.sec.gov/Archives/edgar/data/0002055510/000197745426000094/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003092,2026-04-27,CBRE,"CBRE GROUP, INC.",0001138118,https://www.sec.gov/Archives/edgar/data/0001138118/000195917326003092/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003099,2026-04-27,NXT,Nextpower Inc.,0001852131,https://www.sec.gov/Archives/edgar/data/0001852131/000195917326003099/primary_doc.xml,2026-04-27T22:58:50Z
0001628280-26-027601,2026-04-27,HOWL,"Werewolf Therapeutics, Inc.",0001785530,https://www.sec.gov/Archives/edgar/data/0001785530/000162828026027601/primary_doc.xml,2026-04-27T22:58:50Z
0001969223-26-000469,2026-04-27,QCOM,QUALCOMM INC/DE,0000804328,https://www.sec.gov/Archives/edgar/data/0000804328/000196922326000469/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003101,2026-04-27,NXT,Nextpower Inc.,0001852131,https://www.sec.gov/Archives/edgar/data/0001852131/000195917326003101/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003789,2026-04-27,CRWV,"CoreWeave, Inc.",0001769628,https://www.sec.gov/Archives/edgar/data/0001769628/000195004726003789/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003784,2026-04-27,MPLT,"MapLight Therapeutics, Inc.",0001770069,https://www.sec.gov/Archives/edgar/data/0001770069/000195004726003784/primary_doc.xml,2026-04-27T22:58:50Z
0001964306-26-000210,2026-04-27,WKC,WORLD KINECT CORP,0000789460,https://www.sec.gov/Archives/edgar/data/0000789460/000196430626000210/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003764,2026-04-27,GWRE,"Guidewire Software, Inc.",0001528396,https://www.sec.gov/Archives/edgar/data/0001528396/000195004726003764/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003777,2026-04-27,VICR,VICOR CORP,0000751978,https://www.sec.gov/Archives/edgar/data/0000751978/000195004726003777/primary_doc.xml,2026-04-27T22:58:50Z
0001921094-26-000416,2026-04-27,META,"Meta Platforms, Inc.",0001326801,https://www.sec.gov/Archives/edgar/data/0001326801/000192109426000416/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003769,2026-04-27,MXL,"MAXLINEAR, INC",0001288469,https://www.sec.gov/Archives/edgar/data/0001288469/000195004726003769/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003774,2026-04-27,,"Revolution Medicines, Inc.",0001628171,https://www.sec.gov/Archives/edgar/data/0001628171/000195004726003774/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003091,2026-04-27,COCO,"Vita Coco Company, Inc.",0001482981,https://www.sec.gov/Archives/edgar/data/0001482981/000195917326003091/primary_doc.xml,2026-04-27T22:58:50Z
0001025835-26-000096,2026-04-27,,ENTERPRISE FINANCIAL SERVICES CORP,0001025835,https://www.sec.gov/Archives/edgar/data/0001025835/000102583526000096/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003738,2026-04-24,MSCI,MSCI Inc.,0001408198,https://www.sec.gov/Archives/edgar/data/0001408198/000195004726003738/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003744,2026-04-24,SYM,Symbotic Inc.,0001837240,https://www.sec.gov/Archives/edgar/data/0001837240/000195004726003744/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003749,2026-04-24,ON,ON SEMICONDUCTOR CORP,0001097864,https://www.sec.gov/Archives/edgar/data/0001097864/000195004726003749/primary_doc.xml,2026-04-27T22:58:50Z
0001957799-26-000050,2026-04-24,PEBK,PEOPLES BANCORP OF NORTH CAROLINA INC,0001093672,https://www.sec.gov/Archives/edgar/data/0001093672/000195779926000050/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003740,2026-04-24,VMI,VALMONT INDUSTRIES INC,0000102729,https://www.sec.gov/Archives/edgar/data/0000102729/000195004726003740/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003755,2026-04-24,LQDT,LIQUIDITY SERVICES INC,0001235468,https://www.sec.gov/Archives/edgar/data/0001235468/000195004726003755/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003756,2026-04-24,REAL,"TheRealReal, Inc.",0001573221,https://www.sec.gov/Archives/edgar/data/0001573221/000195004726003756/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003752,2026-04-24,,"Everpure, Inc.",0001474432,https://www.sec.gov/Archives/edgar/data/0001474432/000195004726003752/primary_doc.xml,2026-04-27T22:58:50Z
0000103623-26-000021,2026-04-24,TXN,TEXAS INSTRUMENTS INC,0000097476,https://www.sec.gov/Archives/edgar/data/0000097476/000010362326000021/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003067,2026-04-24,,AGNC Investment Corp.,0001423689,https://www.sec.gov/Archives/edgar/data/0001423689/000195917326003067/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003731,2026-04-24,UTHR,UNITED THERAPEUTICS Corp,0001082554,https://www.sec.gov/Archives/edgar/data/0001082554/000195004726003731/primary_doc.xml,2026-04-27T22:58:50Z
0001969223-26-000466,2026-04-24,TXN,TEXAS INSTRUMENTS INC,0000097476,https://www.sec.gov/Archives/edgar/data/0000097476/000196922326000466/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003064,2026-04-24,VMI,VALMONT INDUSTRIES INC,0000102729,https://www.sec.gov/Archives/edgar/data/0000102729/000195917326003064/primary_doc.xml,2026-04-27T22:58:50Z
0001974078-26-000153,2026-04-24,VICR,VICOR CORP,0000751978,https://www.sec.gov/Archives/edgar/data/0000751978/000197407826000153/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003062,2026-04-24,ABNB,"Airbnb, Inc.",0001559720,https://www.sec.gov/Archives/edgar/data/0001559720/000195917326003062/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003063,2026-04-24,,"BREAD FINANCIAL HOLDINGS, INC.",0001101215,https://www.sec.gov/Archives/edgar/data/0001101215/000195917326003063/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003066,2026-04-24,,NORTHERN TRUST CORP,0000073124,https://www.sec.gov/Archives/edgar/data/0000073124/000195917326003066/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003079,2026-04-24,STC,STEWART INFORMATION SERVICES CORP,0000094344,https://www.sec.gov/Archives/edgar/data/0000094344/000195917326003079/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003751,2026-04-24,INDI,"indie Semiconductor, Inc.",0001841925,https://www.sec.gov/Archives/edgar/data/0001841925/000195004726003751/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003747,2026-04-24,ZIP,"ZIPRECRUITER, INC.",0001617553,https://www.sec.gov/Archives/edgar/data/0001617553/000195004726003747/primary_doc.xml,2026-04-27T22:58:50Z
0001974158-26-000061,2026-04-24,VCX,"Fundrise Innovation Fund, LLC",0001867090,https://www.sec.gov/Archives/edgar/data/0001867090/000197415826000061/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003068,2026-04-24,PLBY,"Playboy, Inc.",0001803914,https://www.sec.gov/Archives/edgar/data/0001803914/000195917326003068/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003076,2026-04-24,EFX,EQUIFAX INC,0000033185,https://www.sec.gov/Archives/edgar/data/0000033185/000195917326003076/primary_doc.xml,2026-04-27T22:58:50Z
0001969223-26-000463,2026-04-24,TXN,TEXAS INSTRUMENTS INC,0000097476,https://www.sec.gov/Archives/edgar/data/0000097476/000196922326000463/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003737,2026-04-24,URI,"UNITED RENTALS, INC.",0001067701,https://www.sec.gov/Archives/edgar/data/0001067701/000195004726003737/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003065,2026-04-24,AMZN,AMAZON COM INC,0001018724,https://www.sec.gov/Archives/edgar/data/0001018724/000195917326003065/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003753,2026-04-24,AIP,"Arteris, Inc.",0001667011,https://www.sec.gov/Archives/edgar/data/0001667011/000195004726003753/primary_doc.xml,2026-04-27T22:58:50Z
0001921094-26-000415,2026-04-24,WABC,WESTAMERICA BANCORPORATION,0000311094,https://www.sec.gov/Archives/edgar/data/0000311094/000192109426000415/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003071,2026-04-24,NXT,Nextpower Inc.,0001852131,https://www.sec.gov/Archives/edgar/data/0001852131/000195917326003071/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003077,2026-04-24,NXT,Nextpower Inc.,0001852131,https://www.sec.gov/Archives/edgar/data/0001852131/000195917326003077/primary_doc.xml,2026-04-27T22:58:50Z
0001969223-26-000467,2026-04-24,TXN,TEXAS INSTRUMENTS INC,0000097476,https://www.sec.gov/Archives/edgar/data/0000097476/000196922326000467/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003750,2026-04-24,AIP,"Arteris, Inc.",0001667011,https://www.sec.gov/Archives/edgar/data/0001667011/000195004726003750/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003072,2026-04-24,NXT,Nextpower Inc.,0001852131,https://www.sec.gov/Archives/edgar/data/0001852131/000195917326003072/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003754,2026-04-24,SYNA,SYNAPTICS Inc,0000817720,https://www.sec.gov/Archives/edgar/data/0000817720/000195004726003754/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003083,2026-04-24,W,Wayfair Inc.,0001616707,https://www.sec.gov/Archives/edgar/data/0001616707/000195917326003083/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003074,2026-04-24,NXT,Nextpower Inc.,0001852131,https://www.sec.gov/Archives/edgar/data/0001852131/000195917326003074/primary_doc.xml,2026-04-27T22:58:50Z
0001959173-26-003080,2026-04-24,FAF,First American Financial Corp,0001472787,https://www.sec.gov/Archives/edgar/data/0001472787/000195917326003080/primary_doc.xml,2026-04-27T22:58:50Z
0001950047-26-003734,2026-04-24,SYM,Symbotic Inc.,0001837240,https://www.sec.gov/Archives/edgar/data/0001837240/000195004726003734/primary_doc.xml,2026-04-27T22:58:50Z
