filed_utc,source,kind,title,link,summary
1998-09-01T21:59:00Z,research,research,Will greater disclosure and transparency prevent the next banking crisis,https://www.bostonfed.org/publications/research-department-working-paper/1998/will-greater-disclosure-and-transparency-prevent-the-next-banking-crisis.aspx,
1998-08-01T21:59:00Z,research,research,What do cross sectional growth regressions tell us about convergence,https://www.bostonfed.org/publications/research-department-working-paper/1998/what-do-cross-sectional-growth-regressions-tell-us-about-convergence.aspx,
1998-05-01T21:59:00Z,research,research,The poor performance of foreign bank subsidiaries were the problems acquired or created,https://www.bostonfed.org/publications/research-department-working-paper/1998/the-poor-performance-of-foreign-bank-subsidiaries-were-the-problems-acquired-or-created.aspx,
1998-04-01T22:03:00Z,research,research,Does the federal reserve have an informational advantage you can bank on it,https://www.bostonfed.org/publications/research-department-working-paper/1998/does-the-federal-reserve-have-an-informational-advantage-you-can-bank-on-it.aspx,
1998-03-01T22:59:00Z,research,research,An optimizing model for monetary policy analysis can habit formation help,https://www.bostonfed.org/publications/research-department-working-paper/1998/an-optimizing-model-for-monetary-policy-analysis-can-habit-formation-help.aspx,
1997-11-01T22:59:00Z,research,research,Input and output inventories,https://www.bostonfed.org/publications/research-department-working-paper/1997/input-and-output-inventories.aspx,
1997-10-10T21:59:00Z,research,research,The effect of pricing on demand and revenue in federal reserve ach payment processing,https://www.bostonfed.org/publications/research-department-working-paper/1997/the-effect-of-pricing-on-demand-and-revenue-in-federal-reserve-ach-payment-processing.aspx,
1997-08-26T21:59:00Z,research,research,Collateral damage effects of the japanese bank crisis on real activity in the united states,https://www.bostonfed.org/publications/research-department-working-paper/1997/collateral-damage-effects-of-the-japanese-bank-crisis-on-real-activity-in-the-united-states.aspx,
1997-07-15T21:03:00Z,research,research,Is bank supervision central to central banking,https://www.bostonfed.org/publications/research-department-working-paper/1997/is-bank-supervision-central-to-central-banking.aspx,
1997-04-25T21:59:00Z,research,research,Bank consolidation and small business lending its not just bank size that matters,https://www.bostonfed.org/publications/research-department-working-paper/1997/bank-consolidation-and-small-business-lending-its-not-just-bank-size-that-matters.aspx,
1997-01-10T21:52:00Z,research,research,The subsidy from state and local tax deductibility trends methodological issues and its value after federal tax reform,https://www.bostonfed.org/publications/research-department-working-paper/1997/the-subsidy-from-state-and-local-tax-deductibility-trends-methodological-issues-and-its-value-after-federal-tax-reform.aspx,
1997-01-05T22:59:00Z,research,research,Managers opportunistic trading of their firms shares a case study of executives in the banking industry,https://www.bostonfed.org/publications/research-department-working-paper/1997/managers-opportunistic-trading-of-their-firms-shares-a-case-study-of-executives-in-the-banking-industry.aspx,
1997-01-01T22:59:00Z,research,research,Property tax limits and local fiscal behavior did massachusetts cities and towns spend too little on town services under proposition 2,https://www.bostonfed.org/publications/research-department-working-paper/1997/property-tax-limits-and-local-fiscal-behavior-did-massachusetts-cities-and-towns-spend-too-little-on-town-services-under-proposition-2.aspx,
1996-12-02T00:13:00Z,research,research,Reserve banks the discount rate recommendation and fomc policy,https://www.bostonfed.org/publications/research-department-working-paper/1996/reserve-banks-the-discount-rate-recommendation-and-fomc-policy.aspx,
