ticker,cik,company,filed_date,form,phrase,filing_url
NYC,0001595527,American Strategic Investment Co.  (NYC)  (CIK 0001595527),2026-04-15,8-K,delist,https://www.sec.gov/Archives/edgar/data/1595527/000110465926043506:tm2611846d1_8k.htm/0001104659-26-043506:tm2611846d1_8k.htm-index.html
GNLN,0001743745,"Greenlane Holdings, Inc.  (GNLN)  (CIK 0001743745)",2026-04-27,8-K,delist,https://www.sec.gov/Archives/edgar/data/1743745/000149315226019078:form8k.htm/0001493152-26-019078:form8-k.htm-index.html
AL,0001487712,SUMISHO AIR LEASE CORP  (AL)  (CIK 0001487712),2026-04-17,8-K,delist,https://www.sec.gov/Archives/edgar/data/1487712/000119312526161515:d847321d8k.htm/0001193125-26-161515:d847321d8k.htm-index.html
,0001769624,"Triller Group Inc.  (ILLR, ILLRW)  (CIK 0001769624)",2026-04-23,8-K,delist,https://www.sec.gov/Archives/edgar/data/1769624/000121390026047098:ea02874698k_triller.htm/0001213900-26-047098:ea0287469-8k_triller.htm-index.html
MIGI,0001218683,Mawson Infrastructure Group Inc.  (MIGI)  (CIK 0001218683),2026-04-23,8-K,delist,https://www.sec.gov/Archives/edgar/data/1218683/000121390026047100:ea028753501ex991.htm/0001213900-26-047100:ea028753501ex99-1.htm-index.html
,0001969475,"Bayview Acquisition Corp  (BAYA, BAYAR, BAYAU)  (CIK 0001969475)",2026-04-24,8-K,delist,https://www.sec.gov/Archives/edgar/data/1969475/000149315226018920:form8k.htm/0001493152-26-018920:form8-k.htm-index.html
ZSPC,0001637147,"zSpace, Inc.  (ZSPC)  (CIK 0001637147)",2026-04-23,8-K,delist,https://www.sec.gov/Archives/edgar/data/1637147/000110465926047275:tm2612516d1_8k.htm/0001104659-26-047275:tm2612516d1_8k.htm-index.html
,0001769624,"Triller Group Inc.  (ILLR, ILLRW)  (CIK 0001769624)",2026-04-24,8-K,delist,https://www.sec.gov/Archives/edgar/data/1769624/000121390026047241:ea02876018k_triller.htm/0001213900-26-047241:ea0287601-8k_triller.htm-index.html
,0001997296,"Medicus Pharma Ltd.  (MDCX, MDCXW)  (CIK 0001997296)",2026-04-24,8-K,delist,https://www.sec.gov/Archives/edgar/data/1997296/000106299326002142:form8k.htm/0001062993-26-002142:form8k.htm-index.html
,0001355096,"QVC Group, Inc.  (QVCGA, QVCGB, QVCGP)  (CIK 0001355096)",2026-04-20,8-K,delist,https://www.sec.gov/Archives/edgar/data/1355096/000135509626000015:qvcga20260417.htm/0001355096-26-000015:qvcga-20260417.htm-index.html
,0001582982,"CareCloud, Inc.  (CCLD, CCLDO)  (CIK 0001582982)",2026-04-14,8-K,delist,https://www.sec.gov/Archives/edgar/data/1582982/000149315226016464:ex991.htm/0001493152-26-016464:ex99-1.htm-index.html
MIGI,0001218683,Mawson Infrastructure Group Inc.  (MIGI)  (CIK 0001218683),2026-04-23,8-K,delist,https://www.sec.gov/Archives/edgar/data/1218683/000121390026047100:ea02875358k_mawson.htm/0001213900-26-047100:ea0287535-8k_mawson.htm-index.html
,0001779474,"WM TECHNOLOGY, INC.  (MAPS, MAPSW)  (CIK 0001779474)",2026-04-17,8-K,delist,https://www.sec.gov/Archives/edgar/data/1779474/000177947426000017:maps20260417.htm/0001779474-26-000017:maps-20260417.htm-index.html
FOLD,0001178879,"AMICUS THERAPEUTICS, INC.  (FOLD)  (CIK 0001178879)",2026-04-27,8-K,delist,https://www.sec.gov/Archives/edgar/data/1178879/000114036126016968:ef20071351_8k.htm/0001140361-26-016968:ef20071351_8k.htm-index.html
DAWN,0001845337,"Day One Biopharmaceuticals, Inc.  (DAWN)  (CIK 0001845337)",2026-04-23,8-K,delist,https://www.sec.gov/Archives/edgar/data/1845337/000119312526171997:d27888d8k.htm/0001193125-26-171997:d27888d8k.htm-index.html
,0001853047,Hudson Acquisition I Corp.  (CIK 0001853047),2026-04-24,10-K,delist,https://www.sec.gov/Archives/edgar/data/1853047/000121390026047494:ea028659510k_hudson1.htm/0001213900-26-047494:ea0286595-10k_hudson1.htm-index.html
,0001865506,"Zeo Energy Corp.  (ZEO, ZEOWW)  (CIK 0001865506)",2026-04-17,8-K,delist,https://www.sec.gov/Archives/edgar/data/1865506/000121390026045152:ea028675001ex991.htm/0001213900-26-045152:ea028675001ex99-1.htm-index.html
NYC,0001595527,American Strategic Investment Co.  (NYC)  (CIK 0001595527),2026-04-15,8-K,delist,https://www.sec.gov/Archives/edgar/data/1595527/000162828026025159:ex992asicsupplementalinfo.htm/0001628280-26-025159:ex992-asicsupplementalinfo.htm-index.html
NYC,0001595527,American Strategic Investment Co.  (NYC)  (CIK 0001595527),2026-04-15,8-K,delist,https://www.sec.gov/Archives/edgar/data/1595527/000162828026025159:ex991asicearningsrelease1.htm/0001628280-26-025159:ex991-asicearningsrelease1.htm-index.html
NYC,0001595527,American Strategic Investment Co.  (NYC)  (CIK 0001595527),2026-04-15,8-K,delist,https://www.sec.gov/Archives/edgar/data/1595527/000110465926043506:tm2611846d1_ex991.htm/0001104659-26-043506:tm2611846d1_ex99-1.htm-index.html
ALOY,0001567900,REALLOYS INC.  (ALOY)  (CIK 0001567900),2026-04-20,8-K,qualified opinion,https://www.sec.gov/Archives/edgar/data/1567900/000118518526001435:realloys8k030626.htm/0001185185-26-001435:realloys8k030626.htm-index.html
RDN,0000890926,RADIAN GROUP INC  (RDN)  (CIK 0000890926),2026-04-17,8-K/A,qualified opinion,https://www.sec.gov/Archives/edgar/data/890926/000119312526161776:rdnex99_1.htm/0001193125-26-161776:rdn-ex99_1.htm-index.html
PMI,0002030617,"Picard Medical, Inc.  (PMI)  (CIK 0002030617)",2026-04-13,8-K,qualified opinion,https://www.sec.gov/Archives/edgar/data/2030617/000182912626003451:picardmedical_ex101.htm/0001829126-26-003451:picardmedical_ex10-1.htm-index.html
RMSL,0001412126,RemSleep Holdings Inc.  (RMSL)  (CIK 0001412126),2026-04-15,10-K,qualified opinion,https://www.sec.gov/Archives/edgar/data/1412126/000121390026044165:ea028582301ex102.htm/0001213900-26-044165:ea028582301ex10-2.htm-index.html
