ticker,cik,company,filed_date,form,phrase,filing_url
,0002028355,"Inflection Point Acquisition Corp. V  (IPEX, IPEXR, IPEXU)  (CIK 0002028355)",2026-04-14,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/2028355/000121390026043250:ea028623201ex991.htm/0001213900-26-043250:ea028623201ex99-1.htm-index.html
,0000883948,"Atlantic Union Bankshares Corp  (AUB, AUB-PA)  (CIK 0000883948)",2026-04-21,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/883948/000088394826000030:aub20260421xex99d1.htm/0000883948-26-000030:aub-20260421xex99d1.htm-index.html
JCTC,0000885307,JEWETT CAMERON TRADING CO LTD  (JCTC)  (CIK 0000885307),2026-04-13,10-Q,cyberattack,https://www.sec.gov/Archives/edgar/data/885307/000155335026000067:jctc_10q022826.htm/0001553350-26-000067:jctc_10q-022826.htm-index.html
,0000883948,"Atlantic Union Bankshares Corp  (AUB, AUB-PA)  (CIK 0000883948)",2026-04-21,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/883948/000088394826000030:aub20260421xex99d2.htm/0000883948-26-000030:aub-20260421xex99d2.htm-index.html
STRW,0001782430,"Strawberry Fields REIT, Inc.  (STRW)  (CIK 0001782430)",2026-04-15,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1782430/000149315226016636:ex991.htm/0001493152-26-016636:ex99-1.htm-index.html
,0000798941,"FIRST CITIZENS BANCSHARES INC /DE/  (FCNCA, FCNCB, FCNCN, FCNCO, FCNCP)  (CIK 0000798941)",2026-04-23,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/798941/000079894126000018:a1q26investorpresentatio.htm/0000798941-26-000018:a1q26investorpresentatio.htm-index.html
KTEL,0000845819,"KonaTel, Inc.  (KTEL)  (CIK 0000845819)",2026-04-16,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/845819/000149315226017104:form10k.htm/0001493152-26-017104:form10-k.htm-index.html
,0001419951,"Data Storage Corp  (DTST, DTSTW)  (CIK 0001419951)",2026-04-14,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1419951/000173112226000564:e7502_10k.htm/0001731122-26-000564:e7502_10k.htm-index.html
ACUT,0001850767,Accustem Sciences Inc.  (ACUT)  (CIK 0001850767),2026-04-14,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1850767/000149315226016559:form10k.htm/0001493152-26-016559:form10-k.htm-index.html
RENT,0001468327,"Rent the Runway, Inc.  (RENT)  (CIK 0001468327)",2026-04-14,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1468327/000146832726000020:wdq20260131.htm/0001468327-26-000020:wdq-20260131.htm-index.html
DTCX,0001853825,"Datacentrex, Inc.  (DTCX)  (CIK 0001853825)",2026-04-13,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1853825/000149315226016375:form10k.htm/0001493152-26-016375:form10-k.htm-index.html
ORBS,0001892492,Eightco Holdings Inc.  (ORBS)  (CIK 0001892492),2026-04-15,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1892492/000149315226016664:form10k.htm/0001493152-26-016664:form10-k.htm-index.html
CALX,0001406666,"CALIX, INC  (CALX)  (CIK 0001406666)",2026-04-22,10-Q,cyberattack,https://www.sec.gov/Archives/edgar/data/1406666/000140666626000019:calx20260328.htm/0001406666-26-000019:calx-20260328.htm-index.html
USAR,0001970622,"USA Rare Earth, Inc.  (USAR)  (CIK 0001970622)",2026-04-20,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1970622/000121390026045706:ea028694001ex21.htm/0001213900-26-045706:ea028694001ex2-1.htm-index.html
,0001605888,"ATLANTIC INTERNATIONAL CORP.  (ATLN, SQLLW)  (CIK 0001605888)",2026-04-15,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1605888/000160588826000017:altn20251231.htm/0001605888-26-000017:altn-20251231.htm-index.html
BRC,0000746598,BRADY CORP  (BRC)  (CIK 0000746598),2026-04-21,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/746598/000074659826000014:exhibit21equitypurchaseagr.htm/0000746598-26-000014:exhibit21equitypurchaseagr.htm-index.html
WLTH,0001524566,WEALTHFRONT CORP  (WLTH)  (CIK 0001524566),2026-04-24,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1524566/000162828026027232:wlth20260131.htm/0001628280-26-027232:wlth-20260131.htm-index.html
IPST,0001788230,"IP STRATEGY HOLDINGS, INC.  (IPST)  (CIK 0001788230)",2026-04-14,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1788230/000178823026000046:ipst20251231.htm/0001788230-26-000046:ipst-20251231.htm-index.html
AVNS,0001606498,"AVANOS MEDICAL, INC.  (AVNS)  (CIK 0001606498)",2026-04-14,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1606498/000160649826000046:avnsform8k_04132026xex21.htm/0001606498-26-000046:avnsform8k_04132026xex21.htm-index.html
PNRG,0000056868,PRIMEENERGY RESOURCES CORP  (PNRG)  (CIK 0000056868),2026-04-16,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/56868/000143774926012531:pnrg20251231_10k.htm/0001437749-26-012531:pnrg20251231_10k.htm-index.html
SGA,0000886136,SAGA COMMUNICATIONS INC  (SGA)  (CIK 0000886136),2026-04-14,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/886136/000110465926043166:sga20251231x10k.htm/0001104659-26-043166:sga-20251231x10k.htm-index.html
SONM,0001178697,"DNA X, Inc.  (SONM)  (CIK 0001178697)",2026-04-15,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1178697/000149315226016659:form10k.htm/0001493152-26-016659:form10-k.htm-index.html
MXL,0001288469,"MAXLINEAR, INC  (MXL)  (CIK 0001288469)",2026-04-23,10-Q,cyberattack,https://www.sec.gov/Archives/edgar/data/1288469/000128846926000029:mxl20260331.htm/0001288469-26-000029:mxl-20260331.htm-index.html
LEG,0000058492,LEGGETT & PLATT INC  (LEG)  (CIK 0000058492),2026-04-13,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/58492/000119312526151966:d38467dex21.htm/0001193125-26-151966:d38467dex21.htm-index.html
RNAZ,0001829635,"Transcode Therapeutics, Inc.  (RNAZ)  (CIK 0001829635)",2026-04-15,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1829635/000110465926043810:rnaz20251231x10k.htm/0001104659-26-043810:rnaz-20251231x10k.htm-index.html
FJET,0001947016,"Starfighters Space, Inc.  (FJET)  (CIK 0001947016)",2026-04-15,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1947016/000106299326002001:form10k.htm/0001062993-26-002001:form10k.htm-index.html
CAPS,0000887151,Capstone Holding Corp.  (CAPS)  (CIK 0000887151),2026-04-16,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/887151/000143774926012459:caps20251225_10k.htm/0001437749-26-012459:caps20251225_10k.htm-index.html
SGI,0001206264,SOMNIGROUP INTERNATIONAL INC.  (SGI)  (CIK 0001206264),2026-04-13,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1206264/000120626426000048:exhibit21agreementandplan.htm/0001206264-26-000048:exhibit21-agreementandplan.htm-index.html
ALTS,0000862861,ALT5 Sigma Corp  (ALTS)  (CIK 0000862861),2026-04-13,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/862861/000149315226016259:form10k.htm/0001493152-26-016259:form10-k.htm-index.html
MYSZ,0001211805,"My Size, Inc.  (MYSZ)  (CIK 0001211805)",2026-04-15,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1211805/000149315226016874:form10k.htm/0001493152-26-016874:form10-k.htm-index.html
NYC,0001595527,American Strategic Investment Co.  (NYC)  (CIK 0001595527),2026-04-15,10-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1595527/000162828026025292:nycr20251231.htm/0001628280-26-025292:nycr-20251231.htm-index.html
CDNA,0001217234,"CareDx, Inc.  (CDNA)  (CIK 0001217234)",2026-04-16,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1217234/000110465926043970:tm2611749d1_ex21.htm/0001104659-26-043970:tm2611749d1_ex2-1.htm-index.html
,0001868419,"Cycurion, Inc.  (CYCU, CYCUW)  (CIK 0001868419)",2026-04-21,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000020:exhibit992apr162026.htm/0001868419-26-000020:exhibit992apr162026.htm-index.html
,0001868419,"Cycurion, Inc.  (CYCU, CYCUW)  (CIK 0001868419)",2026-04-22,8-K/A,ransomware,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000024:exhibit992apr1620268ka.htm/0001868419-26-000024:exhibit992apr1620268-ka.htm-index.html
INR,0002029118,"INFINITY NATURAL RESOURCES, INC.  (INR)  (CIK 0002029118)",2026-04-20,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/2029118/000202911826000036:inr1q26impactofderivativec.htm/0002029118-26-000036:inr1q26impactofderivativec.htm-index.html
,0001032208,"SEMPRA  (SRE, SREA)  (CIK 0001032208)",2026-04-17,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1032208/000103220826000020:sempra20260417.htm/0001032208-26-000020:sempra-20260417.htm-index.html
DAIO,0000351998,DATA I/O CORP  (DAIO)  (CIK 0000351998),2026-04-16,10-K,ransomware,https://www.sec.gov/Archives/edgar/data/351998/000165495426003625:daio_10k.htm/0001654954-26-003625:daio_10k.htm-index.html
OCFC,0001004702,OCEANFIRST FINANCIAL CORP  (OCFC)  (CIK 0001004702),2026-04-27,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1004702/000100470226000041:ex991mergerfedapprovalxap.htm/0001004702-26-000041:ex991-mergerfedapprovalxap.htm-index.html
FFIC,0000923139,FLUSHING FINANCIAL CORP  (FFIC)  (CIK 0000923139),2026-04-27,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/923139/000110465926049027:ffic20260427x8k.htm/0001104659-26-049027:ffic-20260427x8k.htm-index.html
FFIC,0000923139,FLUSHING FINANCIAL CORP  (FFIC)  (CIK 0000923139),2026-04-27,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/923139/000110465926049027:ffic20260427xex99d1.htm/0001104659-26-049027:ffic-20260427xex99d1.htm-index.html
OCFC,0001004702,OCEANFIRST FINANCIAL CORP  (OCFC)  (CIK 0001004702),2026-04-27,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1004702/000100470226000041:ocfc20260427.htm/0001004702-26-000041:ocfc-20260427.htm-index.html
VC,0001111335,VISTEON CORP  (VC)  (CIK 0001111335),2026-04-23,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1111335/000111133526000015:visteonq12026pr.htm/0001111335-26-000015:visteonq12026pr.htm-index.html
CBSH,0000022356,COMMERCE BANCSHARES INC /MO/  (CBSH)  (CIK 0000022356),2026-04-21,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/22356/000002235626000123:a2026q1earningshighlight.htm/0000022356-26-000123:a2026q1earningshighlight.htm-index.html
MRSH,0000062709,"MARSH & MCLENNAN COMPANIES, INC.  (MRSH)  (CIK 0000062709)",2026-04-16,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/62709/000006270926000096:mmc1q2026ex991newsrelease.htm/0000062709-26-000096:mmc1q2026ex991newsrelease.htm-index.html
FBK,0001649749,FB Financial Corp  (FBK)  (CIK 0001649749),2026-04-13,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1649749/000164974926000033:a1q26pressreleasetablesfor.htm/0001649749-26-000033:a1q26pressreleasetablesfor.htm-index.html
ABCB,0000351569,Ameris Bancorp  (ABCB)  (CIK 0000351569),2026-04-23,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/351569/000035156926000079:a1q26earningspresentatio.htm/0000351569-26-000079:a1q26earningspresentatio.htm-index.html
FBK,0001649749,FB Financial Corp  (FBK)  (CIK 0001649749),2026-04-13,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1649749/000164974926000033:a1q26fbkearningspresenta.htm/0001649749-26-000033:a1q26fbkearningspresenta.htm-index.html
ACI,0001646972,"Albertsons Companies, Inc.  (ACI)  (CIK 0001646972)",2026-04-14,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1646972/000164697226000028:aciq425earningsrelease.htm/0001646972-26-000028:aciq425earningsrelease.htm-index.html
SMBC,0000916907,"SOUTHERN MISSOURI BANCORP, INC.  (SMBC)  (CIK 0000916907)",2026-04-23,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/916907/000110465926046973:smbc20260421xex99d1.htm/0001104659-26-046973:smbc-20260421xex99d1.htm-index.html
TCBK,0000356171,TRICO BANCSHARES /  (TCBK)  (CIK 0000356171),2026-04-23,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/356171/000035617126000040:a2026q1tcbkinvestorprese.htm/0000356171-26-000040:a2026q1tcbkinvestorprese.htm-index.html
,0000092230,"TRUIST FINANCIAL CORP  (TFC, TFC-PI, TFC-PO, TFC-PR)  (CIK 0000092230)",2026-04-17,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/92230/000009223026000039:ex991pr1q26.htm/0000092230-26-000039:ex991-pr1q26.htm-index.html
,0000092230,"TRUIST FINANCIAL CORP  (TFC, TFC-PI, TFC-PO, TFC-PR)  (CIK 0000092230)",2026-04-17,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/92230/000009223026000039:ex993earningsdeck1q26.htm/0000092230-26-000039:ex993-earningsdeck1q26.htm-index.html
,0001393311,"Public Storage  (PSA, PSA-PF, PSA-PG, PSA-PH, PSA-PI, PSA-PJ, PSA-PK, PSA-PL, PSA-PM, PSA-PN, PSA-PO, PSA-PP, PSA-PQ)  (",2026-04-27,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1393311/000162828026027484:psa042726xex99_1.htm/0001628280-26-027484:psa-042726xex99_1.htm-index.html
ABCB,0000351569,Ameris Bancorp  (ABCB)  (CIK 0000351569),2026-04-23,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/351569/000035156926000079:exhibit991pressreleasedate.htm/0000351569-26-000079:exhibit991pressreleasedate.htm-index.html
ARLP,0001086600,ALLIANCE RESOURCE PARTNERS LP  (ARLP)  (CIK 0001086600),2026-04-27,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1086600/000110465926049042:arlp20260427xex99d1.htm/0001104659-26-049042:arlp-20260427xex99d1.htm-index.html
ATDS,0001068689,"Data443 Risk Mitigation, Inc.  (ATDS)  (CIK 0001068689)",2026-04-16,10-K,ransomware,https://www.sec.gov/Archives/edgar/data/1068689/000149315226016943:form10k.htm/0001493152-26-016943:form10-k.htm-index.html
SMID,0000924719,SMITH MIDLAND CORP  (SMID)  (CIK 0000924719),2026-04-14,10-K,ransomware,https://www.sec.gov/Archives/edgar/data/924719/000165495426003505:smid_10k.htm/0001654954-26-003505:smid_10k.htm-index.html
,0000714310,"VALLEY NATIONAL BANCORP  (VLY, VLYPN, VLYPO, VLYPP)  (CIK 0000714310)",2026-04-23,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/714310/000071431026000020:a1q26earningspresentatio.htm/0000714310-26-000020:a1q26earningspresentatio.htm-index.html
,0001015328,"WINTRUST FINANCIAL CORP  (WTFC, WTFCN)  (CIK 0001015328)",2026-04-20,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1015328/000101532826000011:earningsrelease2026q1pr.htm/0001015328-26-000011:earningsrelease2026-q1pr.htm-index.html
,0001838163,"Brand Engagement Network Inc.  (BNAI, BNAIW)  (CIK 0001838163)",2026-04-16,10-K,ransomware,https://www.sec.gov/Archives/edgar/data/1838163/000149315226016954:form10k.htm/0001493152-26-016954:form10-k.htm-index.html
TCBK,0000356171,TRICO BANCSHARES /  (TCBK)  (CIK 0000356171),2026-04-23,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/356171/000035617126000040:tcbk20263318xkearningsrel.htm/0000356171-26-000040:tcbk-20263318xkearningsrel.htm-index.html
,0000714310,"VALLEY NATIONAL BANCORP  (VLY, VLYPN, VLYPO, VLYPP)  (CIK 0000714310)",2026-04-23,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/714310/000071431026000020:exhibit991earningsrelease0.htm/0000714310-26-000020:exhibit991earningsrelease0.htm-index.html
GRDX,0001604191,GridAI Technologies Corp.  (GRDX)  (CIK 0001604191),2026-04-13,8-K/A,ransomware,https://www.sec.gov/Archives/edgar/data/1604191/000110465926042177:tm2611367d1_ex993.htm/0001104659-26-042177:tm2611367d1_ex99-3.htm-index.html
NOC,0001133421,NORTHROP GRUMMAN CORP /DE/  (NOC)  (CIK 0001133421),2026-04-21,10-Q,ransomware,https://www.sec.gov/Archives/edgar/data/1133421/000113342126000016:noc03312026xex106.htm/0001133421-26-000016:noc-03312026xex106.htm-index.html
MITI,0000802257,"Mitesco, Inc.  (MITI)  (CIK 0000802257)",2026-04-15,10-K,ransomware,https://www.sec.gov/Archives/edgar/data/802257/000118518526001385:miti10k123125.htm/0001185185-26-001385:miti10k123125.htm-index.html
DIT,0000928465,AMCON DISTRIBUTING CO  (DIT)  (CIK 0000928465),2026-04-20,10-Q,ransomware,https://www.sec.gov/Archives/edgar/data/928465/000110465926045515:dit20260331x10q.htm/0001104659-26-045515:dit-20260331x10q.htm-index.html
,0001015328,"WINTRUST FINANCIAL CORP  (WTFC, WTFCN)  (CIK 0001015328)",2026-04-20,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1015328/000101532826000011:exhibit9912026q1.htm/0001015328-26-000011:exhibit9912026-q1.htm-index.html
FBP,0001057706,FIRST BANCORP /PR/  (FBP)  (CIK 0001057706),2026-04-22,8-K,ransomware,https://www.sec.gov/Archives/edgar/data/1057706/000105770626000010:exhibit991.htm/0001057706-26-000010:exhibit991.htm-index.html
DTCX,0001853825,"Datacentrex, Inc.  (DTCX)  (CIK 0001853825)",2026-04-13,10-K,ransomware,https://www.sec.gov/Archives/edgar/data/1853825/000149315226016375:form10k.htm/0001493152-26-016375:form10-k.htm-index.html
EDGM,0001652958,"Edgemode, Inc.  (EDGM)  (CIK 0001652958)",2026-04-13,10-K,ransomware,https://www.sec.gov/Archives/edgar/data/1652958/000168316826002865:edgemode_i10k123125.htm/0001683168-26-002865:edgemode_i10k-123125.htm-index.html
CTRN,0001318484,Citi Trends Inc  (CTRN)  (CIK 0001318484),2026-04-15,10-K,ransomware,https://www.sec.gov/Archives/edgar/data/1318484/000110465926043813:ctrn20260131x10k.htm/0001104659-26-043813:ctrn-20260131x10k.htm-index.html
BRQL,0001854526,DYNAMIC AEROSPACE SYSTEMS Corp  (BRQL)  (CIK 0001854526),2026-04-15,10-K,ransomware,https://www.sec.gov/Archives/edgar/data/1854526/000147793226002263:brql_10k.htm/0001477932-26-002263:brql_10k.htm-index.html
,0001058623,"CUMULUS MEDIA INC  (CMLS, CMLSQ)  (CIK 0001058623)",2026-04-17,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1058623/000110465926044909:tm2611967d1_ex21.htm/0001104659-26-044909:tm2611967d1_ex2-1.htm-index.html
,0001355096,"QVC Group, Inc.  (QVCGA, QVCGB, QVCGP)  (CIK 0001355096)",2026-04-17,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1355096/000110465926044521:tm2611635d1_ex101.htm/0001104659-26-044521:tm2611635d1_ex10-1.htm-index.html
,0001355096,"QVC Group, Inc.  (QVCGA, QVCGB, QVCGP)  (CIK 0001355096)",2026-04-17,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1355096/000110465926044521:tm2611635d1_ex991.htm/0001104659-26-044521:tm2611635d1_ex99-1.htm-index.html
,0001015155,CHARLES & COLVARD LTD  (CIK 0001015155),2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1015155/000110465926045530:tm2612261d1_8k.htm/0001104659-26-045530:tm2612261d1_8k.htm-index.html
,0001355096,"QVC Group, Inc.  (QVCGA, QVCGB, QVCGP)  (CIK 0001355096)",2026-04-17,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1355096/000110465926044521:tm2611635d1_8k.htm/0001104659-26-044521:tm2611635d1_8k.htm-index.html
,0001254699,"QVC INC  (QVCC, QVCD)  (CIK 0001254699)",2026-04-17,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1254699/000110465926044600:tm2611636d1_8k.htm/0001104659-26-044600:tm2611636d1_8k.htm-index.html
,0001015155,CHARLES & COLVARD LTD  (CIK 0001015155),2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1015155/000110465926045530:tm2612261d1_ex101.htm/0001104659-26-045530:tm2612261d1_ex10-1.htm-index.html
,0001058623,"CUMULUS MEDIA INC  (CMLS, CMLSQ)  (CIK 0001058623)",2026-04-17,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1058623/000110465926044909:tm2611967d1_8k.htm/0001104659-26-044909:tm2611967d1_8k.htm-index.html
NINE,0001532286,"Nine Energy Service, Inc.  (NINE)  (CIK 0001532286)",2026-04-21,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1532286/000121390026046167:ea028704101ex991.htm/0001213900-26-046167:ea028704101ex99-1.htm-index.html
,0001355096,"QVC Group, Inc.  (QVCGA, QVCGB, QVCGP)  (CIK 0001355096)",2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1355096/000135509626000015:qvcga20260417.htm/0001355096-26-000015:qvcga-20260417.htm-index.html
MVIS,0000065770,"MICROVISION, INC.  (MVIS)  (CIK 0000065770)",2026-04-21,8-K/A,bankruptcy,https://www.sec.gov/Archives/edgar/data/65770/000149315226018360:ex991.htm/0001493152-26-018360:ex99-1.htm-index.html
,0001805521,"FARADAY FUTURE INTELLIGENT ELECTRIC INC.  (FFAI, FFAIW)  (CIK 0001805521)",2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1805521/000121390026045586:ea028691501ex104.htm/0001213900-26-045586:ea028691501ex10-4.htm-index.html
,0001355096,"QVC Group, Inc.  (QVCGA, QVCGB, QVCGP)  (CIK 0001355096)",2026-04-17,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1355096/000110465926044521:tm2611635d1_ex992.htm/0001104659-26-044521:tm2611635d1_ex99-2.htm-index.html
ELAB,0001840563,PMGC Holdings Inc.  (ELAB)  (CIK 0001840563),2026-04-17,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1840563/000121390026044905:ea028658401ex103.htm/0001213900-26-044905:ea028658401ex10-3.htm-index.html
,0001254699,"QVC INC  (QVCC, QVCD)  (CIK 0001254699)",2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1254699/000125469926000006:qvc20260417.htm/0001254699-26-000006:qvc-20260417.htm-index.html
NINE,0001532286,"Nine Energy Service, Inc.  (NINE)  (CIK 0001532286)",2026-04-21,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1532286/000121390026046167:ea02870418k_nine.htm/0001213900-26-046167:ea0287041-8k_nine.htm-index.html
,0001974820,Bridgecrest Auto Funding LLC  (CIK 0001974820),2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1974820/000110465926045464:tm2611397d10_ex106.htm/0001104659-26-045464:tm2611397d10_ex10-6.htm-index.html
,0002026738,FORTRESS CREDIT REALTY INCOME TRUST  (CIK 0002026738),2026-04-14,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/2026738/000119312526154537:ck0002026738ex10_2.htm/0001193125-26-154537:ck0002026738-ex10_2.htm-index.html
CAPS,0000887151,Capstone Holding Corp.  (CAPS)  (CIK 0000887151),2026-04-16,10-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/887151/000143774926012459:ex_944562.htm/0001437749-26-012459:ex_944562.htm-index.html
,0001126530,BMW AUTO LEASING LLC  (CIK 0001126530),2026-04-16,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1126530/000092963826001523:exhibit106.htm/0000929638-26-001523:exhibit10-6.htm-index.html
,0001126530,BMW AUTO LEASING LLC  (CIK 0001126530),2026-04-22,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1126530/000092963826001549:exhibit106.htm/0000929638-26-001549:exhibit10-6.htm-index.html
,0001771514,ExchangeRight Income Fund  (CIK 0001771514),2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1771514/000119312526163165:noneex10_5.htm/0001193125-26-163165:none-ex10_5.htm-index.html
,0001974820,Bridgecrest Auto Funding LLC  (CIK 0001974820),2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1974820/000110465926045464:tm2611397d10_ex103.htm/0001104659-26-045464:tm2611397d10_ex10-3.htm-index.html
HRGN,0001563665,"Harvard Apparatus Regenerative Technology, Inc.  (HRGN)  (CIK 0001563665)",2026-04-15,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1563665/000143774926012380:ex_946099.htm/0001437749-26-012380:ex_946099.htm-index.html
,0001974820,Bridgecrest Auto Funding LLC  (CIK 0001974820),2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1974820/000110465926045464:tm2611397d10_ex104.htm/0001104659-26-045464:tm2611397d10_ex10-4.htm-index.html
,0001254699,"QVC INC  (QVCC, QVCD)  (CIK 0001254699)",2026-04-15,10-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1254699/000125469926000004:qvc20251231.htm/0001254699-26-000004:qvc-20251231.htm-index.html
,0001355096,"QVC Group, Inc.  (QVCGA, QVCGB, QVCGP)  (CIK 0001355096)",2026-04-15,10-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1355096/000135509626000010:qvcga20251231.htm/0001355096-26-000010:qvcga-20251231.htm-index.html
COMP,0001563190,"Compass, Inc.  (COMP)  (CIK 0001563190)",2026-04-17,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1563190/000156319026000089:exhibit101putagreementdat.htm/0001563190-26-000089:exhibit101-putagreementdat.htm-index.html
,0001974820,Bridgecrest Auto Funding LLC  (CIK 0001974820),2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1974820/000110465926045464:tm2611397d10_ex101.htm/0001104659-26-045464:tm2611397d10_ex10-1.htm-index.html
,0001974820,Bridgecrest Auto Funding LLC  (CIK 0001974820),2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1974820/000110465926045464:tm2611397d10_ex105.htm/0001104659-26-045464:tm2611397d10_ex10-5.htm-index.html
CEIN,0001309082,"CAMBER ENERGY, INC.  (CEIN)  (CIK 0001309082)",2026-04-23,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1309082/000147793226002493:cei_ex101.htm/0001477932-26-002493:cei_ex101.htm-index.html
,0001771514,ExchangeRight Income Fund  (CIK 0001771514),2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1771514/000119312526163165:noneex10_6.htm/0001193125-26-163165:none-ex10_6.htm-index.html
,0002023730,"GigCapital7 Corp.  (GIG, GIGGU, GIGGW)  (CIK 0002023730)",2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/2023730/000119312526162774:d144257dex101.htm/0001193125-26-162774:d144257dex101.htm-index.html
,0001974820,Bridgecrest Auto Funding LLC  (CIK 0001974820),2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/1974820/000110465926045464:tm2611397d10_ex107.htm/0001104659-26-045464:tm2611397d10_ex10-7.htm-index.html
,0002035644,"Range Capital Acquisition Corp.  (RANG, RANGR, RANGU)  (CIK 0002035644)",2026-04-20,8-K,bankruptcy,https://www.sec.gov/Archives/edgar/data/2035644/000119312526164081:d123561dex101.htm/0001193125-26-164081:d123561dex101.htm-index.html
