kind,ticker,cik,company,form,file_date,accession_id,captured_at
going_concern,,,Synera Studio Inc  (CIK 0002076167),10-Q,2026-04-16,0001477932-26-002332,2026-04-27T22:50:44Z
bankruptcy_petition,,,TOYOTA AUTO FINANCE RECEIVABLES LLC  (CIK 00011311,8-K,2026-04-16,0000929638-26-001519,2026-04-27T22:50:44Z
going_concern,SPST,0001192323,Superstar Platforms Inc.,10-K,2026-04-15,0001493152-26-016892,2026-04-27T22:50:44Z
going_concern,PUBC,0001575858,Purebase Corp,10-Q,2026-04-15,0001493152-26-016747,2026-04-27T22:50:44Z
going_concern,GLVT,0001693687,GREENLIT VENTURES INC.,10-K,2026-04-15,0001640334-26-000745,2026-04-27T22:50:44Z
going_concern,CSDX,0001106861,CS DIAGNOSTICS CORP.,10-K,2026-04-15,0001214659-26-004694,2026-04-27T22:50:44Z
going_concern,CLOW,0001619227,"Cloudweb, Inc.",10-K,2026-04-15,0001640334-26-000750,2026-04-27T22:50:44Z
going_concern,BFNH,0001310488,"BIOFORCE NANOSCIENCES HOLDINGS, INC.",10-K,2026-04-15,0001091818-26-000047,2026-04-27T22:50:44Z
bankruptcy_petition,,,Benchmark 2026-B42 Mortgage Trust  (CIK 0002110410,8-K/A,2026-04-15,0001539497-26-001136,2026-04-27T22:50:44Z
going_concern,SMXT,0001519472,"SolarMax Technology, Inc.",10-K/A,2026-04-14,0001640334-26-000720,2026-04-27T22:50:44Z
going_concern,RMIX,0002094433,"Suncrete, Inc.",8-K,2026-04-14,0001104659-26-043237,2026-04-27T22:50:44Z
going_concern,HYAC,0001970509,Haymaker Acquisition Corp. 4,8-K,2026-04-14,0001104659-26-043241,2026-04-27T22:50:44Z
going_concern,GTIC,0001584480,"Greentech Innovations, Inc.",10-Q,2026-04-14,0001640334-26-000723,2026-04-27T22:50:44Z
going_concern,ENRT,0001346022,Enertopia Corp.,10-Q,2026-04-14,0001062993-26-001978,2026-04-27T22:50:44Z
going_concern,CNBX,0001343009,CNBX Pharmaceuticals Inc.,10-Q,2026-04-14,0001683168-26-002899,2026-04-27T22:50:44Z
going_concern,BRVO,0001444839,Bravo Multinational Inc.,10-K,2026-04-14,0001091818-26-000044,2026-04-27T22:50:44Z
going_concern,,,"Go Go Buyers, Inc.  (CIK 0001842563)",10-K,2026-04-14,0001842563-26-000006,2026-04-27T22:50:44Z
bankruptcy_petition,LCID,0001811210,"Lucid Group, Inc.",8-K,2026-04-14,0001104659-26-042847,2026-04-27T22:50:44Z
bankruptcy_petition,,,BANK5 2026-5YR20  (CIK 0002104049),8-K/A,2026-04-14,0001539497-26-001132,2026-04-27T22:50:44Z
going_concern,ZLME,0001489300,Zhanling International Ltd,10-Q,2026-04-13,0001493152-26-016266,2026-04-27T22:50:44Z
going_concern,OYCG,0001994582,Oyocar Group Inc.,10-Q,2026-04-13,0001477932-26-002152,2026-04-27T22:50:44Z
going_concern,LEXX,0001348362,Lexaria Bioscience Corp.,10-Q,2026-04-13,0001640334-26-000687,2026-04-27T22:50:44Z
going_concern,GRDX,0001604191,GridAI Technologies Corp.,8-K/A,2026-04-13,0001104659-26-042177,2026-04-27T22:50:44Z
bankruptcy_petition,SGI,0001206264,SOMNIGROUP INTERNATIONAL INC.,8-K,2026-04-13,0001206264-26-000048,2026-04-27T22:50:44Z
bankruptcy_petition,LEG,0000058492,LEGGETT & PLATT INC,8-K,2026-04-13,0001193125-26-151966,2026-04-27T22:50:44Z
going_concern,STME,0001493712,Stimcell Energetics Inc.,10-Q,2026-04-10,0001493712-26-000008,2026-04-27T22:50:44Z
going_concern,BLNC,0001632121,"Balance Labs, Inc.",10-K,2026-04-10,0001493152-26-016088,2026-04-27T22:50:44Z
bankruptcy_petition,,,AFS SENSUB CORP.  (CIK 0001347185),8-K,2026-04-10,0001193125-26-151404,2026-04-27T22:50:44Z
nasdaq_delisting,ASNS,0001141284,ACTELIS NETWORKS INC,8-K,2026-04-09,0001213900-26-041856,2026-04-27T22:50:44Z
bankruptcy_petition,TBN,0001997652,Tamboran Resources Corp,8-K,2026-04-09,0001193125-26-149868,2026-04-27T22:50:44Z
going_concern,CYDY,0001175680,CytoDyn Inc.,10-Q,2026-04-08,0001104659-26-040687,2026-04-27T22:50:44Z
going_concern,,,BRILLIANT N.E.V. CORP.  (CIK 0001681769),10-Q,2026-04-08,0001520138-26-000109,2026-04-27T22:50:44Z
nasdaq_delisting,KAVL,0001762239,"Kaival Brands Innovations Group, Inc.",8-K,2026-04-07,0001731122-26-000540,2026-04-27T22:50:44Z
going_concern,ADTX,0001726711,"Aditxt, Inc.",8-K/A,2026-04-07,0001213900-26-041018,2026-04-27T22:50:44Z
going_concern,SFRX,0001106213,SEAFARER EXPLORATION CORP,10-K/A,2026-04-06,0001199835-26-000091,2026-04-27T22:50:44Z
bankruptcy_petition,,,Goldman Sachs Real Estate Finance Trust Inc  (CIK ,8-K,2026-04-06,0001193125-26-143803,2026-04-27T22:50:44Z
going_concern,FMAC,0002099232,Future Money Acquisition Corp,8-K,2026-04-03,0001493152-26-015100,2026-04-27T22:50:44Z
bankruptcy_petition,SKYE,0001516551,"Skye Bioscience, Inc.",8-K,2026-04-03,0001628280-26-023699,2026-04-27T22:50:44Z
bankruptcy_petition,KNTK,0001692787,Kinetik Holdings Inc.,8-K,2026-04-03,0001193125-26-142345,2026-04-27T22:50:44Z
going_concern,,,VITASPRING BIOMEDICAL CO. LTD.  (CIK 0001697884),10-Q,2026-04-02,0001640334-26-000615,2026-04-27T22:50:44Z
bankruptcy_petition,BBBY,0001130713,"BED BATH & BEYOND, INC.",8-K,2026-04-02,0001140361-26-012893,2026-04-27T22:50:44Z
bankruptcy_petition,AGIG,0001156041,"ABUNDIA GLOBAL IMPACT GROUP, INC.",8-K,2026-04-02,0001493152-26-014820,2026-04-27T22:50:44Z
bankruptcy_petition,,,Nuveen Churchill BDC V  (CIK 0002071136),8-K,2026-04-02,0002071136-26-000016,2026-04-27T22:50:44Z
going_concern,TGLO,0001066684,THEGLOBE COM INC,10-K,2026-04-01,0001104659-26-038019,2026-04-27T22:50:44Z
going_concern,DFNS,0001787518,T3 Defense Inc.,8-K/A,2026-04-01,0001213900-26-038056,2026-04-27T22:50:44Z
bankruptcy_petition,LE,0000799288,"LANDS' END, INC.",8-K,2026-04-01,0001104659-26-038270,2026-04-27T22:50:44Z
going_concern,VYND,0001745078,"Vynleads, Inc.",10-K,2026-03-31,0001079973-26-000408,2026-04-27T22:50:44Z
going_concern,UTKN,0001919182,Universal Token,10-K,2026-03-31,0001171520-26-000041,2026-04-27T22:50:44Z
going_concern,MAGE,0001515317,MAGELLAN COPPER & GOLD Corp,10-K,2026-03-31,0001683168-26-002499,2026-04-27T22:50:44Z
going_concern,HCWB,0001828673,HCW Biologics Inc.,8-K,2026-03-31,0001193125-26-134936,2026-04-27T22:50:44Z
going_concern,GPLB,0001392449,Green Planet Bio Engineering Co. Ltd.,10-K,2026-03-31,0001654954-26-003081,2026-04-27T22:50:44Z
going_concern,FCCI,0001807689,"FAST CASUAL CONCEPTS, INC.",10-K,2026-03-31,0001171520-26-000037,2026-04-27T22:50:44Z
going_concern,EMAT,0001866226,Evolution Metals & Technologies Corp.,8-K/A,2026-03-31,0001213900-26-036749,2026-04-27T22:50:44Z
going_concern,BIRD,0001653909,"Allbirds, Inc.",8-K,2026-03-31,0001628280-26-022181,2026-04-27T22:50:44Z
going_concern,BCTX,0001610820,BriaCell Therapeutics Corp.,8-K,2026-03-31,0001493152-26-014156,2026-04-27T22:50:44Z
going_concern,ACRG,0000773717,"American Clean Resources Group, Inc.",10-K,2026-03-31,0001213900-26-037525,2026-04-27T22:50:44Z
going_concern,,,Range Acquisition Corp.  (CIK 0002079320),10-K,2026-03-31,0001213900-26-036636,2026-04-27T22:50:44Z
bankruptcy_petition,RPAY,0001720592,Repay Holdings Corp,8-K,2026-03-31,0001193125-26-133296,2026-04-27T22:50:44Z
bankruptcy_petition,RCAT,0000748268,"Red Cat Holdings, Inc.",8-K,2026-03-31,0001628280-26-022154,2026-04-27T22:50:44Z
bankruptcy_petition,,,"EFCAR, LLC  (CIK 0001654238)",8-K,2026-03-31,0000929638-26-001316,2026-04-27T22:50:44Z
going_concern,TCRI,0001481443,"TechCom, Inc.",10-K,2026-03-30,0001683168-26-002393,2026-04-27T22:50:44Z
going_concern,SGMO,0001001233,"SANGAMO THERAPEUTICS, INC",10-K,2026-03-30,0001628280-26-022029,2026-04-27T22:50:44Z
going_concern,IWSH,0001279715,"Wright Investors Service Holdings, Inc.",10-K,2026-03-30,0001214659-26-003984,2026-04-27T22:50:44Z
going_concern,CRVW,0001377149,CareView Communications Inc,10-K,2026-03-30,0001437749-26-010356,2026-04-27T22:50:44Z
going_concern,,,Var Acquisition Corp.  (CIK 0002075239),10-K,2026-03-30,0001213900-26-036487,2026-04-27T22:50:44Z
bankruptcy_petition,,,Wells Fargo Commercial Mortgage Trust 2026-C66  (C,8-K,2026-03-30,0001539497-26-001057,2026-04-27T22:50:44Z
going_concern,PHGE,0001739174,BiomX Inc.,8-K,2026-03-27,0001213900-26-035605,2026-04-27T22:50:44Z
going_concern,GRHI,0000894501,"GOLD ROCK HOLDINGS, INC.",10-K,2026-03-27,0001091818-26-000026,2026-04-27T22:50:44Z
going_concern,GLND,0002093507,Greenland Energy Co,8-K,2026-03-27,0001829126-26-002797,2026-04-27T22:50:44Z
going_concern,,,"BioCrude Technologies USA, Inc.  (CIK 0001690384)",10-K,2026-03-27,0001731122-26-000496,2026-04-27T22:50:44Z
bankruptcy_petition,FRMM,0001690080,FORUM MARKETS Inc,8-K,2026-03-27,0001213900-26-035601,2026-04-27T22:50:44Z
bankruptcy_petition,,,Diameter Credit Co  (CIK 0001916099),8-K,2026-03-27,0001193125-26-129150,2026-04-27T22:50:44Z
nasdaq_delisting,CMBM,0001738177,Cambium Networks Corp,8-K,2026-03-26,0001193125-26-125297,2026-04-27T22:50:44Z
going_concern,VNJA,0001532383,VANJIA CORP,10-K,2026-03-26,0001017386-26-000019,2026-04-27T22:50:44Z
going_concern,SFRX,0001106213,SEAFARER EXPLORATION CORP,10-K,2026-03-26,0001199835-26-000070,2026-04-27T22:50:44Z
going_concern,CYAB,0002032341,"Trailblazer Holdings, Inc.",10-K,2026-03-26,0001213900-26-034218,2026-04-27T22:50:44Z
bankruptcy_petition,,,HPS Corporate Lending Fund  (CIK 0001838126),8-K,2026-03-26,0001193125-26-126619,2026-04-27T22:50:44Z
nasdaq_delisting,CIMG,0001527613,CIMG Inc.,8-K,2026-03-25,0001493152-26-012693,2026-04-27T22:50:44Z
going_concern,SER,0001708599,"Serina Therapeutics, Inc.",10-K,2026-03-25,0001708599-26-000016,2026-04-27T22:50:44Z
going_concern,NIKA,0001145604,"NIKA PHARMACEUTICALS, INC",10-K,2026-03-25,0001826466-26-000026,2026-04-27T22:50:44Z
going_concern,GLEI,0001871890,Galaxy Enterprises Inc. /WY/,10-Q,2026-03-25,0001871890-26-000020,2026-04-27T22:50:44Z
going_concern,,,Limitless Projects Inc.  (CIK 0001842167),10-Q,2026-03-25,0001842167-26-000004,2026-04-27T22:50:44Z
bankruptcy_petition,CTNT,0001951667,CHEETAH NET SUPPLY CHAIN SERVICE INC.,8-K,2026-03-25,0001104659-26-034519,2026-04-27T22:50:44Z
bankruptcy_petition,,,BMO 2026-5C14 Mortgage Trust  (CIK 0002063015),8-K/A,2026-03-25,0001539497-26-001006,2026-04-27T22:50:44Z
going_concern,WKHS,0001425287,Workhorse Group Inc.,8-K/A,2026-03-24,0001213900-26-033661,2026-04-27T22:50:44Z
going_concern,CVR,0000019871,CHICAGO RIVET & MACHINE CO,10-K,2026-03-24,0000019871-26-000004,2026-04-27T22:50:44Z
going_concern,ASPI,0001921865,ASP Isotopes Inc.,8-K/A,2026-03-24,0001477932-26-001559,2026-04-27T22:50:44Z
bankruptcy_petition,FNGR,0001602409,"FingerMotion, Inc.",8-K,2026-03-24,0001520138-26-000083,2026-04-27T22:50:44Z
bankruptcy_petition,CBSTF,0001776738,Cannabist Co Holdings Inc.,8-K,2026-03-24,0001140361-26-010926,2026-04-27T22:50:44Z
bankruptcy_petition,,,"EFCAR, LLC  (CIK 0001654238)",8-K,2026-03-24,0000929638-26-001121,2026-04-27T22:50:44Z
nasdaq_delisting,AREB,0001648087,AMERICAN REBEL HOLDINGS INC,8-K,2026-03-23,0001493152-26-012022,2026-04-27T22:50:44Z
bankruptcy_petition,CNXC,0001803599,Concentrix Corp,8-K,2026-03-23,0001803599-26-000080,2026-04-27T22:50:44Z
bankruptcy_petition,RIVN,0001874178,"Rivian Automotive, Inc. / DE",8-K,2026-03-19,0001104659-26-031794,2026-04-27T22:50:44Z
bankruptcy_petition,CBL,0000910612,CBL & ASSOCIATES PROPERTIES INC,8-K,2026-03-19,0001193125-26-115610,2026-04-27T22:50:44Z
bankruptcy_petition,,,BlackRock Private Credit Fund  (CIK 0001902649),8-K,2026-03-19,0001140361-26-010437,2026-04-27T22:50:44Z
going_concern,NRHI,0001680689,"Natural Resource Holdings, Inc.",10-Q,2026-03-18,0001640334-26-000464,2026-04-27T22:50:44Z
going_concern,,,Palisades Venture Inc.  (CIK 0002010982),10-K,2026-03-18,0001683168-26-001953,2026-04-27T22:50:44Z
bankruptcy_petition,,,John Deere Receivables LLC  (CIK 0001762590),8-K,2026-03-18,0001104659-26-030323,2026-04-27T22:50:44Z
nasdaq_delisting,ULY,0001603652,Urgent.ly Inc.,8-K,2026-03-17,0001193125-26-110683,2026-04-27T22:50:44Z
going_concern,OPTT,0001378140,"Ocean Power Technologies, Inc.",10-Q,2026-03-17,0001493152-26-010556,2026-04-27T22:50:44Z
going_concern,LMMY,0001939937,"Exousia Bio, Inc.",10-Q,2026-03-17,0001683168-26-001900,2026-04-27T22:50:44Z
going_concern,HMMR,0001539680,HAMMER TECHNOLOGY HOLDINGS CORP.,10-Q,2026-03-17,0001062993-26-001456,2026-04-27T22:50:44Z
going_concern,GAFC,0001989788,Guru App Factory Corp,10-Q,2026-03-17,0001683168-26-001878,2026-04-27T22:50:44Z
going_concern,EVTK,0001816554,EVENTIKO INC.,10-Q,2026-03-17,0001683168-26-001931,2026-04-27T22:50:44Z
bankruptcy_petition,,,BBCMS Mortgage Trust 2025-C39  (CIK 0002097938),8-K,2026-03-17,0001539497-26-000930,2026-04-27T22:50:44Z
going_concern,,,SUN  (CIK 0002070845),10-Q,2026-03-16,0001683168-26-001819,2026-04-27T22:50:44Z
bankruptcy_petition,,,Benchmark 2026-B42 Mortgage Trust  (CIK 0002110410,8-K/A,2026-03-16,0001539497-26-000928,2026-04-27T22:50:44Z
going_concern,QNST,0001117297,"QUINSTREET, INC",8-K/A,2026-03-13,0001193125-26-105702,2026-04-27T22:50:44Z
going_concern,MYCB,0001556801,"My City Builders, Inc.",10-Q,2026-03-13,0001640334-26-000441,2026-04-27T22:50:44Z
going_concern,KAVL,0001762239,"Kaival Brands Innovations Group, Inc.",10-Q,2026-03-13,0001731122-26-000390,2026-04-27T22:50:44Z
going_concern,GNVR,0001792941,Genvor Inc,10-Q/A,2026-03-13,0001903596-26-000063,2026-04-27T22:50:44Z
going_concern,BGFR,0001722556,BestGofer Inc.,10-K,2026-03-13,0001722556-26-000004,2026-04-27T22:50:44Z
going_concern,,,Somitos Corp.  (CIK 0002074643),10-Q,2026-03-13,0001683168-26-001768,2026-04-27T22:50:44Z
bankruptcy_petition,NXXT,0001817004,"NEXTNRG, INC.",8-K,2026-03-13,0001493152-26-010093,2026-04-27T22:50:44Z
bankruptcy_petition,LNSR,0001320350,"LENSAR, Inc.",8-K/A,2026-03-13,0001193125-26-104937,2026-04-27T22:50:44Z
