recall_id,classification,recall_type,firm,product,reason,recall_initiation_date,status,captured_at
H-0544-2026,Class II,food,"IF Holding II, LLC",tippy toes apple pear banana 6 months & up baby food 2-4OZ (113g) PACKS NET WT 8 OZ (226g)  DISTRIBUTED BY TOPCO ASSOCIATES LLC ELK GROVE VI,Potential contamination with patulin.,2026-02-05,Ongoing,2026-04-27T23:01:55Z
D-0391-2026,Class III,drug,Annora Pharma Private Limited,"Pitavastatin Tablets, 2 mg, packaged in 90-count bottles, Rx only, Manufactured for: Northstar Rx LLC, Memphis, TN 38141, Manufactured by: A",Presence of foreign tablets/capsules: one Pitavastatin tablet 1mg found in bottle of Pitavastatin tablets 2mg,2026-02-03,Ongoing,2026-04-27T23:01:55Z
H-0537-2026,Class II,food,"Pure Solutions, Inc.","Pure Factors Professional Nighttime Sleep Formula and Pure Formulas Sleep Reset, Net Wt., 1 fl oz (30 ml) liquid dietary supplement, Glass b",Label declares bovine colostrum but does not declare milk allergen.,2026-02-03,Ongoing,2026-04-27T23:01:55Z
H-0554-2026,Class II,food,"Cocos Wholesale and Imports, LLC","Coco's Italian Market Cannoli Making Kit with 6 Cannoli Shells & Cream, Net Wt. 8 oz. (227g), Keep Frozen, packaged in a plastic container, ","Label lists flour as a sub-ingredient of the shells, and ricotta cheese as a sub-ingredient of the cream but does not declare wheat or milk.",2026-02-03,Completed,2026-04-27T23:01:55Z
D-0302-2026,Class II,drug,Pro Numb Tattoo Numbing Spray LLC,"Pro Numb Tattoo Numbing Spray, 5% Lidocaine, [1 FL OZ/28.4 ML or 4 oz/120 mL] per bottle, Distributed by: Pro Numb Tattoo numbing spray LLC,",cGMP deviations,2026-02-02,Ongoing,2026-04-27T23:01:55Z
Z-1483-2026,Class II,device,B Braun Medical Inc,Brand Name: B. Braun  Product Name: 21GA WINGED INF SET  Model/Catalog Number: 7M2802  Software Version: N/A  Product Description: A device ,"The potential for the needle tip to be dull/blunt, difficult to advance, and/or break.",2026-02-02,Ongoing,2026-04-27T23:01:55Z
H-0517-2026,Class I,food,"Reser's Fine Foods, Inc.","The Tuna Salad product container is mislabeled with a Chicken Salad lid, which states: Molly Kitchen's Chicken Salad, 789953, NET WT. 5 LB (",Undeclared fish allergen (tuna). Tuna Salad was mislabeled as Chicken Salad.,2026-01-30,Terminated,2026-04-27T23:01:55Z
H-0574-2026,Class I,food,Karns Prime And Fancy Foods,"Karns Foods, Mini Dark Chocolate Raspberry Cups, 8 oz Clear plastic tamper evident packs, 36-42 packed per breakout",Product may contain undeclared peanuts.,2026-01-30,Terminated,2026-04-27T23:01:55Z
Z-1553-2026,Class II,device,Beckman Coulter Mishima K.K.,"CHEMISTRY ANALYZER AU5800, REF: B96697, B96698, B23279, B23280, B23281",A delay in results may occur. When clinical chemistry analyzer calibration monitor with PC installed with Microsoft SQL Server 2022 Express ,2026-01-30,Ongoing,2026-04-27T23:01:55Z
Z-1562-2026,Class II,device,"Medline Industries, LP","Medline Kits containing Cardinal Health s Aqua-Seal Chest Drainage Unit:  1) OPEN HEART, Model Number: DYNJ902487A;   2) CARDIAC PROCEDURE, ",The instructions for use (IFUs) on specified Cardinal Health Chest Drainage Units (CDUs) and accessories have been updated to clarify the in,2026-01-30,Ongoing,2026-04-27T23:01:55Z
D-0355-2026,Class II,drug,"Teva Pharmaceuticals USA, Inc","Metoprolol Succinate Extended-Release Tablets, 50 mg, 100 tablets bottles (NDC: 45963-676-11) and 1,000 tablets bottles (NDC: 45963-676-96),",Failed Dissolution Specifications,2026-01-29,Ongoing,2026-04-27T23:01:55Z
H-0490-2026,Class II,food,KPCM New York Inc.,"a.) Preema brand Bright Red Food Colour Powder; Net Weight .88oz/25gm; packaged in small plastic bottle; INGREDIENTS: SODIUM CHLORIDE, COLOU","Products contain banned color, carmoisine and undeclared FD&C Yellow 5 and FD&C Red 40",2026-01-29,Ongoing,2026-04-27T23:01:55Z
Z-1488-2026,Class II,device,Olympus Corporation of the Americas,Olympus Single use Biopsy Valve. Model/Catalog Number: MAJ-210. 20 units per box.    The MAJ-210 has been designed to be attached to the ins,Potential for rubber fragment detachment during use.,2026-01-29,Ongoing,2026-04-27T23:01:55Z
Z-1489-2026,Class II,device,Olympus Corporation of the Americas,Olympus Single Use Biopsy Valve. Model/Catalog Number: MAJ-1218. 20 units per box.    The MAJ-1218 has been designed to be attached to the i,Potential for rubber fragment detachment during use.,2026-01-29,Ongoing,2026-04-27T23:01:55Z
H-0530-2026,Class I,food,MIN JIANG FOOD STORE INC DBA KOI KOI TRADING,"Fish Ball, Frozen, 40 pieces per pack, 200g Wt. UPC# 810093891338",Undeclared allergen ingredient (Wheat and Sesame),2026-01-28,Ongoing,2026-04-27T23:01:55Z
H-0532-2026,Class I,food,MIN JIANG FOOD STORE INC DBA KOI KOI TRADING,"Fish Ball, Frozen, 4 pieces per pack, 5lbs Wt. UPC# 810093891320",Undeclared allergen ingredient (Wheat and Sesame),2026-01-28,Ongoing,2026-04-27T23:01:55Z
H-0510-2026,Class I,food,Art Monkey LLC dba Why Not Natural,Why Not Natural Moringa Capsules 120 capsule bottle marked with lot # A25G051 on the bottom and with an expiration date of 07/2028 stamped o,Potential to be contaminated with Salmonella,2026-01-28,Terminated,2026-04-27T23:01:55Z
H-0531-2026,Class I,food,MIN JIANG FOOD STORE INC DBA KOI KOI TRADING,"Fish Ball, Frozen, 20 pieces per pack, 400g Wt. UPC# 810093891325",Undeclared allergen ingredient (Wheat and Sesame),2026-01-28,Ongoing,2026-04-27T23:01:55Z
D-0342-2026,Class II,drug,SUN PHARMACEUTICAL INDUSTRIES INC,"Diclofenac Sodium, Topical Gel, 3%, 100 g tube, Rx only, Mfd. by: Taro Pharmaceuticals Inc., Brampton, Ontario, Canada L6T 1C1, Dist. by Tar","Failed Viscosity Specifications: Out of Specification (OOS) [slightly lower than the limit] result in viscosity for Diclofenac Sodium Gel, 3",2026-01-27,Ongoing,2026-04-27T23:01:55Z
H-0482-2026,Class II,food,"Khee Trading, Inc.",Product is Frozen Half Shell Oysters in 15-16 pound blocks. Packaged in generic brown cardboard boxes. Side panel reads: HAFL SHELL OYSTER S,Imported oysters potentially contaminated with Norovirus,2026-01-27,Ongoing,2026-04-27T23:01:55Z
Z-1470-2026,Class I,device,"Abiomed, Inc.",Impella RP Flex with SmartAssist. Product Code: 1000323.,"Differential pressure (dP) sensor in Impella RP devices may malfunction, causing sensor values to drift.",2026-01-27,Ongoing,2026-04-27T23:01:55Z
Z-1469-2026,Class I,device,"Abiomed, Inc.",Impella RP with SmartAssist. Product Code: 0046-0035.,"Differential pressure (dP) sensor in Impella RP devices may malfunction, causing sensor values to drift.",2026-01-27,Ongoing,2026-04-27T23:01:55Z
D-0323-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","Testosterone, 100 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC:79559-1100-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0324-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","Testosterone, 200 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-1200-43.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0318-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","Testosterone, 25.0 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-1025-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0314-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","ESTRADIOL, 25 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-3025-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0322-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","Testosterone, 87.5 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-1087-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0308-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","ESTRADIOL, 10 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-3010-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0329-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","Testosterone 200mg, Triamcinolone Acetonide 40mcg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-6200",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0312-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","ESTRADIOL, 20 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-3020-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0321-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","Testosterone, 62.5 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-1062-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0305-2026,Class II,drug,Granules Pharmaceuticals Inc.,"Trazodone Hydrochloride, USP, 50 mg, 100-Count Bottle, Rx only, Manufactured by: Granules India Limited, Hyderabad, 500 081, India, Manufact",Presence of Foreign Tablets/Capsules,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0316-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","Testosterone, 12.5 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-1012-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0326-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","Testosterone 100mg, Anastrozole 4mg (4.5), 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-4104-01.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0325-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","Testosterone, 303 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-1303-01.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0328-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","Testosterone 100mg, Triamcinolone Acetonide 20mcg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC:79559-6100-",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0315-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","ESTRADIOL, 37.5 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-3037-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0309-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","ESTRADIOL, 12.5 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79599-3012-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0317-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","Testosterone, 18.0 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-1018-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
D-0310-2026,Class II,drug,"F.H. INVESTMENTS, Inc. (dba Asteria Health)","ESTRADIOL,15 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-3015-32.",Presence of Foreign substance - potential presence of metal particulate matter,2026-01-26,Ongoing,2026-04-27T23:01:55Z
H-0462-2026,Class II,food,Beacon Promotions Inc,"Repackaged M&Ms candies, Net Wt 1.3 oz.  Item BB458BG.  Labeled with the following promotional company names.   1.  Next Up,  2.  Smith Pro,","Undeclared allergens (milk, soy, and peanut)",2026-01-26,Ongoing,2026-04-27T23:01:55Z
Z-1348-2026,Class II,device,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,"Azurion 7 M12  System Model Numbers: (1)722078, (2)722223, (3)722233;  Software Version Number - All versions: R1.X, R2.X, R3.X","Under certain conditions, the table may move unexpectedly when the Reset Geometry button is pressed - even when a table lock is active.",2026-01-26,Ongoing,2026-04-27T23:01:55Z
Z-1349-2026,Class II,device,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,"Azurion 7 M20  System Model Numbers: (1)722079, (2)722224, (3)722234, (4)722282(OUS only);  Software Version Number - All versions: R1.X, R2","Under certain conditions, the table may move unexpectedly when the Reset Geometry button is pressed - even when a table lock is active.",2026-01-26,Ongoing,2026-04-27T23:01:55Z
H-0628-2026,Class II,food,Mangalm LLC,Tops GOLD Stuffed Red Chilli Pickle NET QTY.: 31.74oz PRODUCT OF INDIA UPC: 8904288611953 INGREDIENTS:***Mustard Oil***,Potential adulteration with erucic acid from mustard oil ingredient.,2026-01-24,Ongoing,2026-04-27T23:01:55Z
H-0629-2026,Class II,food,Mangalm LLC,Tops GOLD Green Chilli Pickle NET QTY.: 31.74oz PRODUCT OF INDIA UPC: 8904288612837 INGREDIENTS:***Mustard Oil***,Potential adulteration with erucic acid from mustard oil ingredient.,2026-01-24,Ongoing,2026-04-27T23:01:55Z
H-0624-2026,Class II,food,Mangalm LLC,Tops GOLD Mixed Pickle NET QTY.: 31.74oz PRODUCT OF INDIA UPC: 8904288611380 INGREDIENTS:***Mustard Oil***  Tops GOLD Mixed Pickle NET QTY.:,Potential adulteration with erucic acid from mustard oil ingredient.,2026-01-24,Ongoing,2026-04-27T23:01:55Z
H-0626-2026,Class II,food,Mangalm LLC,Tops GOLD Lime Pickle NET QTY.: 31.74oz PRODUCT OF INDIA UPC: 8904288611397 INGREDIENTS:***Mustard Oil***,Potential adulteration with erucic acid from mustard oil ingredient.,2026-01-24,Ongoing,2026-04-27T23:01:55Z
H-0533-2026,Class I,food,"Navitas, LLC.",NAVITAS ORGANICS  ORGANIC CHIA SEEDS  NET WT 8 OZ (227g)  INGREDIENTS: CERTIFIED ORGANIC CHIA SEED (SALVIA HISPANICA).  Product of Mexico/Ar,Potential contamination with Salmonella.,2026-01-23,Ongoing,2026-04-27T23:01:55Z
Z-1606-2026,Class II,device,I.T.S. GmbH,"HCS - Headless Compression Screw System, Headless Compression Screw, Cannulated; Article Numbers: 31207-10, 31207-12, 31207-14, 31207-16, 31",Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in th,2026-01-23,Ongoing,2026-04-27T23:01:55Z
Z-1605-2026,Class II,device,I.T.S. GmbH,FLS - Foot Locking Plates System and HOL - Hallux Osteotomy Locking Plate with the below descriptions and corresponding article numbers.    ,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in th,2026-01-23,Ongoing,2026-04-27T23:01:55Z
Z-1597-2026,Class II,device,I.T.S. GmbH,Olecranonplate with Angular Stability with the below descriptions and corresponding article numbers.    1. Olecranon Hook Plate; Article Num,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in th,2026-01-23,Ongoing,2026-04-27T23:01:55Z
Z-1599-2026,Class II,device,I.T.S. GmbH,"I.T.S. Screw System with the below descriptions and corresponding article numbers.     1. Cancellous Screw, Cannulated; Article Numbers: 314",Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in th,2026-01-23,Ongoing,2026-04-27T23:01:55Z
Z-1607-2026,Class II,device,I.T.S. GmbH,HLS - Hand Locking Plates System with the below descriptions and corresponding article numbers.     1. Cortical Screw; Article Numbers: 3215,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in th,2026-01-23,Ongoing,2026-04-27T23:01:55Z
Z-1602-2026,Class II,device,I.T.S. GmbH,"Distal Humeral Plates with Angular Stability with the below descriptions and corresponding article numbers.     1. Cortical Screw, Locking; ",Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in th,2026-01-23,Ongoing,2026-04-27T23:01:55Z
Z-1598-2026,Class II,device,I.T.S. GmbH,"I.T.S. Straight Plate with Angular Stability with the below descriptions and corresponding article numbers.     1. Forearm Plate, Curved; Ar",Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in th,2026-01-23,Ongoing,2026-04-27T23:01:55Z
Z-1608-2026,Class II,device,I.T.S. GmbH,Brand Name: I.T.S. Pelvic Reconstruction System (PRS RX & PRS Phoenix) with the below descriptions and corresponding article numbers.  1. An,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in th,2026-01-23,Ongoing,2026-04-27T23:01:55Z
D-0301-2026,Class II,drug,Unichem Pharmaceuticals USA Inc.,"Bisoprolol Fumarate and Hydrochlorothiazide tablets, USP, 2.5 mg/6.25 mg, 100-count bottle, Rx Only, Manufactured by: UNICHEM LABORATORIS LT",cGMP Deviations: recall due to not meeting the N-Nitroso Bisoprolol impurity specification limits.,2026-01-21,Ongoing,2026-04-27T23:01:55Z
D-0306-2026,Class III,drug,Unichem Pharmaceuticals USA Inc.,"Doxazosin Tablets, USP, 4 mg, 1000 tablets per bottle, Rx only, distributed by Unichem Pharmaceuticals (USA), Inc., 1 Tower Center Boulevard",Tablets/Capsules Imprinted with Wrong ID,2026-01-21,Ongoing,2026-04-27T23:01:55Z
Z-1383-2026,Class II,device,"Auris Health, Inc","MONARCH Platform, Bronchoscopy, Catalog Numbers: MON-000005-01 , MON-000005-01R , MON-000006 , MON-000006-RFB, MON-000008 with software","Device for bronchoscopic visualization, patient airway access has software issue: if application restarts after patient-side selection, prio",2026-01-21,Ongoing,2026-04-27T23:01:55Z
D-0366-2026,Class II,drug,ACME UNITED CORPORATION,"Med Nap BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%), 100 Towelettes, Manufactured by: Acme United Corporation, 1 Waterview Dr, S",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
D-0376-2026,Class II,drug,ACME UNITED CORPORATION,"Dynarex, BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%), 5x7, 1000 packets, 5x7, Manufactured for Dynarex Corporation, 10 Glenshaw ",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
D-0361-2026,Class II,drug,ACME UNITED CORPORATION,"First Aid Only BZK Antiseptic Towelette (Benzalkonium Chloride 0.13%), 5x7, bulk, Acme United Corporation, 2280 Tanner Road, Rocky Mount, NC",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
D-0368-2026,Class II,drug,ACME UNITED CORPORATION,"Wipes Plus, Hand Sanitizing Alcohol Free BZK Wipes (Benzalkonium Chloride 0.13%), Manufactured for: CFS Brands DBA WipesPlus, 4711 E. Heiner",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
D-0359-2026,Class II,drug,ACME UNITED CORPORATION,"First Aid Only BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%), 50 Wipes, NDC 0924-7116-03.",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
D-0371-2026,Class II,drug,ACME UNITED CORPORATION,"Med-Nap Cleansing Towelettes (Benzalkonium Chloride 0.13%), 100 Towelettes, Manufactured by: Acme United Corporation, 1 Waterview Dr., Stelt",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
D-0364-2026,Class II,drug,ACME UNITED CORPORATION,"Savannah Antibacterial Towelettes (Benzalkonium Chloride 0.13%), 1 towelette, 4 x 7, R&R Enterprise, NDC 59647-749-02",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
D-0367-2026,Class II,drug,ACME UNITED CORPORATION,"BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%), 5"" x7"", 1000 ea Bulk, Med-Nap, Brooksville, FL 34601, Made in USA, NDC 0924-0246-02",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
D-0373-2026,Class II,drug,ACME UNITED CORPORATION,"Hand Sanitizing Wipes (Benzalkonium Chloride 0.13%), 1000 per case, Acme United Corporation, 2280 Tanner Road, Rocky Mount, NC 27801, NDC 09",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
D-0358-2026,Class II,drug,ACME UNITED CORPORATION,"First Aid Only BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%) 100 Wipes, NDC 0924-7116-04",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
D-0369-2026,Class II,drug,ACME UNITED CORPORATION,"Dynarex Obstetrical Towelettes Cleanser (Benzalkonium Chloride 0.13%), 100 packets, 5"" x 7"", Manufactured for Dynarex Corporation, 10 Glensh",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
D-0375-2026,Class II,drug,ACME UNITED CORPORATION,"Dynarex, BZK Antiseptic Towelettes (Benzalkonium Chloride 0.13%), 100 packets, 5x7, Manufactured for Dynarex Corporation, 10 Glenshaw Street",CGMP Deviations,2026-01-20,Ongoing,2026-04-27T23:01:55Z
H-0498-2026,Class II,food,Cacao Art,"Crunchy Caramel artisan dark chocolate with crunch brown sugar caramel pieces 60% Cacao, NET WT 2 oz (60g), Ingredients *Cocoa Butter, Soy L","Undeclared allergen - milk.  Product contains butter; cream is listed as a sub-ingredient of the butter, but milk is not declared in the ing",2026-01-20,Ongoing,2026-04-27T23:01:55Z
Z-1524-2026,Class II,device,Instrumentation Laboratory,"GEM Premier 5000 PAK, Part No. 00055360004.",Confirmed customer complaints indicating that GEM PAKs (cartridges) for the GEM Premier 5000 may experience an increased incidence of  Proce,2026-01-20,Ongoing,2026-04-27T23:01:55Z
Z-1533-2026,Class II,device,Instrumentation Laboratory,GEM Premier 5000; Part No. 00055415005.,Confirmed customer complaints indicating that GEM PAKs (cartridges) for the GEM Premier 5000 may experience an increased incidence of  Proce,2026-01-20,Ongoing,2026-04-27T23:01:55Z
Z-1539-2026,Class II,device,Instrumentation Laboratory,GEM Premier 5000; Model No. 00055430010.,Confirmed customer complaints indicating that GEM PAKs (cartridges) for the GEM Premier 5000 may experience an increased incidence of  Proce,2026-01-20,Ongoing,2026-04-27T23:01:55Z
Z-1538-2026,Class II,device,Instrumentation Laboratory,GEM Premier 5000; Part No. 00055430008.,Confirmed customer complaints indicating that GEM PAKs (cartridges) for the GEM Premier 5000 may experience an increased incidence of  Proce,2026-01-20,Ongoing,2026-04-27T23:01:55Z
Z-1534-2026,Class II,device,Instrumentation Laboratory,GEM Premier 5000; Part No. 00055415008.,Confirmed customer complaints indicating that GEM PAKs (cartridges) for the GEM Premier 5000 may experience an increased incidence of  Proce,2026-01-20,Ongoing,2026-04-27T23:01:55Z
Z-1531-2026,Class II,device,Instrumentation Laboratory,GEM Premier 5000 PAK; Part No. 00055407511.,Confirmed customer complaints indicating that GEM PAKs (cartridges) for the GEM Premier 5000 may experience an increased incidence of  Proce,2026-01-20,Ongoing,2026-04-27T23:01:55Z
H-0619-2026,Class II,food,Bakkavor,Roasted Tomato Parmesan Focaccia Bread sold under the brand names of FREDERIK'S by meijer SLOW-ROASTED TOMATO & SHREDDED PARMESAN CHEESE NET,Metal fragments in bread. The firm discovered metal fragments in various bread products. They determined the cause to be roasted tomatoes pr,2026-01-19,Ongoing,2026-04-27T23:01:55Z
H-0547-2026,Class II,food,Palmetto Gourmet Foods Inc.,"VEGETARIAN CHICKEN FLAVOR RAMEN Express Net wt 3oz (85g) Ingredients: Enriched unbleached flour (wheat flour***) Vegetable oil***"" Contains:",Product contains undeclared Yellow #5,2026-01-17,Ongoing,2026-04-27T23:01:55Z
D-0353-2026,Class I,drug,McKesson,"UDENYCA, pegfilgrastim-cbqv injection, 6 mg/0.6mL Single Dose Prefilled Syringe, Rx only,  Manufactured by Accord BioPharma, Inc., 8041 Arco","Temperature Abuse. 116 cartons with specific serial numbers of Lot 2199821, were stored incorrectly in a controlled room temperature environ",2026-01-16,Ongoing,2026-04-27T23:01:55Z
Z-1363-2026,Class II,device,Integra LifeSciences Corp. (NeuroSciences),"MediHoney Gel with Active Leptospermum Honey. Model/Catalog Numbers: (1) 31805, (2) 31815.    MediHoney Gel dressing with Active Leptospermu","Potential packaging failures, which could lead to a breach in the sterile barrier.",2026-01-16,Ongoing,2026-04-27T23:01:55Z
D-0299-2026,Class II,drug,Greenstone Llc,"methylprednisolone tablets, USP Dosepak, 4 mg, 1 Blister Card per Carton containing 21 Tablets, Rx only, Distributed by: Greenstone LLC, Pea","Labeling: Not Elsewhere Classified. Incorrect orientation of the blister foil applied to the blister cavities, which results in incorrect do",2026-01-15,Ongoing,2026-04-27T23:01:55Z
H-0520-2026,Class II,food,"TKS Co-pack Manufacturing, LLC","Aonic Complete Hers. Dosage: Single serving liquid dietary supplement drink shot, 34 ml (1.1 Fl oz) in plastic bottle, induction sealed clos","Possible coliforms, E.coli, and/or Pseudomonas aeruginosa contamination.",2026-01-15,Completed,2026-04-27T23:01:55Z
H-0521-2026,Class II,food,"TKS Co-pack Manufacturing, LLC","Aonic Complete His. Dosage: Single serving liquid dietary supplement drink shot, 34 ml (1.1 Fl oz) in plastic bottle, induction sealed close","Possible coliforms, E.coli, and/or Pseudomonas aeruginosa contamination.",2026-01-15,Completed,2026-04-27T23:01:55Z
H-0433-2026,Class I,food,"SUPERFOODS, INC.","Live it Up brand Super Greens; Chlorella, Spirulina, Wheatgrass, Kale, Broccoli, Spinach, Barley grass, Moringa, Parsley; Whole food dietary",Products may be contaminated with Salmonella Typhimurium,2026-01-15,Completed,2026-04-27T23:01:55Z
H-0434-2026,Class I,food,"SUPERFOODS, INC.","a.) Live it Up brand Super Greens; Natural Wild Berry Flavor; Chlorella, Spirulina, Wheatgrass, Kale, Broccoli, Spinach, Barley grass, Morin",Products may be contaminated with Salmonella Typhimurium,2026-01-15,Completed,2026-04-27T23:01:55Z
Z-1458-2026,Class II,device,"Encore Medical, LP","Brand Name: Reverse Shoulder Prosthesis (RSP)  Product Name: RSP HUMERAL SOCKET INSERT, 32MM +4MM, STANDARD HXe-plus  Model/Catalog Number: ",Knee and Humeral socket implants contain incorrect labeling.,2026-01-15,Ongoing,2026-04-27T23:01:55Z
D-0338-2026,Class II,drug,Amerisource Health Services LLC,"Oxycodone Hydrochloride Tablets, USP (CII), 5 mg,  100-Count (10 x 10) blister cards per carton,  Rx Only, The drug product contained in thi",Defective container: Multiple customer complaints received for card seal defects observed on the subject lots. Customers reported card seal ,2026-01-14,Ongoing,2026-04-27T23:01:55Z
H-0622-2026,Class II,food,"Rose and Shore, Inc.","14"" Margarita Thin Crust Pizza; 8 units per case. Keep Frozen UPC code: 1713940060",potential foreign object (metal pieces) in ingredient (Tomatoes),2026-01-14,Ongoing,2026-04-27T23:01:55Z
