cve_id,severity,cvss_score,published,vendor,product,ticker,is_kev,kev_added,desc,captured_at
CVE-2026-40614,HIGH,8.8,2026-04-21,pjsip,pjsip,,,,"PJSIP is a free and open source multimedia communication library written in C. In 2.16 and earlier, there is a buffer overflow when decoding Opus audio frames due to insufficient buffer size validatio",2026-04-27T22:49:27Z
CVE-2026-40876,HIGH,8.8,2026-04-21,goshs,goshs,,,,"goshs is a SimpleHTTPServer written in Go. Prior to 2.0.0-beta.6, goshs contains an SFTP root escape caused by prefix-based path validation. An authenticated SFTP user can read from and write to files",2026-04-27T22:49:27Z
CVE-2026-40885,HIGH,8.8,2026-04-21,goshs,goshs,,,,"goshs is a SimpleHTTPServer written in Go. From 2.0.0-beta.4 to 2.0.0-beta.5, goshs leaks file-based ACL credentials through its public collaborator feed when the server is deployed without global bas",2026-04-27T22:49:27Z
CVE-2026-40900,HIGH,8.8,2026-04-16,dataease,dataease,,,,DataEase is an open-source data visualization and analytics platform. Versions 2.10.20 and below contain a SQL injection vulnerability in the /de2api/datasetData/previewSql endpoint. The user-supplied,2026-04-27T22:49:27Z
CVE-2026-40901,HIGH,8.8,2026-04-16,dataease,dataease,,,,"DataEase is an open-source data visualization and analytics platform. Versions 2.10.20 and below ship the legacy velocity-1.7.jar, which pulls in commons-collections-3.2.1.jar containing the InvokerTr",2026-04-27T22:49:27Z
CVE-2026-41137,HIGH,8.8,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, The CSVAgent allows providing a custom Pandas CSV read code. Due to lack of sanitization, an at",2026-04-27T22:49:27Z
CVE-2026-41138,HIGH,8.8,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, there is a remote code execution vulnerability in AirtableAgent.ts caused by lack of input veri",2026-04-27T22:49:27Z
CVE-2026-41277,HIGH,8.8,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, a Mass Assignment vulnerability in the DocumentStore creation endpoint allows authenticated use",2026-04-27T22:49:27Z
CVE-2026-41303,HIGH,8.8,2026-04-21,openclaw,openclaw,,,,OpenClaw before 2026.3.28 contains an authorization bypass vulnerability in Discord text approval commands that allows non-approvers to resolve pending exec approvals. Attackers can send Discord text ,2026-04-27T22:49:27Z
CVE-2026-41325,HIGH,8.8,2026-04-24,getkirby,kirby,,,,Kirby is an open-source content management system. Kirby's user permissions control which user role is allowed to perform specific actions to content models in the CMS. These permissions are defined f,2026-04-27T22:49:27Z
CVE-2026-41349,HIGH,8.8,2026-04-23,,,,,,OpenClaw before 2026.3.28 contains an agentic consent bypass vulnerability allowing LLM agents to silently disable execution approval via config.patch parameter. Remote attackers can exploit this to b,2026-04-27T22:49:27Z
CVE-2026-41352,HIGH,8.8,2026-04-23,,,,,,OpenClaw before 2026.3.31 contains a remote code execution vulnerability where a device-paired node can bypass the node scope gate authentication mechanism. Attackers with device pairing credentials c,2026-04-27T22:49:27Z
CVE-2026-41445,HIGH,8.8,2026-04-20,,,,,,KissFFT before commit 8a8e66e contains an integer overflow vulnerability in the kiss_fftndr_alloc() function in kiss_fftndr.c where the allocation size calculation dimOther*(dimReal+2)*sizeof(kiss_fft,2026-04-27T22:49:27Z
CVE-2026-41463,HIGH,8.8,2026-04-27,,,,,,ProjeQtor versions 7.0 through 12.4.3 contain a ZipSlip path traversal vulnerability in the plugin upload functionality that allows authenticated attackers with upload permissions to write files outsi,2026-04-27T22:49:27Z
CVE-2026-5617,HIGH,8.8,2026-04-15,,,,,,"The Login as User plugin for WordPress is vulnerable to Privilege Escalation in all versions up to, and including, 1.0.3. This is due to the handle_return_to_admin() function trusting a client-control",2026-04-27T22:49:27Z
CVE-2026-5967,HIGH,8.8,2026-04-20,,,,,,ThreatSonar Anti-Ransomware developed by TeamT5 has an Privilege Escalation vulnerability. Authenticated remote attackers with shell access can inject OS commands and execute them with root privileges,2026-04-27T22:49:27Z
CVE-2026-6249,HIGH,8.8,2026-04-20,,,,,,Vvveb CMS 1.0.8 contains a remote code execution vulnerability in its media upload handler that allows authenticated attackers to execute arbitrary operating system commands by uploading a PHP webshel,2026-04-27T22:49:27Z
CVE-2026-6348,HIGH,8.8,2026-04-16,,,,,,"WinMatrix agent developed by Simopro Technology has a Missing Authentication vulnerability, allowing authenticated local attackers to execute arbitrary code with SYSTEM privileges on the local machine",2026-04-27T22:49:27Z
CVE-2026-6518,HIGH,8.8,2026-04-18,,,,,,"The CMP – Coming Soon & Maintenance Plugin by NiteoThemes plugin for WordPress is vulnerable to arbitrary file upload and remote code execution in all versions up to, and including, 4.1.16 via the `cm",2026-04-27T22:49:27Z
CVE-2026-6560,HIGH,8.8,2026-04-19,,,,,,A security vulnerability has been detected in H3C Magic B0 up to 100R002. This vulnerability affects the function Edit_BasicSSID of the file /goform/aspForm. Such manipulation of the argument param le,2026-04-27T22:49:27Z
CVE-2026-6563,HIGH,8.8,2026-04-19,,,,,,A vulnerability has been found in H3C Magic B1 up to 100R004. The affected element is the function SetAPWifiorLedInfoById of the file /goform/aspForm. The manipulation of the argument param leads to b,2026-04-27T22:49:27Z
CVE-2026-6581,HIGH,8.8,2026-04-19,,,,,,A vulnerability was detected in H3C Magic B1 up to 100R004. Affected by this vulnerability is the function SetMobileAPInfoById of the file /goform/aspForm. Performing a manipulation of the argument pa,2026-04-27T22:49:27Z
CVE-2026-6630,HIGH,8.8,2026-04-20,,,,,,A vulnerability was found in Tenda F451 1.0.0.7_cn_svn7958. This issue affects the function fromGstDhcpSetSer of the file /goform/GstDhcpSetSer of the component httpd. Performing a manipulation of the,2026-04-27T22:49:27Z
CVE-2026-6631,HIGH,8.8,2026-04-20,,,,,,A vulnerability was determined in Tenda F451 1.0.0.7_cn_svn7958. Impacted is the function fromwebExcptypemanFilter of the file /goform/webExcptypemanFilter of the component httpd. Executing a manipula,2026-04-27T22:49:27Z
CVE-2026-6632,HIGH,8.8,2026-04-20,,,,,,A vulnerability was identified in Tenda F451 1.0.0.7_cn_svn7958. The affected element is the function fromSafeClientFilter of the file /goform/SafeClientFilter of the component httpd. The manipulation,2026-04-27T22:49:27Z
CVE-2026-6741,HIGH,8.8,2026-04-27,,,,,,The LatePoint – Calendar Booking Plugin for Appointments and Events plugin for WordPress is vulnerable to Privilege Escalation in versions up to and including 5.4.1. This is due to a missing authoriza,2026-04-27T22:49:27Z
CVE-2026-6859,HIGH,8.8,2026-04-22,,,,,,A flaw was found in InstructLab. The `linux_train.py` script hardcodes `trust_remote_code=True` when loading models from HuggingFace. This allows a remote attacker to achieve arbitrary Python code exe,2026-04-27T22:49:27Z
CVE-2026-6988,HIGH,8.8,2026-04-25,,,,,,A flaw has been found in Tenda HG10 HG7_HG9_HG10re_300001138_en_xpon. This issue affects the function formRoute of the file /boaform/formRouting of the component Boa Service. This manipulation of the ,2026-04-27T22:49:27Z
CVE-2026-7019,HIGH,8.8,2026-04-26,,,,,,A vulnerability was identified in Tenda F456 1.0.0.5. The impacted element is the function fromP2pListFilter of the file /goform/P2pListFilter. The manipulation of the argument menufacturer/Go leads t,2026-04-27T22:49:27Z
CVE-2026-7029,HIGH,8.8,2026-04-26,,,,,,A weakness has been identified in Tenda F456 1.0.0.5. The impacted element is the function fromaddressNat of the file /goform/addressNat. Executing a manipulation of the argument menufacturer/Go can l,2026-04-27T22:49:27Z
CVE-2026-7030,HIGH,8.8,2026-04-26,,,,,,A security vulnerability has been detected in Tenda F456 1.0.0.5. This affects the function fromRouteStatic of the file /goform/RouteStatic. The manipulation of the argument page leads to buffer overf,2026-04-27T22:49:27Z
CVE-2026-7031,HIGH,8.8,2026-04-26,,,,,,A vulnerability was detected in Tenda F456 1.0.0.5. This impacts the function fromSafeMacFilter of the file /goform/SafeMacFilter. The manipulation of the argument page results in buffer overflow. It ,2026-04-27T22:49:27Z
CVE-2026-7032,HIGH,8.8,2026-04-26,,,,,,A flaw has been found in Tenda F456 1.0.0.5. Affected is the function SafeEmailFilter of the file /goform/SafeEmailFilter. This manipulation of the argument page causes buffer overflow. The attack can,2026-04-27T22:49:27Z
CVE-2026-7033,HIGH,8.8,2026-04-26,,,,,,A vulnerability has been found in Tenda F456 1.0.0.5. Affected by this vulnerability is the function fromSafeClientFilter of the file /goform/SafeClientFilter. Such manipulation of the argument menufa,2026-04-27T22:49:27Z
CVE-2026-7034,HIGH,8.8,2026-04-26,,,,,,A vulnerability was found in Tenda FH1202 1.2.0.14(408). Affected by this issue is the function WrlExtraSet of the file /goform/WrlExtraSet of the component httpd. Performing a manipulation of the arg,2026-04-27T22:49:27Z
CVE-2026-7035,HIGH,8.8,2026-04-26,,,,,,A vulnerability was determined in Tenda FH1202 1.2.0.14. This affects the function fromWrlclientSet of the file /goform/WrlclientSet of the component httpd. Executing a manipulation of the argument Go,2026-04-27T22:49:27Z
CVE-2026-7053,HIGH,8.8,2026-04-26,,,,,,A security flaw has been discovered in Tenda F456 1.0.0.5. This affects the function frmL7ProtForm of the file /goform/L7Prot of the component httpd. Performing a manipulation of the argument page res,2026-04-27T22:49:27Z
CVE-2026-7054,HIGH,8.8,2026-04-26,,,,,,A weakness has been identified in Tenda F456 1.0.0.5. This vulnerability affects the function fromPptpUserAdd of the file /goform/PPTPDClient of the component httpd. Executing a manipulation of the ar,2026-04-27T22:49:27Z
CVE-2026-7055,HIGH,8.8,2026-04-26,,,,,,A security vulnerability has been detected in Tenda F456 1.0.0.5. This issue affects the function fromVirtualSer of the file /goform/VirtualSer of the component httpd. The manipulation of the argument,2026-04-27T22:49:27Z
CVE-2026-7056,HIGH,8.8,2026-04-26,,,,,,A vulnerability was detected in Tenda F456 1.0.0.5. Impacted is the function fromSafeUrlFilter of the file /goform/SafeUrlFilter of the component httpd. The manipulation of the argument page results i,2026-04-27T22:49:27Z
CVE-2026-7057,HIGH,8.8,2026-04-26,,,,,,A flaw has been found in Tenda F456 1.0.0.5. The affected element is an unknown function of the file /goform/setcfm of the component httpd. This manipulation of the argument funcname/funcpara1 causes ,2026-04-27T22:49:27Z
CVE-2026-7068,HIGH,8.8,2026-04-27,,,,,,A vulnerability was identified in D-Link DIR-825 3.00b32. This affects the function NMBD_process of the file sserver.c of the component nmbd. Such manipulation leads to buffer overflow. The attack can,2026-04-27T22:49:27Z
CVE-2026-7078,HIGH,8.8,2026-04-27,,,,,,A security flaw has been discovered in Tenda F456 1.0.0.5. The impacted element is the function fromSetIpBind of the file /goform/SetIpBind of the component httpd. The manipulation of the argument pag,2026-04-27T22:49:27Z
CVE-2026-7079,HIGH,8.8,2026-04-27,,,,,,A weakness has been identified in Tenda F456 1.0.0.5. This affects the function fromAdvSetWan of the file /goform/AdvSetWan of the component httpd. This manipulation of the argument wanmode causes buf,2026-04-27T22:49:27Z
CVE-2026-7080,HIGH,8.8,2026-04-27,,,,,,A security vulnerability has been detected in Tenda F456 1.0.0.5. This impacts the function fromPPTPUserSetting of the file /goform/PPTPUserSetting of the component httpd. Such manipulation of the arg,2026-04-27T22:49:27Z
CVE-2026-7081,HIGH,8.8,2026-04-27,,,,,,A vulnerability was detected in Tenda F456 1.0.0.5. Affected is the function fromGstDhcpSetSer of the file /goform/GstDhcpSetSer of the component httpd. Performing a manipulation of the argument dips ,2026-04-27T22:49:27Z
CVE-2026-7082,HIGH,8.8,2026-04-27,,,,,,A flaw has been found in Tenda F456 1.0.0.5. Affected by this vulnerability is the function formWrlExtraSet of the file /goform/WrlExtraSet of the component httpd. Executing a manipulation of the argu,2026-04-27T22:49:27Z
CVE-2026-7096,HIGH,8.8,2026-04-27,,,,,,A security flaw has been discovered in Tenda HG3 2.0 300003070. This vulnerability affects the function formgponConf of the file /boaform/admin/formgponConf. The manipulation of the argument fmgpon_lo,2026-04-27T22:49:27Z
CVE-2026-7097,HIGH,8.8,2026-04-27,,,,,,A weakness has been identified in Tenda F456 1.0.0.5. This issue affects the function fromwebExcptypemanFilter of the file /goform/webExcptypemanFilter of the component httpd. This manipulation of the,2026-04-27T22:49:27Z
CVE-2026-7098,HIGH,8.8,2026-04-27,,,,,,A security vulnerability has been detected in Tenda F456 1.0.0.5. Impacted is the function fromDhcpListClient of the file /goform/DhcpListClient of the component httpd. Such manipulation of the argume,2026-04-27T22:49:27Z
CVE-2026-7099,HIGH,8.8,2026-04-27,,,,,,A vulnerability was detected in Tenda F456 1.0.0.5. The affected element is the function formQuickIndex of the file /goform/QuickIndex of the component httpd. Performing a manipulation of the argument,2026-04-27T22:49:27Z
CVE-2026-7100,HIGH,8.8,2026-04-27,,,,,,A flaw has been found in Tenda F456 1.0.0.5. The impacted element is the function fromNatlimitof of the file /goform/Natlimit of the component httpd. Executing a manipulation can lead to buffer overfl,2026-04-27T22:49:27Z
CVE-2026-7101,HIGH,8.8,2026-04-27,,,,,,A vulnerability has been found in Tenda F456 1.0.0.5. This affects the function fromWrlclientSet of the file /goform/WrlclientSet of the component httpd. The manipulation leads to buffer overflow. Rem,2026-04-27T22:49:27Z
CVE-2026-7106,HIGH,8.8,2026-04-27,,,,,,The Highland Software Custom Role Manager plugin for WordPress is vulnerable to Privilege Escalation in versions up to and including 1.0.0. This is due to insufficient authorization checks in the hscr,2026-04-27T22:49:27Z
CVE-2026-7119,HIGH,8.8,2026-04-27,,,,,,A vulnerability was detected in Tenda HG3 2.0. The impacted element is an unknown function of the file /boaform/formCountrystr. The manipulation of the argument countrystr results in os command inject,2026-04-27T22:49:27Z
CVE-2026-7151,HIGH,8.8,2026-04-27,,,,,,A vulnerability was determined in Tenda HG3 2.0. Impacted is the function formUploadConfig of the file /boaform/formIPv6Routing. This manipulation of the argument destNet causes stack-based buffer ove,2026-04-27T22:49:27Z
CVE-2026-7160,HIGH,8.8,2026-04-27,,,,,,A vulnerability was determined in Tenda HG3 2.0. This vulnerability affects the function formTracert of the file /boaform/formTracert. Executing a manipulation of the argument datasize can lead to com,2026-04-27T22:49:27Z
CVE-2026-27928,HIGH,8.7,2026-04-14,microsoft,windows_server_2016,MSFT,,,Improper input validation in Windows Hello allows an unauthorized attacker to bypass a security feature over a network.,2026-04-27T22:49:27Z
CVE-2026-41468,HIGH,8.7,2026-04-22,,,,,,"Beghelli Sicuro24 SicuroWeb embeds AngularJS 1.5.2, an end-of-life component containing known sandbox escape primitives. When combined with template injection present in the same application, these pr",2026-04-27T22:49:27Z
CVE-2026-26150,HIGH,8.6,2026-04-23,,,,,,Server-side request forgery (ssrf) in Microsoft Purview allows an unauthorized attacker to elevate privileges over a network.,2026-04-27T22:49:27Z
CVE-2026-27305,HIGH,8.6,2026-04-14,adobe,coldfusion,ADBE,,,"ColdFusion versions 2023.18, 2025.6 and earlier are affected by an Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability that could lead to arbitrary file system",2026-04-27T22:49:27Z
CVE-2026-41294,HIGH,8.6,2026-04-21,openclaw,openclaw,,,,"OpenClaw before 2026.3.28 loads the current working directory .env file before trusted state-dir configuration, allowing environment variable injection. Attackers can place a malicious .env file in a ",2026-04-27T22:49:27Z
CVE-2026-41455,HIGH,8.5,2026-04-22,,,,,,WeKan before 8.35 contains a server-side request forgery vulnerability in webhook integration URL handling where the url schema field accepts any string without protocol restriction or destination val,2026-04-27T22:49:27Z
CVE-2026-41461,HIGH,8.5,2026-04-23,socialengine,socialengine,,,,SocialEngine versions 7.8.0 and prior contain a blind server-side request forgery vulnerability in the /core/link/preview endpoint where user-supplied input passed via the uri request parameter is not,2026-04-27T22:49:27Z
CVE-2018-25259,HIGH,8.4,2026-04-22,,,,,,Terminal Services Manager 3.1 contains a stack-based buffer overflow vulnerability in the computer names field that allows local attackers to execute arbitrary code by triggering structured exception ,2026-04-27T22:49:27Z
CVE-2018-25260,HIGH,8.4,2026-04-22,,,,,,MAGIX Music Editor 3.1 contains a buffer overflow vulnerability in the FreeDB Proxy Options dialog that allows local attackers to execute arbitrary code by exploiting structured exception handling. At,2026-04-27T22:49:27Z
CVE-2018-25261,HIGH,8.4,2026-04-22,,,,,,Iperius Backup 5.8.1 contains a local buffer overflow vulnerability in the structured exception handling (SEH) mechanism that allows local attackers to execute arbitrary code by supplying a malicious ,2026-04-27T22:49:27Z
CVE-2018-25263,HIGH,8.4,2026-04-26,,,,,,Faleemi Desktop Software 1.8.2 contains a local buffer overflow vulnerability in the Device alias field that allows local attackers to trigger a structured exception handler (SEH) overwrite. Attackers,2026-04-27T22:49:27Z
CVE-2018-25265,HIGH,8.4,2026-04-22,lizardsystems,lanspy,,,,LanSpy 2.0.1.159 contains a local buffer overflow vulnerability in the scan section that allows local attackers to execute arbitrary code by exploiting structured exception handling mechanisms. Attack,2026-04-27T22:49:27Z
CVE-2018-25268,HIGH,8.4,2026-04-22,lizardsystems,lanspy,,,,LanSpy 2.0.1.159 contains a local buffer overflow vulnerability that allows attackers to overwrite the instruction pointer by supplying oversized input to the scan field. Attackers can craft a payload,2026-04-27T22:49:27Z
CVE-2018-25283,HIGH,8.4,2026-04-26,,,,,,iSmartViewPro 1.5 contains a structured exception handling (SEH) buffer overflow vulnerability in the 'Save Path for Snapshot and Record file' field that allows local attackers to execute arbitrary co,2026-04-27T22:49:27Z
CVE-2026-27306,HIGH,8.4,2026-04-14,adobe,coldfusion,ADBE,,,"ColdFusion versions 2023.18, 2025.6 and earlier are affected by an Improper Input Validation vulnerability that could result in arbitrary code execution in the context of the current user. Attacker re",2026-04-27T22:49:27Z
CVE-2026-32091,HIGH,8.4,2026-04-14,microsoft,windows_10_1607,MSFT,,,Concurrent execution using shared resource with improper synchronization ('race condition') in Microsoft Brokering File System allows an unauthorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-32190,HIGH,8.4,2026-04-14,,,,,,Use after free in Microsoft Office allows an unauthorized attacker to execute code locally.,2026-04-27T22:49:27Z
CVE-2026-33114,HIGH,8.4,2026-04-14,,,,,,Untrusted pointer dereference in Microsoft Office Word allows an unauthorized attacker to execute code locally.,2026-04-27T22:49:27Z
CVE-2026-33115,HIGH,8.4,2026-04-14,,,,,,Use after free in Microsoft Office Word allows an unauthorized attacker to execute code locally.,2026-04-27T22:49:27Z
CVE-2026-40931,HIGH,8.4,2026-04-21,node-modules,compressing,,,,"Compressing is a compressing and uncompressing lib for node. Prior to 2.1.1 and 1.10.5, the patch for CVE-2026-24884 relies on a purely logical string validation within the isPathWithinParent utility.",2026-04-27T22:49:27Z
CVE-2026-39884,HIGH,8.3,2026-04-15,suyogs,mcp-server-kubernetes,,,,mcp-server-kubernetes is a Model Context Protocol server for Kubernetes cluster management. Versions 3.4.0 and prior contain an argument injection vulnerability in the port_forward tool in src/tools/p,2026-04-27T22:49:27Z
CVE-2026-41271,HIGH,8.3,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, a Server-Side Request Forgery (SSRF) vulnerability exists in FlowiseAI's POST/GET API Chain com",2026-04-27T22:49:27Z
CVE-2026-41454,HIGH,8.3,2026-04-22,,,,,,WeKan before 8.35 contains a missing authorization vulnerability in the Integration REST API endpoints that allows authenticated board members to perform administrative actions without proper privileg,2026-04-27T22:49:27Z
CVE-2026-40344,HIGH,8.2,2026-04-22,minio,minio,,,,"MinIO is a high-performance object storage system. Starting in RELEASE.2023-05-18T00-05-36Z and prior to RELEASE.2026-04-11T03-20-12Z, an authentication bypass vulnerability in MinIO's Snowball auto-e",2026-04-27T22:49:27Z
CVE-2026-40583,HIGH,8.2,2026-04-21,ultradag,ultradag,,,,"UltraDAG is a minimal DAG-BFT blockchain in Rust. In version 0.1, a non-council attacker can submit a signed SmartOp::Vote transaction that passes signature, nonce, and balance prechecks, but fails au",2026-04-27T22:49:27Z
CVE-2026-41145,HIGH,8.2,2026-04-22,minio,minio,,,,"MinIO is a high-performance object storage system. Starting in RELEASE.2023-05-18T00-05-36Z and prior to RELEASE.2026-04-11T03-20-12Z, an authentication bypass vulnerability in MinIO's `STREAMING-UNSI",2026-04-27T22:49:27Z
CVE-2026-41273,HIGH,8.2,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, Flowise contains an authentication bypass vulnerability that allows an unauthenticated attacker",2026-04-27T22:49:27Z
CVE-2026-41296,HIGH,8.2,2026-04-21,openclaw,openclaw,,,,OpenClaw before 2026.3.31 contains a time-of-check-time-of-use race condition in the remote filesystem bridge readFile function that allows sandbox escape. Attackers can exploit the separate path vali,2026-04-27T22:49:27Z
CVE-2026-26354,HIGH,8.1,2026-04-22,dell,powerprotect_dp_series_appliance,,,,"Dell PowerProtect Data Domain with Domain Operating System (DD OS) of Feature Release versions 7.7.1.0 through 8.6, LTS2025 release version 8.3.1.0 through 8.3.1.10, LTS2024 release versions 7.13.1.0 ",2026-04-27T22:49:27Z
CVE-2026-32623,HIGH,8.1,2026-04-17,neutrinolabs,xrdp,,,,"xrdp is an open source RDP server. Versions through 0.10.5 contain a heap-based buffer overflow vulnerability in the NeutrinoRDP module. When proxying RDP sessions from xrdp to another server, the mod",2026-04-27T22:49:27Z
CVE-2026-33031,HIGH,8.1,2026-04-20,nginxui,nginx_ui,,,,"Nginx UI is a web user interface for the Nginx web server. Prior to version 2.3.4, a user who was disabled by an administrator can use previously issued API tokens for up to the token lifetime. In pra",2026-04-27T22:49:27Z
CVE-2026-34403,HIGH,8.1,2026-04-20,nginxui,nginx_ui,,,,"Nginx UI is a web user interface for the Nginx web server. Prior to version 2.3.5, all WebSocket endpoints in nginx-ui use a gorilla/websocket Upgrader with CheckOrigin unconditionally returning true,",2026-04-27T22:49:27Z
CVE-2026-34587,HIGH,8.1,2026-04-24,getkirby,kirby,,,,"Kirby is an open-source content management system. Prior to versions 4.9.0 and 5.4.0, Kirby's user permissions control which user role is allowed to perform specific actions to content models in the C",2026-04-27T22:49:27Z
CVE-2026-35032,HIGH,8.1,2026-04-14,jellyfin,jellyfin,,,,"Jellyfin is an open source self hosted media server. Versions prior to 10.11.7 contain a vulnerability chain in the LiveTV M3U tuner endpoint (POST /LiveTv/TunerHosts), where the tuner URL is not vali",2026-04-27T22:49:27Z
CVE-2026-40880,HIGH,8.1,2026-04-21,zfnd,zebra-consensus,,,,"ZEBRA is a Zcash node written entirely in Rust. Prior to zebrad version 4.3.1 and zebra-consensus version 5.0.2, a logic error in Zebra's transaction verification cache could allow a malicious miner t",2026-04-27T22:49:27Z
CVE-2026-40883,HIGH,8.1,2026-04-21,goshs,goshs,,,,"goshs is a SimpleHTTPServer written in Go. From 2.0.0-beta.4 to 2.0.0-beta.5, goshs contains a cross-site request forgery issue in its state-changing HTTP GET routes. An external attacker can cause an",2026-04-27T22:49:27Z
CVE-2026-41267,HIGH,8.1,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, an improper mass assignment (JSON injection) vulnerability in the account registration endpoint",2026-04-27T22:49:27Z
CVE-2026-41323,HIGH,8.1,2026-04-24,kyverno,kyverno,,,,"Kyverno is a policy engine designed for cloud native platform engineering teams. Prior to versions 1.18.0-rc1, 1.17.2-rc1, and 1.16.4, Kyverno's apiCall feature in ClusterPolicy automatically attaches",2026-04-27T22:49:27Z
CVE-2026-41353,HIGH,8.1,2026-04-23,,,,,,OpenClaw before 2026.3.22 contains an access control bypass vulnerability in the allowProfiles feature that allows attackers to circumvent profile restrictions through persistent profile mutation and ,2026-04-27T22:49:27Z
CVE-2026-5364,HIGH,8.1,2026-04-24,,,,,,"The Drag and Drop File Upload for Contact Form 7 plugin for WordPress is vulnerable to arbitrary file upload in versions up to, and including, 1.1.3. This is due to the plugin extracting the file exte",2026-04-27T22:49:27Z
CVE-2026-5478,HIGH,8.1,2026-04-20,,,,,,"The Everest Forms plugin for WordPress is vulnerable to Arbitrary File Read and Deletion in all versions up to, and including, 3.4.4. This is due to the plugin trusting attacker-controlled old_files d",2026-04-27T22:49:27Z
CVE-2026-5718,HIGH,8.1,2026-04-17,,,,,,"The Drag and Drop Multiple File Upload for Contact Form 7 plugin for WordPress is vulnerable to arbitrary file upload in versions up to, and including, 1.3.9.6. This is due to insufficient file type v",2026-04-27T22:49:27Z
CVE-2026-5966,HIGH,8.1,2026-04-20,,,,,,ThreatSonar Anti-Ransomware developed by TeamT5 has an Arbitrary File Deletion vulnerability. Authenticated remote attackers with web access can exploit Path Traversal to delete arbitrary files on the,2026-04-27T22:49:27Z
CVE-2026-6248,HIGH,8.1,2026-04-20,,,,,,The wpForo Forum plugin for WordPress is vulnerable to Arbitrary File Deletion in versions up to and including 3.0.5. This is due to two compounding flaws: the Members::update() method does not valida,2026-04-27T22:49:27Z
CVE-2026-6832,HIGH,8.1,2026-04-21,,,,,,Hermes WebUI contains an arbitrary file deletion vulnerability in the /api/session/delete endpoint that allows authenticated attackers to delete files outside the session directory by supplying an abs,2026-04-27T22:49:27Z
CVE-2026-27912,HIGH,8.0,2026-04-14,microsoft,windows_server_2012,MSFT,,,Improper authorization in Windows Kerberos allows an authorized attacker to elevate privileges over an adjacent network.,2026-04-27T22:49:27Z
CVE-2026-32172,HIGH,8.0,2026-04-23,,,,,,Uncontrolled search path element in Microsoft Power Apps allows an unauthorized attacker to execute code over a network.,2026-04-27T22:49:27Z
CVE-2026-33826,HIGH,8.0,2026-04-14,microsoft,windows_server_2012,MSFT,,,Improper input validation in Windows Active Directory allows an authorized attacker to execute code over an adjacent network.,2026-04-27T22:49:27Z
CVE-2026-35589,HIGH,8.0,2026-04-14,nanobot,nanobot,,,,"nanobot is a personal AI assistant. Versions prior to 0.1.5 contain a Cross-Site WebSocket Hijacking (CSWSH) vulnerability exists in the bridge's WebSocket server in bridge/src/server.ts, resulting fr",2026-04-27T22:49:27Z
CVE-2026-5816,HIGH,8.0,2026-04-22,gitlab,gitlab,GTLB,,,GitLab has remediated an issue in GitLab CE/EE affecting all versions from 18.10 before 18.10.4 and 18.11 before 18.11.1 that could have allowed an unauthenticated user to execute arbitrary JavaScript,2026-04-27T22:49:27Z
CVE-2026-6290,HIGH,8.0,2026-04-15,rapid7,velociraptor,,,,Velociraptor versions prior to 0.76.3 contain a vulnerability in the query() plugin which allows access to all orgs with the user's current ACL token. This allows an authenticated GUI user with access,2026-04-27T22:49:27Z
CVE-2026-7069,HIGH,8.0,2026-04-27,,,,,,A security flaw has been discovered in D-Link DIR-825 up to 3.00b32. This impacts the function AddPortMapping of the file upnpsoap.c of the component miniupnpd. Performing a manipulation of the argume,2026-04-27T22:49:27Z
CVE-2025-65104,HIGH,7.9,2026-04-17,firebirdsql,firebird,,,,Firebird is an open-source relational database management system. In versions FB3 of the client library placed incorrect data length values into XSQLDA fields when communicating with FB4 or higher ser,2026-04-27T22:49:27Z
CVE-2025-36568,HIGH,7.8,2026-04-17,dell,data_domain_operating_system,,,,"Dell PowerProtect Data Domain BoostFS for client of Feature Release versions 7.7.1.0 through 8.5, LTS2025 release version 8.3.1.0 through 8.3.1.20, LTS2024 release versions 7.13.1.0 through 7.13.1.50,",2026-04-27T22:49:27Z
CVE-2026-22619,HIGH,7.8,2026-04-16,eaton,intelligent_power_protector,,,,"Eaton Intelligent Power Protector (IPP) is affected by insecure library loading in its executable, which could lead to arbitrary code execution by an attacker with access to the software package. This",2026-04-27T22:49:27Z
CVE-2026-22676,HIGH,7.8,2026-04-15,,,,,,Barracuda RMM versions prior to 2025.2.2 contain a privilege escalation vulnerability that allows local attackers to gain SYSTEM-level privileges by exploiting overly permissive filesystem ACLs on the,2026-04-27T22:49:27Z
CVE-2026-23657,HIGH,7.8,2026-04-14,,,,,,Use after free in Microsoft Office Word allows an unauthorized attacker to execute code locally.,2026-04-27T22:49:27Z
