cve_id,severity,cvss_score,published,vendor,product,ticker,is_kev,kev_added,desc,captured_at
CVE-2026-33257,MEDIUM,5.3,2026-04-22,powerdns,authoritative,,,,"An attacker can send a web request that causes unlimited memory allocation in the internal web server, leading to a denial of service. The internal web server is disabled by default.",2026-04-27T22:49:27Z
CVE-2026-33258,MEDIUM,5.3,2026-04-22,powerdns,recursor,,,,By publishing and querying a crafted zone an attacker can cause allocation of large entries in the negative and aggressive NSEC(3) caches.,2026-04-27T22:49:27Z
CVE-2026-33260,MEDIUM,5.3,2026-04-22,powerdns,authoritative,,,,"An attacker can send a web request that causes unlimited memory allocation in the internal web server, leading to a denial of service. The internal web server is disabled by default.",2026-04-27T22:49:27Z
CVE-2026-33594,MEDIUM,5.3,2026-04-22,powerdns,dnsdist,,,,"A client can trigger excessive memory allocation by generating a lot of queries that are routed to an overloaded DoH backend, causing queries to accumulate into a buffer that will not be released unti",2026-04-27T22:49:27Z
CVE-2026-33595,MEDIUM,5.3,2026-04-22,powerdns,dnsdist,,,,"A client can trigger excessive memory allocation by generating a lot of errors responses over a single DoQ and DoH3 connection, as some resources were not properly released until the end of the connec",2026-04-27T22:49:27Z
CVE-2026-34064,MEDIUM,5.3,2026-04-22,nimiq,nimiq_proof-of-stake,,,,"nimiq-account contains account primitives to be used in Nimiq's Rust implementation. Prior to version 1.3.0, `VestingContract::can_change_balance` returns `AccountError::InsufficientFunds` when `new_b",2026-04-27T22:49:27Z
CVE-2026-5052,MEDIUM,5.3,2026-04-17,hashicorp,vault,,,,"Vault’s PKI engine’s ACME validation did not reject local targets when issuing http-01 and tls-alpn-01 challenges. This may lead to these requests being sent to local network targets, potentially lead",2026-04-27T22:49:27Z
CVE-2026-39418,MEDIUM,5.0,2026-04-14,maxkb,maxkb,,,,"MaxKB is an open-source AI assistant for enterprise. In versions 2.7.1 and below, sandbox network protection can be bypassed by using socket.sendto() with the MSG_FASTOPEN flag. This allows authentica",2026-04-27T22:49:27Z
CVE-2026-40962,MEDIUM,4.9,2026-04-16,ffmpeg,ffmpeg,,,,FFmpeg before 8.1 has an integer overflow and resultant out-of-bounds write via CENC (Common Encryption) subsample data to libavformat/mov.c.,2026-04-27T22:49:27Z
CVE-2026-33598,MEDIUM,4.8,2026-04-22,powerdns,dnsdist,,,,A cached crafted response can cause an out-of-bounds read if custom Lua code calls getDomainListByAddress() or getAddressListByDomain() on a packet cache.,2026-04-27T22:49:27Z
CVE-2026-41254,MEDIUM,4.0,2026-04-18,littlecms,little_cms,,,,Little CMS (lcms2) through 2.18 has an integer overflow in CubeSize in cmslut.c because the overflow check is performed after the multiplication.,2026-04-27T22:49:27Z
CVE-2026-41282,MEDIUM,4.0,2026-04-20,projectdiscovery,nuclei,,,,ProjectDiscovery Nuclei 3 before 3.8.0 allows DSL expression injection. This affects use of -env-vars for multi-step templates against untrusted targets (not the default configuration).,2026-04-27T22:49:27Z
CVE-2025-31958,LOW,3.7,2026-04-21,hcltech,bigfix_service_management,,,,HCL BigFix Service Management is susceptible to HTTP Request Smuggling.  HTTP request smuggling vulnerabilities arise when websites route HTTP requests through web servers with inconsistent HTTP parsi,2026-04-27T22:49:27Z
CVE-2026-33597,LOW,3.7,2026-04-22,powerdns,dnsdist,,,,PRSD detection denial of service,2026-04-27T22:49:27Z
CVE-2024-8010,LOW,3.5,2026-04-16,wso2,api_manager,,,,The component accepts XML input through the publisher without disabling external entity resolution. This allows malicious actors to submit a crafted XML payload that exploits the unescaped external en,2026-04-27T22:49:27Z
CVE-2026-33599,LOW,3.1,2026-04-22,powerdns,dnsdist,,,,"A rogue backend can send a crafted SVCB response to a Discovery of Designated Resolvers request, when requested via either the autoUpgrade (Lua) option to newServer or auto_upgrade (YAML) settings. DD",2026-04-27T22:49:27Z
