date,fsi,credit,equity_val,safe_assets,funding,volatility,us,oae,em,z5,z20,captured_at
2026-01-05,-2.712,-1.149,-0.453,-0.349,-0.042,-0.719,-1.226,-1.031,-0.455,-0.25,-0.54,2026-04-27T22:48:34Z
2026-01-06,-2.751,-1.155,-0.472,-0.352,-0.058,-0.714,-1.266,-1.022,-0.463,-1.65,-0.69,2026-04-27T22:48:34Z
2026-01-07,-2.596,-1.160,-0.463,-0.353,-0.071,-0.548,-1.257,-0.878,-0.461,+1.91,+0.27,2026-04-27T22:48:34Z
2026-01-08,-2.627,-1.169,-0.455,-0.353,-0.073,-0.577,-1.261,-0.905,-0.461,+0.93,+0.11,2026-04-27T22:48:34Z
2026-01-09,-2.816,-1.180,-0.464,-0.360,-0.075,-0.738,-1.298,-1.055,-0.462,-1.44,-0.94,2026-04-27T22:48:34Z
2026-01-12,-2.792,-1.183,-0.474,-0.366,-0.086,-0.683,-1.279,-1.042,-0.471,-0.85,-0.71,2026-04-27T22:48:34Z
2026-01-13,-2.715,-1.193,-0.481,-0.370,-0.125,-0.546,-1.280,-0.963,-0.472,-0.07,-0.09,2026-04-27T22:48:34Z
2026-01-14,-2.626,-1.183,-0.487,-0.367,-0.130,-0.459,-1.244,-0.915,-0.468,+1.12,+0.82,2026-04-27T22:48:34Z
2026-01-15,-2.690,-1.207,-0.490,-0.368,-0.090,-0.535,-1.247,-0.962,-0.481,+0.55,+0.43,2026-04-27T22:48:34Z
2026-01-16,-2.701,-1.233,-0.493,-0.364,-0.090,-0.521,-1.257,-0.948,-0.496,+0.07,+0.40,2026-04-27T22:48:34Z
2026-01-19,-2.437,-1.211,-0.490,-0.369,-0.087,-0.280,-1.139,-0.800,-0.497,+1.91,+2.76,2026-04-27T22:48:34Z
2026-01-20,-2.195,-1.208,-0.469,-0.370,-0.091,-0.057,-1.042,-0.655,-0.497,+1.74,+3.26,2026-04-27T22:48:34Z
2026-01-21,-2.445,-1.232,-0.472,-0.369,-0.155,-0.216,-1.259,-0.692,-0.494,+0.26,+1.43,2026-04-27T22:48:34Z
2026-01-22,-2.680,-1.254,-0.489,-0.376,-0.098,-0.464,-1.264,-0.907,-0.509,-1.01,-0.14,2026-04-27T22:48:34Z
2026-01-23,-2.505,-1.238,-0.494,-0.368,-0.096,-0.309,-1.209,-0.785,-0.511,-0.34,+0.95,2026-04-27T22:48:34Z
2026-01-26,-2.478,-1.234,-0.507,-0.367,-0.144,-0.226,-1.261,-0.701,-0.516,-0.11,+1.04,2026-04-27T22:48:34Z
2026-01-27,-2.383,-1.251,-0.524,-0.360,-0.134,-0.114,-1.182,-0.676,-0.525,+1.16,+1.50,2026-04-27T22:48:34Z
2026-01-28,-2.404,-1.248,-0.526,-0.371,-0.086,-0.172,-1.192,-0.673,-0.538,+0.82,+1.22,2026-04-27T22:48:34Z
2026-01-29,-2.305,-1.238,-0.526,-0.371,-0.091,-0.079,-1.141,-0.628,-0.536,+1.55,+1.61,2026-04-27T22:48:34Z
2026-01-30,-2.255,-1.238,-0.514,-0.368,-0.083,-0.052,-1.116,-0.606,-0.532,+1.41,+1.67,2026-04-27T22:48:34Z
2026-02-02,-2.326,-1.240,-0.488,-0.358,-0.093,-0.147,-1.185,-0.625,-0.517,+0.16,+1.15,2026-04-27T22:48:34Z
2026-02-03,-2.335,-1.238,-0.510,-0.369,-0.102,-0.117,-1.128,-0.675,-0.531,-0.21,+1.00,2026-04-27T22:48:34Z
2026-02-04,-2.295,-1.233,-0.502,-0.374,-0.129,-0.057,-1.115,-0.649,-0.531,+0.29,+1.10,2026-04-27T22:48:34Z
2026-02-05,-1.932,-1.177,-0.479,-0.371,-0.069,+0.164,-0.907,-0.525,-0.500,+1.97,+2.42,2026-04-27T22:48:34Z
2026-02-06,-2.127,-1.195,-0.503,-0.377,-0.107,+0.054,-1.128,-0.493,-0.507,+0.49,+1.40,2026-04-27T22:48:34Z
2026-02-09,-2.250,-1.189,-0.514,-0.377,-0.063,-0.107,-1.087,-0.652,-0.511,-0.43,+0.76,2026-04-27T22:48:34Z
2026-02-10,-2.280,-1.181,-0.527,-0.370,-0.110,-0.093,-1.107,-0.667,-0.506,-0.76,+0.53,2026-04-27T22:48:34Z
2026-02-11,-2.305,-1.191,-0.532,-0.364,-0.116,-0.101,-1.116,-0.669,-0.520,-0.92,+0.33,2026-04-27T22:48:34Z
2026-02-12,-2.138,-1.163,-0.527,-0.361,-0.129,+0.042,-0.970,-0.662,-0.506,+1.11,+1.14,2026-04-27T22:48:34Z
2026-02-13,-2.115,-1.136,-0.512,-0.364,-0.116,+0.013,-0.981,-0.641,-0.494,+1.34,+1.21,2026-04-27T22:48:34Z
2026-02-16,-2.210,-1.147,-0.512,-0.366,-0.094,-0.091,-0.957,-0.758,-0.495,-0.01,+0.55,2026-04-27T22:48:34Z
2026-02-17,-2.294,-1.139,-0.509,-0.362,-0.095,-0.190,-0.998,-0.794,-0.502,-1.05,+0.06,2026-04-27T22:48:34Z
2026-02-18,-2.505,-1.169,-0.523,-0.374,-0.089,-0.350,-1.062,-0.930,-0.513,-1.79,-1.24,2026-04-27T22:48:34Z
2026-02-19,-2.359,-1.160,-0.521,-0.376,-0.079,-0.224,-1.018,-0.833,-0.508,-0.47,-0.50,2026-04-27T22:48:34Z
2026-02-20,-2.527,-1.170,-0.531,-0.378,-0.068,-0.382,-1.071,-0.945,-0.511,-1.22,-1.70,2026-04-27T22:48:34Z
2026-02-23,-2.396,-1.139,-0.528,-0.383,-0.064,-0.282,-0.968,-0.920,-0.508,+0.23,-0.81,2026-04-27T22:48:34Z
2026-02-24,-2.344,-1.128,-0.534,-0.387,-0.064,-0.232,-1.033,-0.800,-0.511,+1.09,-0.44,2026-04-27T22:48:34Z
2026-02-25,-2.601,-1.121,-0.553,-0.391,-0.060,-0.475,-1.106,-0.970,-0.525,-1.54,-2.07,2026-04-27T22:48:34Z
2026-02-26,-2.414,-1.111,-0.556,-0.390,-0.068,-0.289,-1.068,-0.833,-0.512,+0.45,-0.76,2026-04-27T22:48:34Z
2026-02-27,-2.386,-1.054,-0.555,-0.396,-0.050,-0.330,-0.972,-0.920,-0.494,+0.47,-0.52,2026-04-27T22:48:34Z
2026-03-02,-1.893,-1.049,-0.531,-0.400,-0.053,+0.139,-0.923,-0.480,-0.490,+1.85,+2.23,2026-04-27T22:48:34Z
2026-03-03,-1.610,-1.028,-0.474,-0.392,-0.060,+0.345,-0.821,-0.333,-0.455,+1.55,+2.79,2026-04-27T22:48:34Z
2026-03-04,-1.190,-1.084,-0.456,-0.391,-0.054,+0.797,-0.961,+0.224,-0.452,+1.52,+3.09,2026-04-27T22:48:34Z
2026-03-05,-1.574,-1.090,-0.461,-0.388,-0.066,+0.431,-0.847,-0.259,-0.468,+0.39,+1.73,2026-04-27T22:48:34Z
2026-03-06,-0.802,-1.031,-0.447,-0.391,-0.062,+1.129,-0.580,+0.239,-0.461,+1.61,+2.85,2026-04-27T22:48:34Z
2026-03-09,-0.296,-0.988,-0.420,-0.389,-0.026,+1.525,-0.704,+0.834,-0.426,+1.61,+2.84,2026-04-27T22:48:34Z
2026-03-10,-1.458,-1.044,-0.454,-0.393,-0.031,+0.465,-0.763,-0.228,-0.467,-0.84,+0.84,2026-04-27T22:48:34Z
2026-03-11,-0.925,-1.033,-0.453,-0.392,-0.040,+0.993,-0.749,+0.305,-0.481,+0.19,+1.51,2026-04-27T22:48:34Z
2026-03-12,-0.613,-0.990,-0.424,-0.390,-0.040,+1.232,-0.594,+0.451,-0.470,+0.54,+1.73,2026-04-27T22:48:34Z
2026-03-13,-0.432,-0.944,-0.404,-0.386,-0.044,+1.347,-0.546,+0.567,-0.452,+0.76,+1.72,2026-04-27T22:48:34Z
2026-03-16,-0.796,-0.931,-0.411,-0.382,-0.003,+0.932,-0.681,+0.319,-0.434,+0.14,+1.12,2026-04-27T22:48:34Z
2026-03-17,-1.314,-0.940,-0.424,-0.383,-0.017,+0.450,-0.758,-0.118,-0.437,-1.66,+0.40,2026-04-27T22:48:34Z
2026-03-18,-1.208,-0.958,-0.426,-0.379,-0.061,+0.615,-0.683,-0.069,-0.456,-0.99,+0.47,2026-04-27T22:48:34Z
2026-03-19,-0.958,-0.914,-0.393,-0.354,-0.058,+0.761,-0.698,+0.156,-0.415,-0.05,+0.72,2026-04-27T22:48:34Z
2026-03-20,-0.675,-0.937,-0.376,-0.357,-0.063,+1.058,-0.593,+0.344,-0.426,+1.31,+1.01,2026-04-27T22:48:34Z
2026-03-23,-0.472,-0.919,-0.361,-0.342,-0.062,+1.212,-0.637,+0.557,-0.392,+1.43,+1.18,2026-04-27T22:48:34Z
2026-03-24,-0.568,-0.929,-0.373,-0.345,-0.009,+1.088,-0.561,+0.403,-0.409,+0.77,+0.95,2026-04-27T22:48:34Z
2026-03-25,-0.717,-0.941,-0.401,-0.357,-0.016,+0.998,-0.643,+0.347,-0.421,-0.24,+0.66,2026-04-27T22:48:34Z
2026-03-26,-0.216,-0.923,-0.372,-0.348,-0.026,+1.453,-0.536,+0.745,-0.425,+1.76,+1.43,2026-04-27T22:48:34Z
2026-03-27,-0.263,-0.868,-0.352,-0.353,-0.011,+1.320,-0.331,+0.470,-0.402,+0.98,+1.33,2026-04-27T22:48:34Z
2026-03-30,+0.204,-0.826,-0.339,-0.354,-0.010,+1.733,-0.332,+0.917,-0.380,+1.62,+2.09,2026-04-27T22:48:34Z
2026-03-31,-0.284,-0.866,-0.343,-0.353,-0.027,+1.305,-0.573,+0.678,-0.389,-0.10,+0.98,2026-04-27T22:48:34Z
2026-04-01,-1.282,-0.927,-0.412,-0.361,+0.033,+0.385,-0.626,-0.236,-0.421,-1.86,-1.21,2026-04-27T22:48:34Z
2026-04-02,-0.671,-0.918,-0.394,-0.360,+0.039,+0.960,-0.642,+0.377,-0.407,-0.43,+0.04,2026-04-27T22:48:34Z
2026-04-03,-1.284,-0.930,-0.399,-0.359,-0.048,+0.451,-0.731,-0.137,-0.416,-1.08,-1.32,2026-04-27T22:48:34Z
2026-04-06,-0.925,-0.953,-0.388,-0.358,-0.062,+0.836,-0.740,+0.231,-0.417,-0.09,-0.43,2026-04-27T22:48:34Z
2026-04-07,-0.687,-0.949,-0.389,-0.354,-0.046,+1.051,-0.660,+0.380,-0.408,+1.04,+0.04,2026-04-27T22:48:34Z
2026-04-08,-1.496,-1.032,-0.471,-0.359,-0.037,+0.401,-0.905,-0.122,-0.469,-1.47,-1.79,2026-04-27T22:48:34Z
2026-04-09,-1.648,-1.039,-0.464,-0.357,-0.045,+0.257,-0.979,-0.204,-0.466,-1.24,-1.84,2026-04-27T22:48:34Z
2026-04-10,-1.796,-1.060,-0.474,-0.357,-0.048,+0.143,-0.998,-0.310,-0.488,-1.13,-1.85,2026-04-27T22:48:34Z
2026-04-13,-1.788,-1.057,-0.474,-0.354,-0.045,+0.141,-1.017,-0.296,-0.475,-0.74,-1.61,2026-04-27T22:48:34Z
2026-04-14,-2.051,-1.091,-0.506,-0.357,+0.012,-0.108,-1.032,-0.525,-0.494,-1.61,-1.86,2026-04-27T22:48:34Z
2026-04-15,-2.172,-1.106,-0.517,-0.358,+0.007,-0.198,-1.052,-0.609,-0.512,-1.47,-1.81,2026-04-27T22:48:34Z
2026-04-16,-2.172,-1.105,-0.529,-0.358,-0.002,-0.177,-1.074,-0.575,-0.523,-1.02,-1.60,2026-04-27T22:48:34Z
2026-04-17,-2.343,-1.111,-0.526,-0.361,-0.024,-0.321,-1.141,-0.694,-0.508,-1.29,-1.61,2026-04-27T22:48:34Z
2026-04-20,-2.050,-1.110,-0.520,-0.359,-0.046,-0.015,-1.091,-0.446,-0.513,+1.00,-1.10,2026-04-27T22:48:34Z
2026-04-21,-2.090,-1.130,-0.514,-0.358,-0.050,-0.038,-1.081,-0.482,-0.527,+0.75,-1.05,2026-04-27T22:48:34Z
2026-04-22,-2.127,-1.137,-0.514,-0.357,-0.052,-0.066,-1.110,-0.490,-0.527,+0.29,-0.99,2026-04-27T22:48:34Z
2026-04-23,-2.146,-1.126,-0.505,-0.358,-0.042,-0.115,-1.069,-0.554,-0.523,+0.05,-0.92,2026-04-27T22:48:34Z
