facility_id,name,state,city,zip,fips,closed,region,parent_co,captured_at
27013FRGHTHWY70,DAIMLER TRUCKS NA LLC-CLEVELAND,NC,CLEVELAND,27013,37159,0,4,DAIMLER TRUCKS NA LLC-CLEVELAND,2026-04-27T21:14:23Z
27009DTBLW3377P,DTE BELEWS CREEK LLC,NC,BELEWS CREEK,27009,37169,1,4,DTE ENERGY SERVICES,2026-04-27T21:14:23Z
27012GRVLYONEGR,GRAVELY INTL,NC,CLEMMONS,27012,37067,0,4,GRAVELY INTL.,2026-04-27T21:14:23Z
27021THHST530WE,HASTINGS CO,NC,KING,27021,37169,0,4,HASTINGS CO,2026-04-27T21:14:23Z
27012HYWRD1HAYW,HAYWARD HOLDINGS INC.,NC,CLEMMONS,27012,37067,0,4,,2026-04-27T21:14:23Z
27020LYDLLBROOK,LYDELL THERMAL ACOUSTICAL GROUP,NC,HAMPTONVILLE,270200109,37197,0,4,LYDELL THERMAL ACOUSTICAL GROUP,2026-04-27T21:14:23Z
27013GRNNLPOBOX,MUELLER SYSTEMS,NC,CLEVELAND,27013,37159,0,4,MUELLER SYSTEMS,2026-04-27T21:14:23Z
27025PNHLLLINDS,PINE HALL BRICK CO INC,NC,MADISON,27025,37157,0,4,,2026-04-27T21:14:23Z
27006RJRYNRTE4B,R J REYNOLDS TOBACCO CO 902-1,NC,ADVANCE,27006,37059,0,4,R. J. REYNOLDS TOBACCO CO. 902-1,2026-04-27T21:14:23Z
27025MCFLDAYERS,UNIFI INC PLANT 1,NC,MAYODAN,27025,37157,0,4,UNIFI INC. PLANT 1,2026-04-27T21:14:23Z
27017WYNFR1018E,WAYNE-SANDERSON FARMS LLC - DOBSON FRESH PLANT,NC,DOBSON,27017,37171,0,4,WAYNE-SANDERSON FARMS LLC - DOBS,2026-04-27T21:14:23Z
07002CMRCS229EA,AGC CHEMICALS AMERICAS INC,NJ,BAYONNE,07002,34017,0,2,AGC CHEMICALS AMERICAS INC,2026-04-27T21:14:23Z
07002BYNNN141HD,BAYONNE ENERGY CENTER,NJ,BAYONNE,07002,34017,0,2,BAYONNE ENERGY CENTER,2026-04-27T21:14:23Z
07002CGNTC10HOO,BAYONNE PLANT HOLDING LLC,NJ,BAYONNE,07002,34017,0,2,BAYONNE PLANT HOLDING LLC,2026-04-27T21:14:23Z
07001CNTNN10PRO,CONTINENTAL PLASTICS CO CHEMICALS INC,NJ,AVENEL,07001,34023,1,2,CONTINENTAL PLASTICS CO CHEMICAL,2026-04-27T21:14:23Z
07001CPCHMTERMI,CP CHEMICALS INC AVENEL WAREHOUSE,NJ,AVENEL,070010021,34023,1,2,CP CHEMICALS INC AVENEL WAREHOUS,2026-04-27T21:14:23Z
07002BSTFD99AVE,CPC INTL  INC  BEST FOODS,NJ,BAYONNE,070020307,34017,0,2,CPC INTL  INC  BEST FOODS,2026-04-27T21:14:23Z
07001CLBNC255BL,ECOLAB INC,NJ,AVENEL,07001,34023,0,2,ECOLAB INC,2026-04-27T21:14:23Z
07002BYNNL1AVEJ,EXXONMOBIL BAYONNE LUBRICANTS PLANT,NJ,BAYONNE,07002,34017,0,2,EXXONMOBIL BAYONNE LUBRICANTS PL,2026-04-27T21:14:23Z
07001GNRLD150AV,GENERAL DYNAMICS ELECTRO DYNAMIC,NJ,AVENEL,07001,34023,0,2,GENERAL DYNAMICS ELECTRO DYNAMIC,2026-04-27T21:14:23Z
07001THGRY130ES,GRAY ENVELOPE MANUFACTURING CO INC,NJ,AVENEL,07001,34023,0,2,GRAY ENVELOPE MANUFACTURING CO I,2026-04-27T21:14:23Z
07001PLTLB267HO,PILOT LABORATORIES,NJ,AVENEL,07001,34023,0,2,PILOT LABORATORIES,2026-04-27T21:14:23Z
07001PQCRP1PADD,PQ CORP RAHWAY,NJ,AVENEL,070011898,34023,0,2,PQ CORP RAHWAY,2026-04-27T21:14:23Z
07001PRDSL211RA,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,NJ,AVENEL,07001,34023,0,2,PRIDE SOLVENTS & CHEMICAL CO OF ,2026-04-27T21:14:23Z
07001TRMTR36MIL,PRIDE SOLVENTS & CHEMICAL CO OF NJ,NJ,AVENEL,07001,34023,1,2,PRIDE SOLVENTS & CHEMICAL CO OF ,2026-04-27T21:14:23Z
07001THPRC100ES,THE PROCTER & GAMBLE CO,NJ,AVENEL,07001,34023,1,2,THE PROCTER & GAMBLE CO,2026-04-27T21:14:23Z
07001VNWTR160ES,VAN WATERS & ROGERS INC,NJ,AVENEL,070012020,34023,0,2,VAN WATERS & ROGERS INC,2026-04-27T21:14:23Z
10001GDNNWJFKIN,ALLIED NEW YORK SERVICES  INC .,NY,JAMAICA,11430,36081,0,2,ALLIED NEW YORK SERVICES  INC .,2026-04-27T21:14:23Z
10027MSTRD1381A,AMSTERDAM BUS DEPOT,NY,NEW YORK,10027,36061,0,2,AMSTERDAM BUS DEPOT,2026-04-27T21:14:23Z
10012CNCRD30GRE,CONCORD ELECTRONICS CORP,NY,NEW YORK,10012,36061,0,2,CONCORD ELECTRONICS CORP,2026-04-27T21:14:23Z
10015CNSLD20THA,CONSOLIDATED EDISON CO OF NEW YORK  ASTORIA FACI,NY,ASTORIA,10015,36081,0,2,CONSOLIDATED EDISON CO OF NEW YO,2026-04-27T21:14:23Z
10009CNSLD801E1,CONSOLIDATED EDISON CO OF NEW YORK - EAST RIVER ,NY,MANHATTAN,10009,36061,0,2,CONSOLIDATED EDISON CO OF NEW YO,2026-04-27T21:14:23Z
10022DSNPR409EA,EDISON PRICE INC,NY,NEW YORK,10022,36061,0,2,EDISON PRICE INC,2026-04-27T21:14:23Z
10023MSGMN225W6,EMSIG MANUFACTURING CORP,NY,NEW YORK,10023,36061,0,2,EMSIG MANUFACTURING CORP,2026-04-27T21:14:23Z
10010NDRRT20W22,ENDURART INC,NY,NEW YORK,10010,36061,0,2,ENDURART INC,2026-04-27T21:14:23Z
10036FTRNT130WE,FEATURE ENTERPRISES INC,NY,NEW YORK,10036,36061,0,2,FEATURE ENTERPRISES INC,2026-04-27T21:14:23Z
10034MGCNV304DY,MAGIC NOVELTY CO INC,NY,NEW YORK,10034,36061,0,2,MAGIC NOVELTY CO INC,2026-04-27T21:14:23Z
10027LNCRP608WE,OLIN CORP OLIN WATER SERVICES,NY,NEW YORK,10027,36061,0,2,OLIN CORP OLIN WATER SERVICES,2026-04-27T21:14:23Z
10014PRFCT200VA,PERFECT FINISHING CO,NY,NEW YORK,10014,36061,0,2,PERFECT FINISHING CO,2026-04-27T21:14:23Z
10001PTMCG508W2,POTOMAC GRAPHIC INDUSTRIES INC,NY,NEW YORK,10001,36061,0,2,POTOMAC GRAPHIC INDUSTRIES INC,2026-04-27T21:14:23Z
10036PRCSN630NI,PRECISION FILM LAB INC,NY,NEW YORK,10036,36061,0,2,PRECISION FILM LAB INC,2026-04-27T21:14:23Z
10014SPRRP70BET,SUPERIOR PRINTING INK CO INC,NY,NEW YORK,100141768,36061,0,2,SUPERIOR PRINTING INK CO INC,2026-04-27T21:14:23Z
10012SCSTM6WORL,US CUSTOMS SERVICE FIRING RANGE,NY,NEW YORK,10012,36061,1,2,US CUSTOMS SERVICE FIRING RANGE,2026-04-27T21:14:23Z
43015CLRCC435PA,AMANA DELAWARE OPS,OH,DELAWARE,43015,39041,0,5,AMANA DELAWARE OPS.,2026-04-27T21:14:23Z
43004CLMBS1385B,COLUMBUS STEEL DRUM CO,OH,BLACKLICK,430049766,39049,0,5,COLUMBUS STEEL DRUM CO,2026-04-27T21:14:23Z
43015DLSCR700LO,DELO SCREW PRODUCTS,OH,DELAWARE,43015,39041,0,5,DELO SCREW PRODUCTS,2026-04-27T21:14:23Z
43015GNRLC148TO,GENERAL CASTING CO TOLEDO ST DIV,OH,DELAWARE,43015,39041,0,5,GENERAL CASTING CO. TOLEDO ST. D,2026-04-27T21:14:23Z
43004GRTCX1160G,GROTE CO,OH,COLUMBUS,43230,39049,0,5,GROTE CO,2026-04-27T21:14:23Z
43015HGGLN425SO,HAGGLUNDS DENISON CORP,OH,DELAWARE,43015,39041,0,5,HAGGLUNDS DENISON CORP,2026-04-27T21:14:23Z
3537WDYCHM97IND,HERAEUS EPURIO LLC,OH,VANDALIA,45377,39113,0,5,HERAEUS EPURIO LLC,2026-04-27T21:14:23Z
43004NNVTV6635T,INNOVATIVE MANUFACTURING INC,OH,BLACKLICK,430049600,39049,0,5,INNOVATIVE MANUFACTURING INC,2026-04-27T21:14:23Z
43015GNRLC550LI,LIBERTY CASTING CO LLC.,OH,DELAWARE,43015,39041,0,5,LIBERTY CASTING CO LLC.,2026-04-27T21:14:23Z
43015LBRTC975PI,LIEBERT CORP,OH,DELAWARE,43015,39041,0,5,LIEBERT CORP,2026-04-27T21:14:23Z
43015NPPRT1376P,LUVATA OHIO INC FPBU,OH,DELAWARE,43015,39041,0,5,LUVATA OHIO INC FPBU,2026-04-27T21:14:23Z
43004CLMBS1410B,MAUSER USA LLC,OH,BLACKLICK,43004,39049,0,5,MAUSER USA LLC,2026-04-27T21:14:23Z
43004THMCG860TA,MCGRAW-HILL COMPANIES INC EDUCATIONAL & PROFESSI,OH,BLACKLICK,43004,39049,0,5,MCGRAW-HILL COMPANIES INC,2026-04-27T21:14:23Z
43015NTNLS400PA,NATIONAL STARCH & CHEMICAL CO,OH,DELAWARE,43015,39041,0,5,NATIONAL STARCH & CHEMICAL CO,2026-04-27T21:14:23Z
43004DNCRP6635T,SCHAFER DRIVELINE LLC,OH,BLACKLICK,43004,39049,0,5,SCHAFER DRIVELINE LLC,2026-04-27T21:14:23Z
43004SRFCR1333R,SURFACE RESEARCH CORP,OH,BLACKLICK,430040535,39049,0,5,SURFACE RESEARCH CORP,2026-04-27T21:14:23Z
97005MXMNT14320,ANALOG DEVICES INC. BEAVERTON,OR,BEAVERTON,97005,41067,0,10,ANALOG DEVICES INC. BEAVERTON,2026-04-27T21:14:23Z
97006MBTCH14924,AXIOM ELECTRONICS LLC,OR,BEAVERTON,97006,41067,0,10,AXIOM ELECTRONICS LLC,2026-04-27T21:14:23Z
97006BVRTN1255S,BEAVERTON PACKAGING,OR,BEAVERTON,97006,41067,0,10,BEAVERTON PACKAGING,2026-04-27T21:14:23Z
97006BFLRN1050N,BIPOLAR INTEGRATED TECHNOLOGIES INC,OR,BEAVERTON,97006,41067,1,10,BIPOLAR INTEGRATED TECHNOLOGIES ,2026-04-27T21:14:23Z
97005DLXCH10550,DELUXE CHECK PRINTERS INC,OR,BEAVERTON,97005,41067,0,10,DELUXE CHECK PRINTERS INC,2026-04-27T21:14:23Z
97005TNCRP13725,EATON CORP,OR,BEAVERTON,97005,41067,1,10,EATON CORP.,2026-04-27T21:14:23Z
97002DLMSF11671,FOSTER FARMS DONALD FEEDMILL,OR,AURORA,97002,41047,0,10,FOSTER FARMS DONALD FEEDMILL,2026-04-27T21:14:23Z
97006HRLSY16NWC,HIREL SYSTEMS OREGON SITE,OR,HILLSBORO,97006,41067,0,10,HIREL SYSTEMS OREGON SITE,2026-04-27T21:14:23Z
97005WLLMT5550S,INTERNATIONAL PAPER CO.  SPECIALTY PR ODUCTS DIV,OR,BEAVERTON,97005,41067,0,10,INTERNATIONAL PAPER CO.  SPECIAL,2026-04-27T21:14:23Z
97006LPLDS600NW,LEUPOLD & STEVENS INC,OR,BEAVERTON,97006,41067,0,10,LEUPOLD & STEVENS INC,2026-04-27T21:14:23Z
97005MXTKC2905S,MAXTEK COMPONENTS CORP.,OR,BEAVERTON,97005,41067,0,10,MAXTEK COMPONENTS CORP.,2026-04-27T21:14:23Z
97005MRCRN10740,MERCER INDUSTRIES INC,OR,BEAVERTON,97005,41067,0,10,MERCER INDUSTRIES INC,2026-04-27T21:14:23Z
97005TKTRN18850,TEKTRONIX INC,OR,BEAVERTON,97005,41067,0,10,TEKTRONIX INC,2026-04-27T21:14:23Z
97005BNCHM3725S,VANGUARD EMS INC,OR,BEAVERTON,97005,41067,0,10,,2026-04-27T21:14:23Z
97005VSYST9825S,VANGUARD EMS INC,OR,BEAVERTON,97005,41067,0,10,VANGUARD EMS INC,2026-04-27T21:14:23Z
97005RSCNT1270N,YAMAMOTO MFG USA INC,OR,BEAVERTON,970064826,41067,0,10,YAMAMOTO MFG USA INC,2026-04-27T21:14:23Z
15003LLGHN231DU,ALLEGHENY PETROLEUM PRODUCTS CO,PA,AMBRIDGE,15003,42007,0,3,ALLEGHENY PETROLEUM PRODUCTS CO,2026-04-27T21:14:23Z
15007BKRSTMIDDL,BAKERSTOWN CONTAINER CORP,PA,BAKERSTOWN,15007,42003,0,3,BAKERSTOWN CONTAINER CORP,2026-04-27T21:14:23Z
15009WSTNGONETU,EATON CORP.,PA,BEAVER,15009,42007,0,3,EATON CORP.,2026-04-27T21:14:23Z
15007STHWSMIDDL,EXXONMOBIL LUBRICANTS & PETROLEUM SPECIALTIES CO,PA,BAKERSTOWN,15007,42003,1,3,EXXONMOBIL LUBRICANTS & PETROLEU,2026-04-27T21:14:23Z
15001JLSTR111ST,J & L STRUCTURAL INC,PA,ALIQUIPPA,15001,42007,0,3,J & L STRUCTURAL INC,2026-04-27T21:14:23Z
15001TRLRC401FO,J & L STRUCTURAL INC,PA,AMBRIDGE,15003,42007,0,3,J & L STRUCTURAL INC.,2026-04-27T21:14:23Z
15009KMMNF685ST,KMA MANUFACTURING LLC,PA,VANPORT,15009,42007,0,3,KMA MANUFACTURING LLC,2026-04-27T21:14:23Z
15001LQPPWFRANK,LTV STEEL COOMPANY INC ALIQUIPPA WORKS,PA,ALIQUIPPA,15001,42007,0,3,LTV STEEL COOMPANY INC ALIQUIPPA,2026-04-27T21:14:23Z
15003HHRBR14THS,METAL COATERS,PA,AMBRIDGE,15003,42007,1,3,METAL COATERS,2026-04-27T21:14:23Z
15001MDRNG1000I,MODERNE GLASS CO INC,PA,ALIQUIPPA,15001,42007,0,3,MODERNE GLASS CO INC,2026-04-27T21:14:23Z
15003PRCSN401FO,PRECISION,PA,AMBRIDGE,150032294,42007,0,3,PRECISION,2026-04-27T21:14:23Z
15001PRCSN2NDER,PRECISION KIDD STEEL CO,PA,WEST ALIQUIPPA,15001,42007,0,3,PRECISION KIDD STEEL CO,2026-04-27T21:14:23Z
15003TYLRM348ME,TAYLOR MILK CO,PA,AMBRIDGE,15003,42007,0,3,TAYLOR MILK CO,2026-04-27T21:14:23Z
15003BBCCKDUSSA,TENARIS AMBRIDGE,PA,AMBRIDGE,15003,42007,0,3,TENARIS AMBRIDGE,2026-04-27T21:14:23Z
15001NTDST1WOOD,US GYPSUM CO,PA,ALIQUIPPA,15001,42007,0,3,US GYPSUM CO,2026-04-27T21:14:23Z
15003WRLDC21CEN,WORLDCLASS PROCESSING CORP,PA,AMBRIDGE,150032549,42007,0,3,WORLDCLASS PROCESSING CORP,2026-04-27T21:14:23Z
37015TRNTY1050N,ARCOSA MARINE PRODUCTS INC PLT  296,TN,ASHLAND CITY,37015,47021,0,4,ARCOSA MARINE PRODUCTS INC PLT  ,2026-04-27T21:14:23Z
37015BXMFGHWY12,CAYMAS BOATS LLC,TN,ASHLAND CITY,37015,47021,0,4,CAYMAS BOATS LLC,2026-04-27T21:14:23Z
37015TMCNC13BLU,CAYMAS BOATS LLC,TN,ASHLAND CITY,37015,47021,0,4,CAYMAS BOATS LLC,2026-04-27T21:14:23Z
37013SFTYK1640A,CLEAN HARBORS ANTIOCH LLC,TN,ANTIOCH,37013,47037,0,4,CLEAN HARBORS ANTIOCH LLC,2026-04-27T21:14:23Z
37027DCNMF1606M,DACON MFG CO,TN,BRENTWOOD,37027,47187,0,4,DACON MFG. CO.,2026-04-27T21:14:23Z
37015NSHVLNASHV,EWI-DOVER PRODUCTS CO,TN,DOVER,370580423,47161,0,4,EWI-DOVER PRODUCTS CO.,2026-04-27T21:14:23Z
37027HNDRL7105M,HINDERLITER HEAT TREATING INC,TN,BRENTWOOD,370277940,47187,0,4,HINDERLITER HEAT TREATING INC.,2026-04-27T21:14:23Z
37013JHNHH3048O,JOHN H HARLAND CO PLANT #5,TN,ANTIOCH,37013,47037,0,4,JOHN H HARLAND CO PLANT #5,2026-04-27T21:14:23Z
37013CMBRL4350H,LEVEL VALLEY CREAMERY,TN,ANTIOCH,37013,47037,0,4,LEVEL VALLEY CREAMERY,2026-04-27T21:14:23Z
37030SVGZNMYERS,NYRSTAR - CUMBERLAND MINE,TN,CARTHAGE,37030,47159,0,4,NYRSTAR - CUMBERLAND MINE,2026-04-27T21:14:23Z
37015STTND500BY,STATE INDUSTRIES INC.,TN,ASHLAND CITY,37015,47021,0,4,STATE INDUSTRIES INC.,2026-04-27T21:14:23Z
37015TNNSS2010H,TENNESSEE WIRE & CABLE CO,TN,ASHLAND CITY,37015,47021,0,4,TENNESSEE WIRE & CABLE CO,2026-04-27T21:14:23Z
37012TRSTR96IND,TRI STAR ALUMINUM CO. L.P.,TN,ALEXANDRIA,37012,47041,0,4,TRI-STAR ALUMINUM CO LP,2026-04-27T21:14:23Z
37015TRTNB15BLU,TRITON BOAT CO LLC,TN,ASHLAND CITY,37015,47021,0,4,TRITON BOAT CO LLC,2026-04-27T21:14:23Z
3701WTWBNT65DAN,TWB ANTIOCH,TN,ANTIOCH,37013,47037,0,4,TWB ANTIOCH,2026-04-27T21:14:23Z
37013STVPN1815H,US TVA PINHOOK 500 KV SUBSTATION,TN,ANTIOCH,37013,47037,0,4,U.S. TVA NASHVILLE TRANSMISSION ,2026-04-27T21:14:23Z
75001RBRNN4321A,AIRBORN INC.,TX,ADDISON,75001,48113,0,6,,2026-04-27T21:14:23Z
75006BTMTD2525C,BAE AUTOMATED SYSTEMS INC,TX,CARROLLTON,75006,48113,0,6,BAE AUTOMATED SYSTEMS INC,2026-04-27T21:14:23Z
75006BSFCR1216T,BASF CORP,TX,CARROLLTON,75006,48113,0,6,BASF CORP,2026-04-27T21:14:23Z
75006BTCNT3311B,BEAUTICONTROL COSMETICS INC,TX,CARROLLTON,75006,48113,0,6,BEAUTICONTROL COSMETICS INC,2026-04-27T21:14:23Z
75006LFDSG2735E,BIRD LIFE DESIGN,TX,CARROLLTON,75006,48113,1,6,BIRD LIFE DESIGN,2026-04-27T21:14:23Z
75006LCTRP1430C,ELECTRO PLATE CIRCUITRY INC.,TX,CARROLLTON,75006,48113,0,6,ELECTRO PLATE CIRCUITRY INC.,2026-04-27T21:14:23Z
75006LCTRP1525C,ELECTRO PLATE CIRCUITRY INC.,TX,CARROLLTON,75006,48113,0,6,ELECTRO PLATE CIRCUITRY INC,2026-04-27T21:14:23Z
75006FRNYC3405W,FORNEY CORP,TX,CARROLLTON,750065185,48113,0,6,FORNEY CORP,2026-04-27T21:14:23Z
75006KTCHM1200W,FUJIFILM ELECTRONIC MATERIALS USA INC.,TX,CARROLLTON,75006,48113,0,6,FUJIFILM ELECTRONIC MATERIALS US,2026-04-27T21:14:23Z
75006GMMNG1700S,GAMMON GROUP  LLC,TX,CARROLLTON,75006,48113,0,6,GAMMON GROUP  LLC,2026-04-27T21:14:23Z
7480WRPRDC541UP,HEP JAVELINA SMR LLC,TX,CORPUS CHRISTI,78407,48355,0,6,HEP JAVELINA SMR LLC,2026-04-27T21:14:23Z
75006HLTND1671S,HILITE INDUSTRIES INC,TX,CARROLLTON,75006,48113,0,6,HILITE INDUSTRIES INC,2026-04-27T21:14:23Z
75005LLBRWBREWT,HIXSON LUMBER CO LLC,TX,CADDO MILLS,75135,48231,0,6,HIXSON LUMBER CO LLC,2026-04-27T21:14:23Z
75006BWSMS1440H,HIXSON LUMBER CO LLC,TX,CARROLLTON,75006,48113,0,6,HIXSON LUMBER CO LLC,2026-04-27T21:14:23Z
75002KMTCN301RI,REACTION TECHNOLOGY EPI LLC,TX,ALLEN,75002,48085,0,6,REACTION TECHNOLOGY EPI LLC,2026-04-27T21:14:23Z
75006CRGLL1915J,WMC INDUSTRIAL LLC,TX,CARROLLTON,75006,48113,0,6,WMC INDUSTRIAL LLC,2026-04-27T21:14:23Z
98002BNGCM70015,BOEING COMMERCIAL AIRPLANES - AUBURN,WA,AUBURN,98001,53033,0,10,BOEING COMMERCIAL AIRPLANES - AU,2026-04-27T21:14:23Z
98002HTCXX3016A,BP CHEMICALS INC,WA,AUBURN,980021895,53033,0,10,BP CHEMICALS INC,2026-04-27T21:14:23Z
98001TNLCT16415,EATON CORP,WA,AUBURN,98001,53033,0,10,EATON CORP,2026-04-27T21:14:23Z
98002RMMRN4737T,FLUID MOTION LLC,WA,AUBURN,98002,53033,0,10,FLUID MOTION LLC,2026-04-27T21:14:23Z
98002FRMLC4432C,FORMULA LABS LLC. DBA FORMULA CORP,WA,AUBURN,98002,53033,0,10,FORMULA LABS LLC. DBA FORMULA CO,2026-04-27T21:14:23Z
98001GRWPR1113R,GROW GROUP INC CONSUMER & PROFESSIONAL PRODUTS G,WA,AUBURN,98001,53033,0,10,GROW GROUP INC. CONSUMER & PROF.,2026-04-27T21:14:23Z
98002CNBRNRSTSE,ICON AUBURN,WA,AUBURN,98002,53033,0,10,ICON AUBURN,2026-04-27T21:14:23Z
98002KDDRN3223C,KIDDER INTERNATIONAL,WA,AUBURN,98002,53033,0,10,KIDDER INTERNATIONAL,2026-04-27T21:14:23Z
98001LVNGS2537T,MERIDIAN AUTOMOTIVE SYS,WA,AUBURN,98002,53033,1,10,CELIA JACKSON - MERIDIAN AUTOMOT,2026-04-27T21:14:23Z
98002NRTHW3223N,NORTHWEST ETCH TECHNOLOGY INC,WA,AUBURN,98002,53033,0,10,NORTHWEST ETCH TECHNOLOGY INC,2026-04-27T21:14:23Z
98001NRTHW15172,NORTHWEST TECHNICAL PLASTICS INC,WA,AUBURN,98001,53033,0,10,NORTHWEST TECHNICAL PLASTICS INC,2026-04-27T21:14:23Z
98002NMTCF3126C,NUMATIC FINISHING,WA,AUBURN,98002,53033,0,10,NUMATIC FINISHING,2026-04-27T21:14:23Z
98002TLTYV288AS,OLDCASTLE INFRASTRUCTURE,WA,AUBURN,98002,53033,0,10,NORTH AMERICAN PIPE & PRECAST,2026-04-27T21:14:23Z
98002RHRND3130D,ROHR IND INC,WA,AUBURN,98002,53033,0,10,ROHR IND INC,2026-04-27T21:14:23Z
98002SFTYK3210C,SAFETY-KLEEN SYSTEMS (118101),WA,AUBURN,98002,53033,1,10,SAFETY-KLEEN SYSTEMS (118101),2026-04-27T21:14:23Z
98001STRRW3102B,SAFETY-KLEEN SYSTEMS AUBURN (AUB),WA,AUBURN,98001,53033,1,10,SAFETY-KLEEN SYSTEMS AUBURN (AUB,2026-04-27T21:14:23Z
24740CMWDPROGER,ACME WOOD PRESERVING INC,WV,PRINCETON,24740,54055,0,3,ACME WOOD PRESERVING INC,2026-04-27T21:14:23Z
24701RGSMD1620C,AIRGAS MID AMERICA,WV,BLUEFIELD,24701,54055,0,3,AIRGAS MID AMERICA,2026-04-27T21:14:23Z
24740GRGPC577CL,ALLEGHENY WOOD PRODUCTS INC MILL 9,WV,PRINCETON,24739,54055,1,3,ALLEGHENY WOOD PRODUCTS INC MILL,2026-04-27T21:14:23Z
24740PPSCLROGER,BOTTLING GROUP LLC PEPSI BOTTLING GROUP,WV,PRINCETON,247403650,54055,0,3,BOTTLING GROUP LLC PEPSI BOTTLIN,2026-04-27T21:14:23Z
2474WCNTRL11WES,CENTRAL SUPPLY CO OF WV - PRINCETON PLANT,WV,PRINCETON,24740,54055,0,3,CENTRAL SUPPLY CO OF WV - PRINCE,2026-04-27T21:14:23Z
24740CNNWLUSROU,CONN-WELD INDUSTRIES LLC,WV,PRINCETON,24739,54055,0,3,CONN-WELD INDUSTRIES LLC,2026-04-27T21:14:23Z
24740DMNNH4LAUR,DOMINION HARDWOODS INC,WV,PRINCETON,24740,54055,0,3,DOMINION HARDWOODS INC,2026-04-27T21:14:23Z
24701MCCLMRTE52,EIMCO LLC,WV,BLUEFIELD,24701,54055,0,3,EIMCO L.L.C.,2026-04-27T21:14:23Z
24740CLTTNPOBOX,FOSROC INC,WV,PRINCETON,24740,54055,0,3,FOSROC INC.,2026-04-27T21:14:23Z
24701GMRKSRTE29,GEMARK SERVICES OF WEST VIRGINIA INC,WV,BLUEFIELD,24701,54055,0,3,GEMARK SERVICES OF WEST VIRGINIA,2026-04-27T21:14:23Z
24726HRNDNWVRTE,HERNDON PROCESSING CO LLC KEYSTONE NO 2 PREP PLA,WV,HERNDON,24726,54109,0,3,HERNDON PROCESSING CO LLC KEYSTO,2026-04-27T21:14:23Z
24740SWNSN401LA,INDUSTRIAL PLATING & MACHINE I NC,WV,PRINCETON,24740,54055,0,3,INDUSTRIAL PLATING & MACHINE INC,2026-04-27T21:14:23Z
24701FSRCNRTE29,MINOVA USA INC,WV,BLUEFIELD,24701,54055,1,3,MINOVA USA INC,2026-04-27T21:14:23Z
24740PCFCN4TURN,PACIFIC ENCORE EAST INC,WV,PRINCETON,24740,54055,1,3,PACIFIC ENCORE EAST INC,2026-04-27T21:14:23Z
24701TBRMCRT52N,TABOR MACHINE CO,WV,BLUEFIELD,24701,54055,0,3,TABOR MACHINE CO,2026-04-27T21:14:23Z
24726TLNMFRTE10,TALON MANUFACTURING CO INC,WV,HERNDON,24726,54109,0,3,TALON MANUFACTURING CO INC,2026-04-27T21:14:23Z
