filed,period,ticker,issuer,insider,ciks,captured_at
2026-04-27,2025-09-02,,,PM Alpha DAC  (CIK 0002091734),0002091734|0001982701,2026-04-27T22:54:45Z
2026-04-27,2026-04-17,,,Gooding Aaron J.  (CIK 0002131810),0002131810|0000099780,2026-04-27T22:54:45Z
2026-04-27,2026-04-23,,,Chan Andrew C.  (CIK 0002131504),0002131504|0001626971,2026-04-27T22:54:45Z
2026-04-27,2026-04-27,,,Lawson Larry A  (CIK 0001546348),0001546348|0002122505,2026-04-27T22:54:45Z
2026-04-27,2018-12-31,,,Zheng Jun  (CIK 0002121856),0002121856|0001723980,2026-04-27T22:54:45Z
2026-04-27,2025-08-24,,,Mamlok Gilad  (CIK 0001975896),0001975896|0001006281,2026-04-27T22:54:45Z
2026-04-27,2026-03-18,,,TONG JAMES JIAYUAN  (CIK 0001489785),0001489785|0001837821,2026-04-27T22:54:45Z
2026-04-27,2026-04-27,,,Warriner Kenneth Thomas  (CIK 0002131880),0002131880|0001750735,2026-04-27T22:54:45Z
2026-04-27,2026-04-27,,,Wang E-Fei  (CIK 0001934297),0001934297|0002122505,2026-04-27T22:54:45Z
2026-04-27,2017-07-04,,,Zhou Feng Felix  (CIK 0002129708),0002129708|0001723980,2026-04-27T22:54:45Z
2026-04-27,2026-04-27,,,Wood William Michael  (CIK 0002131591),0002131591|0001680247,2026-04-27T22:54:45Z
2026-04-27,2021-05-22,,,Ji Xiaodong  (CIK 0002121839),0002121839|0001723980,2026-04-27T22:54:45Z
2026-04-27,2026-03-18,,,CHUA SWEE KHENG  (CIK 0002127482),0002127482|0002001794,2026-04-27T22:54:45Z
2026-04-27,2026-04-27,,,HACHIGIAN KIRK S  (CIK 0001210484),0001210484|0002122505,2026-04-27T22:54:45Z
2026-04-27,2026-04-20,,,Meissner Andrew Jeffrey  (CIK 0002131913),0002131913|0002095816,2026-04-27T22:54:45Z
2026-04-27,2026-04-22,,,Tewksbury Ted L III  (CIK 0001375681),0001375681|0001943289,2026-04-27T22:54:45Z
2026-04-27,2026-04-20,,,Pali Lan  (CIK 0002131030),0002131030|0002095816,2026-04-27T22:54:45Z
2026-04-27,2026-04-17,,,Butcher Samantha  (CIK 0002130442),0002130442|0001814287,2026-04-27T22:54:45Z
2026-04-27,2026-04-17,,,Royston Aaron  (CIK 0001727703),0001727703|0000949858,2026-04-27T22:54:45Z
2026-04-27,2026-04-20,,,Thiltgen Heather  (CIK 0002131364),0002131364|0000105319,2026-04-27T22:54:45Z
2026-04-27,2026-04-27,,,Adams Paul R.  (CIK 0001587263),0001587263|0002122505,2026-04-27T22:54:45Z
2026-04-27,2026-04-20,,,Shahzad Komal  (CIK 0002131915),0002131915|0002095816,2026-04-27T22:54:45Z
2026-04-27,2026-04-01,,,Hancock Dennis P  (CIK 0002127636),0002127636|0000078003,2026-04-27T22:54:45Z
2026-04-27,2022-01-31,,,Pan Xiaodong Sean  (CIK 0002130473),0002130473|0001723980,2026-04-27T22:54:45Z
2026-04-27,2025-01-20,,,Chee Yong Lip  (CIK 0002121823),0002121823|0001723980,2026-04-27T22:54:45Z
2026-04-27,2026-03-18,,,Wang Neng  (CIK 0002045062),0002045062|0001708259,2026-04-27T22:54:45Z
2026-04-27,2025-01-20,,,Simon Lim Sze Beng  (CIK 0002121842),0002121842|0001723980,2026-04-27T22:54:45Z
2026-04-27,2026-03-18,,,WU Wei  (CIK 0002047746),0002047746|0001708259,2026-04-27T22:54:45Z
2026-04-27,2026-04-22,,,Bo-Linn Cheemin  (CIK 0001595341),0001595341|0001943289,2026-04-27T22:54:45Z
2026-04-27,2026-04-21,,,Talan Mandy M  (CIK 0002131240),0002131240|0000845877,2026-04-27T22:54:45Z
2026-04-27,2026-04-17,,,Solomon Alexei  (CIK 0002130678),0002130678|0001814287,2026-04-27T22:54:45Z
2026-04-27,2026-03-18,,,Evans Hugh M  (CIK 0001686408),0001686408|0001631487,2026-04-27T22:54:45Z
2026-04-27,2026-04-27,,,HENDRICKSON CAREY P  (CIK 0001482760),0001482760|0002001184,2026-04-27T22:54:45Z
2026-04-27,2026-04-17,,,Plesco Elena  (CIK 0002130658),0002130658|0001814287,2026-04-27T22:54:45Z
2026-04-27,2026-03-18,,,Halperin Ariel  (CIK 0002124600),0002124600|0001504379,2026-04-27T22:54:45Z
2026-04-27,2026-03-18,,,Long Annabelle Yu  (CIK 0001662661),0001662661|0001708259,2026-04-27T22:54:45Z
2026-04-27,2022-05-10,,,Liu Tong Tony  (CIK 0002129718),0002129718|0001723980,2026-04-27T22:54:45Z
2026-04-27,2026-04-27,,,Kupersmith Matthew  (CIK 0002130715),0002130715|0002122505,2026-04-27T22:54:45Z
2026-04-24,2023-12-07,,,Shin Hang Muk  (CIK 0002010923),0002010923|0002130532,2026-04-27T22:54:45Z
2026-04-24,2026-04-17,,,GOLDMAN SACHS & CO. LLC  (CIK 0000769993),0000769993|0000886982,2026-04-27T22:54:45Z
2026-04-24,2026-03-01,,,Liu Shihao  (CIK 0002126176),0002126176|0002060016,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Wallace Michael J Wallace  (CIK 0001164695),0001164695|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-03-18,,,THIA SIM PENG  (CIK 0002127600),0002127600|0002001794,2026-04-27T22:54:45Z
2026-04-24,2026-04-01,,,Willie James Stanford  (CIK 0002129472),0002129472|0001741739,2026-04-27T22:54:45Z
2026-04-24,2026-04-01,,,Mavromates Stanley P. Jr.  (CIK 0002129116),0002129116|0001741739,2026-04-27T22:54:45Z
2026-04-24,2026-04-16,,,VEENSTRA MELISSA ANN  (CIK 0002131731),0002131731|0000800457,2026-04-27T22:54:45Z
2026-04-24,2026-04-16,,,Tokoro Catia Yuassa  (CIK 0002131225),0002131225|0001439124,2026-04-27T22:54:45Z
2026-04-24,2026-03-24,,,Hu Qiyi  (CIK 0002131429),0002131429|0001975641,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Ares Partners Holdco LLC  (CIK 0001620263),0001620263|0002127790,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Goff Gregory James  (CIK 0001490987),0001490987|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-03-18,,,Bader Amir  (CIK 0002130807),0002130807|0001940674,2026-04-27T22:54:45Z
2026-04-24,2026-03-18,,,Vogel Gary  (CIK 0001652305),0001652305|0001289877,2026-04-27T22:54:45Z
2026-04-24,2026-04-16,,,Bitsch-Norhave Jens  (CIK 0002131170),0002131170|0001828253,2026-04-27T22:54:45Z
2026-04-24,2026-04-20,,,Barach Daniele Wolf  (CIK 0002126385),0002126385|0001752828,2026-04-27T22:54:45Z
2026-04-24,2026-04-01,,,Stokes Nancy M.  (CIK 0002127226),0002127226|0001741739,2026-04-27T22:54:45Z
2026-04-24,2026-03-18,,,Guo Yanru  (CIK 0002131236),0002131236|0001837821,2026-04-27T22:54:45Z
2026-04-24,2026-04-23,,,Warfield Patricia W  (CIK 0001901920),0001901920|0000069488,2026-04-27T22:54:45Z
2026-04-24,2026-04-01,,,Mendoza Christopher Hernandez  (CIK 0002130567),0002130567|0001741739,2026-04-27T22:54:45Z
2026-04-24,2026-04-01,,,Morrow Brad R.  (CIK 0002127975),0002127975|0001741739,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,HYLE KATHLEEN W  (CIK 0001117310),0001117310|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,KAPLAN DAVID B  (CIK 0001025976),0001025976|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-21,,,McGurn Kevin  (CIK 0002074510),0002074510|0001849635,2026-04-27T22:54:45Z
2026-04-24,2026-04-20,,,Russell Amber  (CIK 0002130310),0002130310|0001694426,2026-04-27T22:54:45Z
2026-04-24,2026-04-15,,,Bunzel Jeffrey  (CIK 0002130903),0002130903|0001434754,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Ip Ernest Koon Wing  (CIK 0002131141),0002131141|0001816007,2026-04-27T22:54:45Z
2026-04-24,2026-04-16,,,Hood Betsy Kent  (CIK 0002130432),0002130432|0001408534,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Gross Daniel Andrew  (CIK 0001735871),0001735871|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-20,,,Philip & Daniele Barach Family Trust  (CIK 0002107059),0002107059|0001752828,2026-04-27T22:54:45Z
2026-04-24,2026-03-23,,,Lee Victoria Tou-ho  (CIK 0002127557),0002127557|0001799011,2026-04-27T22:54:45Z
2026-04-24,2026-04-06,,,LANDSKOWSKY DAVID G  (CIK 0001624580),0001624580|0002108121,2026-04-27T22:54:45Z
2026-04-24,2026-03-18,,,GOH ALFRED KOK KEE  (CIK 0002127606),0002127606|0002001794,2026-04-27T22:54:45Z
2026-04-24,2026-04-17,,,COULTER JAMES G  (CIK 0001099776),0001099776|0001903793,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Duling Joel  (CIK 0002111843),0002111843|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Satin Allyson  (CIK 0001833252),0001833252|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Cheng Siu Hong  (CIK 0002130607),0002130607|0001816007,2026-04-27T22:54:45Z
2026-04-24,2026-04-22,,,Snell Erik Storey  (CIK 0001872387),0001872387|0001819516,2026-04-27T22:54:45Z
2026-04-24,2026-04-01,,,Strauss Frank  (CIK 0002127911),0002127911|0001741739,2026-04-27T22:54:45Z
2026-04-24,2026-04-22,,,Duncan Charles Cliff  (CIK 0002130896),0002130896|0001347178,2026-04-27T22:54:45Z
2026-04-24,2026-04-21,,,Inoue Hirotaka  (CIK 0002130425),0002130425|0001889539,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,GARCIA LAURA  (CIK 0001994716),0001994716|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-01-09,,,PELTIER JEAN-PAUL M  (CIK 0001226967),0001226967|0001230245,2026-04-27T22:54:45Z
2026-04-24,2026-03-18,,,Wang Erqi  (CIK 0002000510),0002000510|0001837821,2026-04-27T22:54:45Z
2026-04-24,2026-03-18,,,Alon Haggai  (CIK 0002105917),0002105917|0001940674,2026-04-27T22:54:45Z
2026-04-24,2026-03-24,,,Li Guohan (nmn)  (CIK 0002131319),0002131319|0001975641,2026-04-27T22:54:45Z
2026-04-24,2026-04-01,,,Caldwell Kathryn  (CIK 0002127968),0002127968|0001741739,2026-04-27T22:54:45Z
2026-04-24,2026-04-20,,,Smith Roger K  (CIK 0002125272),0002125272|0000732417,2026-04-27T22:54:45Z
2026-04-24,2026-04-16,,,Sharma Pooja  (CIK 0002131636),0002131636|0001588978,2026-04-27T22:54:45Z
2026-04-24,2026-04-16,,,CALLAHAN MICHAEL KEVIN  (CIK 0002131696),0002131696|0000800457,2026-04-27T22:54:45Z
2026-04-24,2026-04-13,,,Kadia Siddhartha  (CIK 0001573666),0001573666|0000724004,2026-04-27T22:54:45Z
2026-04-24,2026-04-15,,,Newcomb Jessica  (CIK 0002130408),0002130408|0001819133,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Bhatia Dinkar S.  (CIK 0002111549),0002111549|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-15,,,Hajioannou Vasilis  (CIK 0002131509),0002131509|0001434754,2026-04-27T22:54:45Z
2026-04-24,2026-03-18,,,Xu Lili  (CIK 0001962282),0001962282|0001815846,2026-04-27T22:54:45Z
2026-04-24,2026-04-01,,,Srivastava Nimisha  (CIK 0002128752),0002128752|0001741739,2026-04-27T22:54:45Z
2026-04-24,2026-04-14,,,MacDonald Chad  (CIK 0002022099),0002022099|0001855474,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Ghaffarian Kamal Seyed  (CIK 0001963529),0001963529|0002131792,2026-04-27T22:54:45Z
2026-04-24,2026-04-01,,,Grubb Robert  (CIK 0002096015),0002096015|0002020928,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,MILLER STEVEN L  (CIK 0001995368),0001995368|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-15,,,Patel Cheerag B.  (CIK 0002129201),0002129201|0001004434,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,AMZN,,AMAZON COM INC  (AMZN)  (CIK 0001018724),0001018724|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,GINTHER CHRISTOPHER  (CIK 0001995078),0001995078|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,SONNENSCHEIN EDWARD  (CIK 0001995008),0001995008|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-15,,,Bronchetti Jayson R  (CIK 0001930784),0001930784|0000898174,2026-04-27T22:54:45Z
2026-04-24,2026-04-22,,,Williams Toby J.  (CIK 0001716436),0001716436|0001625641,2026-04-27T22:54:45Z
2026-04-24,2026-03-26,,,GLASHOW ANDREW  (CIK 0001267227),0001267227|0001711141,2026-04-27T22:54:45Z
2026-04-24,2026-03-05,,,Li Cheuk Hang  (CIK 0002126296),0002126296|0002060016,2026-04-27T22:54:45Z
2026-04-24,2026-04-15,,,Yoon Daejin  (CIK 0002130468),0002130468|0001995306,2026-04-27T22:54:45Z
2026-04-24,2026-04-20,,,Nelson Kenza Bemis  (CIK 0002112414),0002112414|0000732417,2026-04-27T22:54:45Z
2026-04-24,2026-04-15,,,Gall Matthew  (CIK 0001816194),0001816194|0001819133,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Popovic Dragan  (CIK 0002111891),0002111891|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-01,,,Joseph Richard S.  (CIK 0002131086),0002131086|0001741739,2026-04-27T22:54:45Z
2026-04-24,2026-03-18,,,Wang Ziqiang  (CIK 0002126589),0002126589|0001837821,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,Wendte Erin Denise  (CIK 0002127455),0002127455|0001318008,2026-04-27T22:54:45Z
2026-04-24,2026-04-24,,,SELL JEFFREY CLAY  (CIK 0001994982),0001994982|0002088896,2026-04-27T22:54:45Z
2026-04-24,2026-04-17,,,Iancovici Lucian  (CIK 0001873202),0001873202|0000949858,2026-04-27T22:54:45Z
2026-04-24,2026-04-15,,,Bevilacqua Flavia Vanesa  (CIK 0002131749),0002131749|0000931427,2026-04-27T22:54:45Z
2026-04-24,2026-04-23,,,Hardwick M Susan  (CIK 0001584184),0001584184|0000827052,2026-04-27T22:54:45Z
2026-04-24,2026-03-20,,,Nagpal Ankur  (CIK 0002126229),0002126229|0001858660,2026-04-27T22:54:45Z
2026-04-24,2026-04-20,,,Barach Philip Alan  (CIK 0002106805),0002106805|0001752828,2026-04-27T22:54:45Z
2026-04-23,2026-04-21,,,HRT FINANCIAL LP  (CIK 0001475597),0001475597|0001726711,2026-04-27T22:54:45Z
2026-04-23,2026-03-18,,,Folinsbee Thomas  (CIK 0001706382),0001706382|0001962738,2026-04-27T22:54:45Z
2026-04-23,2026-04-15,,,Lang Matthew  (CIK 0001712069),0001712069|0001888886,2026-04-27T22:54:45Z
2026-04-23,2026-04-22,,,Huang Jingsheng  (CIK 0002131301),0002131301|0001631761,2026-04-27T22:54:45Z
2026-04-23,2026-03-12,,,"NEXUS SPECIAL SITUATIONS III, L.P.  (CIK 0001815325)",0001815325|0001650696,2026-04-27T22:54:45Z
2026-04-23,2026-04-10,,,Handa Sanjeev  (CIK 0001735373),0001735373|0002029010,2026-04-27T22:54:45Z
2026-04-23,2026-03-18,,,Kelly James Jim  (CIK 0002131136),0002131136|0001000177,2026-04-27T22:54:45Z
2026-04-23,2026-03-12,,,Cohen Michael S  (CIK 0001372171),0001372171|0001600232,2026-04-27T22:54:45Z
2026-04-23,2026-04-23,,,de Souza Maia Maria Fernanda Nazareth Teixeira  (CIK 0002131,0002131558|0001864163,2026-04-27T22:54:45Z
2026-04-23,2026-04-21,,,Schyvinck Christine M.  (CIK 0002118538),0002118538|0001766368,2026-04-27T22:54:45Z
2026-04-23,2026-04-20,,,Gentile Tom  (CIK 0001643493),0001643493|0000110621,2026-04-27T22:54:45Z
2026-04-23,2026-03-12,,,Obia Kayla Dean  (CIK 0002123918),0002123918|0001650696,2026-04-27T22:54:45Z
2026-04-23,2026-04-13,,,Rozanovich Yoav  (CIK 0002131045),0002131045|0001837493,2026-04-27T22:54:45Z
2026-04-23,2026-04-15,,,DiMarco Anthony  (CIK 0002131387),0002131387|0000811641,2026-04-27T22:54:45Z
2026-04-23,2026-03-18,,,Habib Elias  (CIK 0001965611),0001965611|0001871983,2026-04-27T22:54:45Z
2026-04-23,2026-04-17,,,Tamboli Ajim  (CIK 0001855684),0001855684|0002091349,2026-04-27T22:54:45Z
2026-04-23,2026-03-18,,,Tamir Ilan  (CIK 0002131467),0002131467|0001536196,2026-04-27T22:54:45Z
2026-04-23,2026-04-14,,,Wendler Brett David  (CIK 0002130344),0002130344|0000915779,2026-04-27T22:54:45Z
2026-04-23,2026-04-23,,,Prado Claudia Farkouh  (CIK 0002131545),0002131545|0001864163,2026-04-27T22:54:45Z
2026-04-23,2026-03-02,,,TAYLOR KEITH A  (CIK 0001228407),0001228407|0001512499,2026-04-27T22:54:45Z
2026-04-23,2026-04-15,,,Guillemette Gilles  (CIK 0002131206),0002131206|0000811641,2026-04-27T22:54:45Z
2026-04-23,2026-04-06,,,Stewart Michael Paul  (CIK 0002130794),0002130794|0002108121,2026-04-27T22:54:45Z
2026-04-23,2026-03-18,,,Siswarini Dian  (CIK 0002119206),0002119206|0001001807,2026-04-27T22:54:45Z
2026-04-23,2026-04-02,,,Chen Jing Veronica  (CIK 0001919041),0001919041|0001816815,2026-04-27T22:54:45Z
2026-04-23,2026-03-18,,,Wong Kai Wai  (CIK 0002124607),0002124607|0001998560,2026-04-27T22:54:45Z
2026-04-23,2026-04-22,,,Srulovitz Jeffrey S  (CIK 0002131062),0002131062|0000098677,2026-04-27T22:54:45Z
2026-04-23,2026-04-13,,,de Lima Felipe Santana Santiago  (CIK 0002130347),0002130347|0001355444,2026-04-27T22:54:45Z
2026-04-23,2026-03-27,,,Hammer Joseph D  (CIK 0001576484),0001576484|0001935252,2026-04-27T22:54:45Z
2026-04-23,2026-04-20,,,Ferri Eric Anthony  (CIK 0002129775),0002129775|0000907471,2026-04-27T22:54:45Z
2026-04-22,2026-04-21,,,NEWMAN DONALD P  (CIK 0001282236),0001282236|0002035989,2026-04-27T22:54:45Z
2026-04-22,2026-04-14,,,Yerbic James  (CIK 0002051443),0002051443|0002099767,2026-04-27T22:54:45Z
2026-04-22,2026-04-09,,,Martin Gregory Scott  (CIK 0002129828),0002129828|0002108121,2026-04-27T22:54:45Z
2026-04-22,2026-04-09,,,Phun Phieu  (CIK 0002129896),0002129896|0002108121,2026-04-27T22:54:45Z
2026-04-22,2026-04-15,,,Santone Angela R.  (CIK 0001797976),0001797976|0001281761,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Anania Kimberly Monzeglio  (CIK 0002129621),0002129621|0002101698,2026-04-27T22:54:45Z
2026-04-22,2026-04-01,,,Lim Chow Sheng  (CIK 0002130447),0002130447|0001949478,2026-04-27T22:54:45Z
2026-04-22,2026-03-18,,,Brisson Mark Allen  (CIK 0002123264),0002123264|0002001794,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,McCabe Sean William  (CIK 0002130744),0002130744|0001173204,2026-04-27T22:54:45Z
2026-04-22,2026-03-18,,,LIEW SOO HUA  (CIK 0001928123),0001928123|0001930510,2026-04-27T22:54:45Z
2026-04-22,2026-02-11,,,Milner Roy Monroe  (CIK 0002128784),0002128784|0001295514,2026-04-27T22:54:45Z
2026-04-22,2024-04-30,,,Zamboni Alessandro  (CIK 0002022188),0002022188|0001814215,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Lewis Ronald C.  (CIK 0001881497),0001881497|0001859836,2026-04-27T22:54:45Z
2026-04-22,2026-04-21,,,Otitoju Kolawole A.  (CIK 0002127645),0002127645|0001555279,2026-04-27T22:54:45Z
2026-04-22,2026-04-16,,,Rai Cheddi Bharrat  (CIK 0002129893),0002129893|0001082733,2026-04-27T22:54:45Z
2026-04-22,2026-03-04,,,GIP ATLAS Holdings Ltd  (CIK 0002131211),0002131211|0000766829,2026-04-27T22:54:45Z
2026-04-22,2026-04-17,,,BEATTIE EDWARD SCOTT  (CIK 0001036230),0001036230|0001818093,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,"EcoR1 Capital, LLC  (CIK 0001587114)",0001587114|0002091349,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Knoll Scott W.  (CIK 0002129435),0002129435|0002101698,2026-04-27T22:54:45Z
2026-04-22,2023-01-03,,,Martinez Magdalena  (CIK 0001960987),0001960987|0001494891,2026-04-27T22:54:45Z
2026-04-22,2025-01-23,,,Xu Haicheng  (CIK 0002122336),0002122336|0001958133,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,Hodges Jennifer A.  (CIK 0002130377),0002130377|0000018926,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Papazian Greg M.  (CIK 0002125851),0002125851|0001859836,2026-04-27T22:54:45Z
2026-04-22,2026-03-18,,,Costello Fintan  (CIK 0002129790),0002129790|0001839799,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Deveaux Brian Thomas  (CIK 0002130005),0002130005|0002101698,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,Khoury Naji  (CIK 0002131063),0002131063|0000879585,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Woodward Peter H  (CIK 0001369119),0001369119|0002101698,2026-04-27T22:54:45Z
2026-04-22,2026-03-18,,,HOO VOON HIM  (CIK 0001912875),0001912875|0001930510,2026-04-27T22:54:45Z
2026-04-22,2026-03-18,,,Cu Minjie  (CIK 0002130186),0002130186|0001991332,2026-04-27T22:54:45Z
2026-04-22,2026-03-05,,,Shudall Gerard  (CIK 0002128008),0002128008|0001479915,2026-04-27T22:54:45Z
2026-04-22,2025-10-22,,,Sampaio Filho Joao Almeida  (CIK 0002130691),0002130691|0001499849,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,Misra Vishal  (CIK 0002130674),0002130674|0001611052,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Detert James William  (CIK 0002129502),0002129502|0002101698,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,SHERIFF WILLIAM M  (CIK 0001229379),0001229379|0001500881,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,Haspel Lee  (CIK 0002130365),0002130365|0001493761,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Carpenter David Anthony  (CIK 0002129444),0002129444|0002101698,2026-04-27T22:54:45Z
2026-04-22,2022-02-15,,,Cundick Bruce  (CIK 0002131300),0002131300|0001856156,2026-04-27T22:54:45Z
2026-04-22,2026-04-03,,,Presti Mariyamma Varghese  (CIK 0002131226),0002131226|0001448431,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Homiller William Jacob  (CIK 0002114193),0002114193|0002101698,2026-04-27T22:54:45Z
2026-04-22,2026-04-21,,,Sanche Jacques Wolf  (CIK 0002124568),0002124568|0002035989,2026-04-27T22:54:45Z
2026-04-22,2026-03-18,,,Kim LeRoy  (CIK 0002120750),0002120750|0000910631,2026-04-27T22:54:45Z
2026-04-22,2026-04-17,,,GOLDMAN SACHS & CO. LLC  (CIK 0000769993),0000769993|0000886982,2026-04-27T22:54:45Z
2026-04-22,2021-04-01,,,Roque Jose Augusto  (CIK 0002125033),0002125033|0001769484,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Clark Shauna J.  (CIK 0002126344),0002126344|0001859836,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Leonard Kathie Merrill  (CIK 0002129441),0002129441|0002101698,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Lee Michael Steven  (CIK 0002129521),0002129521|0002101698,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,TRKLA THOMAS N.  (CIK 0001544244),0001544244|0001859836,2026-04-27T22:54:45Z
2026-04-22,2026-03-18,,,Yong Goon Wey  (CIK 0002125960),0002125960|0001930510,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,Nardella Barnaby Joel  (CIK 0002128853),0002128853|0000064996,2026-04-27T22:54:45Z
2026-04-22,2026-04-08,,,Chiu Yu-Tien  (CIK 0002131048),0002131048|0001941158,2026-04-27T22:54:45Z
2026-04-22,2026-03-17,,,Hsia Hsien-Chieng Steve  (CIK 0001894657),0001894657|0001625414,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,Ettenberg Felecia  (CIK 0002127718),0002127718|0001437402,2026-04-27T22:54:45Z
2026-04-22,2026-04-15,,,Liu Haoyuan  (CIK 0002130901),0002130901|0001948443,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,Little Richard H  (CIK 0001779908),0001779908|0001500881,2026-04-27T22:54:45Z
2026-04-22,2026-04-21,,,Futakawa Ichijo  (CIK 0002127923),0002127923|0001867729,2026-04-27T22:54:45Z
2026-04-22,2026-04-17,,,Hagler Mark Arnold  (CIK 0002126029),0002126029|0001778016,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,Owens Charles E  (CIK 0001739211),0001739211|0002094433,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Fox Derek Scott  (CIK 0002129376),0002129376|0002101698,2026-04-27T22:54:45Z
2026-04-22,2026-04-10,,,Schnitzer Harvey Lee  (CIK 0001613511),0001613511|0002019793,2026-04-27T22:54:45Z
2026-04-22,2026-04-20,,,Kelley Daniela  (CIK 0002130393),0002130393|0001493761,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,Zernich Kurt M.  (CIK 0001881498),0001881498|0001859836,2026-04-27T22:54:45Z
2026-04-22,2026-04-22,,,SOLTAU JILL A.  (CIK 0001740251),0001740251|0001859836,2026-04-27T22:54:45Z
