geo,geo_label,period,index_2021,mom_pct,yoy_pct,captured_at
DE,Germany,2025-09,114.50,1.24,,2026-04-27T22:49:34Z
DE,Germany,2025-10,121.30,5.94,3.06,2026-04-27T22:49:34Z
DE,Germany,2025-11,126.50,4.29,2.02,2026-04-27T22:49:34Z
DE,Germany,2025-12,133.50,5.53,3.33,2026-04-27T22:49:34Z
DE,Germany,2026-01,109.40,-18.05,2.63,2026-04-27T22:49:34Z
DE,Germany,2026-02,106.30,-2.83,1.63,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2024-10,118.70,,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2024-11,120.90,1.85,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2024-12,137.20,13.48,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-01,109.60,-20.12,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-02,104.30,-4.84,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-03,117.30,12.46,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-04,116.10,-1.02,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-05,119.20,2.67,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-06,120.60,1.17,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-07,118.00,-2.16,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-08,122.10,3.47,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-09,117.10,-4.10,,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-10,122.40,4.53,3.12,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-11,124.80,1.96,3.23,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2025-12,140.80,12.82,2.62,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2026-01,112.50,-20.10,2.65,2026-04-27T22:49:34Z
EA20,Euro area – 20 countries (2023-2025),2026-02,106.50,-5.33,2.11,2026-04-27T22:49:34Z
ES,Spain,2024-10,128.50,,,2026-04-27T22:49:34Z
ES,Spain,2024-11,128.60,0.08,,2026-04-27T22:49:34Z
ES,Spain,2024-12,153.20,19.13,,2026-04-27T22:49:34Z
ES,Spain,2025-01,126.80,-17.23,,2026-04-27T22:49:34Z
ES,Spain,2025-02,114.20,-9.94,,2026-04-27T22:49:34Z
ES,Spain,2025-03,125.80,10.16,,2026-04-27T22:49:34Z
ES,Spain,2025-04,126.90,0.87,,2026-04-27T22:49:34Z
ES,Spain,2025-05,131.90,3.94,,2026-04-27T22:49:34Z
ES,Spain,2025-06,138.30,4.85,,2026-04-27T22:49:34Z
ES,Spain,2025-07,144.20,4.27,,2026-04-27T22:49:34Z
ES,Spain,2025-08,132.80,-7.91,,2026-04-27T22:49:34Z
ES,Spain,2025-09,132.10,-0.53,,2026-04-27T22:49:34Z
ES,Spain,2025-10,135.30,2.42,5.29,2026-04-27T22:49:34Z
ES,Spain,2025-11,138.90,2.66,8.01,2026-04-27T22:49:34Z
ES,Spain,2025-12,159.50,14.83,4.11,2026-04-27T22:49:34Z
ES,Spain,2026-01,132.70,-16.80,4.65,2026-04-27T22:49:34Z
ES,Spain,2026-02,118.10,-11.00,3.42,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2024-10,120.70,,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2024-11,123.10,1.99,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2024-12,138.80,12.75,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-01,110.70,-20.24,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-02,105.70,-4.52,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-03,119.20,12.77,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-04,118.80,-0.34,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-05,121.50,2.27,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-06,122.70,0.99,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-07,120.80,-1.55,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-08,124.10,2.73,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-09,119.30,-3.87,,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-10,124.80,4.61,3.40,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-11,127.40,2.08,3.49,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2025-12,142.90,12.17,2.95,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2026-01,114.00,-20.22,2.98,2026-04-27T22:49:34Z
EU27_2020,European Union - 27 countries (from 2020),2026-02,108.10,-5.18,2.27,2026-04-27T22:49:34Z
FR,France,2024-10,117.10,,,2026-04-27T22:49:34Z
FR,France,2024-11,118.00,0.77,,2026-04-27T22:49:34Z
FR,France,2024-12,140.50,19.07,,2026-04-27T22:49:34Z
FR,France,2025-01,111.80,-20.43,,2026-04-27T22:49:34Z
FR,France,2025-02,103.30,-7.60,,2026-04-27T22:49:34Z
FR,France,2025-03,115.30,11.62,,2026-04-27T22:49:34Z
FR,France,2025-04,115.80,0.43,,2026-04-27T22:49:34Z
FR,France,2025-05,117.00,1.04,,2026-04-27T22:49:34Z
FR,France,2025-06,119.40,2.05,,2026-04-27T22:49:34Z
FR,France,2025-07,98.50,-17.50,,2026-04-27T22:49:34Z
FR,France,2025-08,140.10,42.23,,2026-04-27T22:49:34Z
FR,France,2025-09,115.90,-17.27,,2026-04-27T22:49:34Z
FR,France,2025-10,120.90,4.31,3.25,2026-04-27T22:49:34Z
FR,France,2025-11,122.30,1.16,3.64,2026-04-27T22:49:34Z
FR,France,2025-12,144.70,18.32,2.99,2026-04-27T22:49:34Z
FR,France,2026-01,115.00,-20.53,2.86,2026-04-27T22:49:34Z
FR,France,2026-02,106.20,-7.65,2.81,2026-04-27T22:49:34Z
IT,Italy,2024-10,115.90,,,2026-04-27T22:49:34Z
IT,Italy,2024-11,112.30,-3.11,,2026-04-27T22:49:34Z
IT,Italy,2024-12,135.00,20.21,,2026-04-27T22:49:34Z
IT,Italy,2025-01,102.00,-24.44,,2026-04-27T22:49:34Z
IT,Italy,2025-02,96.60,-5.29,,2026-04-27T22:49:34Z
IT,Italy,2025-03,105.90,9.63,,2026-04-27T22:49:34Z
IT,Italy,2025-04,101.70,-3.97,,2026-04-27T22:49:34Z
IT,Italy,2025-05,111.10,9.24,,2026-04-27T22:49:34Z
IT,Italy,2025-06,112.10,0.90,,2026-04-27T22:49:34Z
IT,Italy,2025-07,118.30,5.53,,2026-04-27T22:49:34Z
IT,Italy,2025-08,107.10,-9.47,,2026-04-27T22:49:34Z
IT,Italy,2025-09,110.80,3.45,,2026-04-27T22:49:34Z
IT,Italy,2025-10,116.90,5.51,0.86,2026-04-27T22:49:34Z
IT,Italy,2025-11,115.00,-1.63,2.40,2026-04-27T22:49:34Z
IT,Italy,2025-12,135.60,17.91,0.44,2026-04-27T22:49:34Z
IT,Italy,2026-01,103.20,-23.89,1.18,2026-04-27T22:49:34Z
IT,Italy,2026-02,97.80,-5.23,1.24,2026-04-27T22:49:34Z
NL,Netherlands,2024-10,118.80,,,2026-04-27T22:49:34Z
NL,Netherlands,2024-11,122.50,3.11,,2026-04-27T22:49:34Z
NL,Netherlands,2024-12,129.60,5.80,,2026-04-27T22:49:34Z
NL,Netherlands,2025-01,111.30,-14.12,,2026-04-27T22:49:34Z
NL,Netherlands,2025-02,103.90,-6.65,,2026-04-27T22:49:34Z
NL,Netherlands,2025-03,119.80,15.30,,2026-04-27T22:49:34Z
NL,Netherlands,2025-04,117.30,-2.09,,2026-04-27T22:49:34Z
NL,Netherlands,2025-05,123.60,5.37,,2026-04-27T22:49:34Z
NL,Netherlands,2025-06,120.60,-2.43,,2026-04-27T22:49:34Z
NL,Netherlands,2025-07,120.00,-0.50,,2026-04-27T22:49:34Z
NL,Netherlands,2025-08,113.30,-5.58,,2026-04-27T22:49:34Z
NL,Netherlands,2025-09,115.10,1.59,,2026-04-27T22:49:34Z
NL,Netherlands,2025-10,121.60,5.65,2.36,2026-04-27T22:49:34Z
NL,Netherlands,2025-11,126.20,3.78,3.02,2026-04-27T22:49:34Z
NL,Netherlands,2025-12,131.60,4.28,1.54,2026-04-27T22:49:34Z
NL,Netherlands,2026-01,112.00,-14.89,0.63,2026-04-27T22:49:34Z
NL,Netherlands,2026-02,104.70,-6.52,0.77,2026-04-27T22:49:34Z
PL,Poland,2024-10,137.60,,,2026-04-27T22:49:34Z
PL,Poland,2024-11,134.30,-2.40,,2026-04-27T22:49:34Z
PL,Poland,2024-12,149.80,11.54,,2026-04-27T22:49:34Z
PL,Poland,2025-01,121.20,-19.09,,2026-04-27T22:49:34Z
PL,Poland,2025-02,117.30,-3.22,,2026-04-27T22:49:34Z
PL,Poland,2025-03,136.10,16.03,,2026-04-27T22:49:34Z
PL,Poland,2025-04,139.90,2.79,,2026-04-27T22:49:34Z
PL,Poland,2025-05,136.60,-2.36,,2026-04-27T22:49:34Z
PL,Poland,2025-06,134.60,-1.46,,2026-04-27T22:49:34Z
PL,Poland,2025-07,138.00,2.53,,2026-04-27T22:49:34Z
PL,Poland,2025-08,136.80,-0.87,,2026-04-27T22:49:34Z
PL,Poland,2025-09,134.80,-1.46,,2026-04-27T22:49:34Z
PL,Poland,2025-10,145.30,7.79,5.60,2026-04-27T22:49:34Z
PL,Poland,2025-11,138.50,-4.68,3.13,2026-04-27T22:49:34Z
PL,Poland,2025-12,157.80,13.94,5.34,2026-04-27T22:49:34Z
PL,Poland,2026-01,129.90,-17.68,7.18,2026-04-27T22:49:34Z
PL,Poland,2026-02,122.40,-5.77,4.35,2026-04-27T22:49:34Z
PT,Portugal,2024-10,125.20,,,2026-04-27T22:49:34Z
PT,Portugal,2024-11,127.70,2.00,,2026-04-27T22:49:34Z
PT,Portugal,2024-12,151.60,18.72,,2026-04-27T22:49:34Z
PT,Portugal,2025-01,115.40,-23.88,,2026-04-27T22:49:34Z
PT,Portugal,2025-02,108.70,-5.81,,2026-04-27T22:49:34Z
PT,Portugal,2025-03,121.50,11.78,,2026-04-27T22:49:34Z
PT,Portugal,2025-04,119.60,-1.56,,2026-04-27T22:49:34Z
PT,Portugal,2025-05,129.20,8.03,,2026-04-27T22:49:34Z
PT,Portugal,2025-06,127.10,-1.63,,2026-04-27T22:49:34Z
PT,Portugal,2025-07,139.00,9.36,,2026-04-27T22:49:34Z
PT,Portugal,2025-08,137.20,-1.29,,2026-04-27T22:49:34Z
PT,Portugal,2025-09,129.00,-5.98,,2026-04-27T22:49:34Z
PT,Portugal,2025-10,130.70,1.32,4.39,2026-04-27T22:49:34Z
PT,Portugal,2025-11,135.80,3.90,6.34,2026-04-27T22:49:34Z
PT,Portugal,2025-12,155.50,14.51,2.57,2026-04-27T22:49:34Z
PT,Portugal,2026-01,120.60,-22.44,4.51,2026-04-27T22:49:34Z
PT,Portugal,2026-02,114.20,-5.31,5.06,2026-04-27T22:49:34Z
SE,Sweden,2024-10,110.40,,,2026-04-27T22:49:34Z
SE,Sweden,2024-11,116.90,5.89,,2026-04-27T22:49:34Z
SE,Sweden,2024-12,127.00,8.64,,2026-04-27T22:49:34Z
SE,Sweden,2025-01,98.80,-22.20,,2026-04-27T22:49:34Z
SE,Sweden,2025-02,95.10,-3.74,,2026-04-27T22:49:34Z
SE,Sweden,2025-03,110.40,16.09,,2026-04-27T22:49:34Z
SE,Sweden,2025-04,114.30,3.53,,2026-04-27T22:49:34Z
SE,Sweden,2025-05,117.10,2.45,,2026-04-27T22:49:34Z
SE,Sweden,2025-06,120.10,2.56,,2026-04-27T22:49:34Z
SE,Sweden,2025-07,117.10,-2.50,,2026-04-27T22:49:34Z
SE,Sweden,2025-08,117.10,0.00,,2026-04-27T22:49:34Z
SE,Sweden,2025-09,111.00,-5.21,,2026-04-27T22:49:34Z
SE,Sweden,2025-10,116.10,4.59,5.16,2026-04-27T22:49:34Z
SE,Sweden,2025-11,125.00,7.67,6.93,2026-04-27T22:49:34Z
SE,Sweden,2025-12,129.80,3.84,2.20,2026-04-27T22:49:34Z
SE,Sweden,2026-01,102.50,-21.03,3.74,2026-04-27T22:49:34Z
SE,Sweden,2026-02,96.90,-5.46,1.89,2026-04-27T22:49:34Z
