time_tag,satellite,flux,observed_flux,flare_class,captured_at
2026-04-27T18:35:00Z,18,8.612e-09,1.418e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T18:35:00Z,18,7.238e-07,7.386e-07,B7.4,2026-04-27T23:11:52Z
2026-04-27T18:34:00Z,18,8.354e-09,1.404e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T18:34:00Z,18,7.294e-07,7.442e-07,B7.4,2026-04-27T23:11:52Z
2026-04-27T18:33:00Z,18,7.857e-09,1.355e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T18:33:00Z,18,7.315e-07,7.462e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T18:32:00Z,18,8.530e-09,1.457e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T18:32:00Z,18,7.277e-07,7.428e-07,B7.4,2026-04-27T23:11:52Z
2026-04-27T18:31:00Z,18,9.146e-09,1.530e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T18:31:00Z,18,7.261e-07,7.414e-07,B7.4,2026-04-27T23:11:52Z
2026-04-27T18:30:00Z,18,9.971e-09,1.578e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T18:30:00Z,18,7.332e-07,7.485e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T18:29:00Z,18,1.059e-08,1.653e-08,A1.7,2026-04-27T23:11:52Z
2026-04-27T18:29:00Z,18,7.434e-07,7.585e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T18:28:00Z,18,9.862e-09,1.557e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T18:28:00Z,18,7.518e-07,7.673e-07,B7.7,2026-04-27T23:11:52Z
2026-04-27T18:27:00Z,18,1.081e-08,1.663e-08,A1.7,2026-04-27T23:11:52Z
2026-04-27T18:27:00Z,18,7.595e-07,7.748e-07,B7.7,2026-04-27T23:11:52Z
2026-04-27T18:26:00Z,18,1.322e-08,1.882e-08,A1.9,2026-04-27T23:11:52Z
2026-04-27T18:26:00Z,18,7.574e-07,7.725e-07,B7.7,2026-04-27T23:11:52Z
2026-04-27T18:25:00Z,18,1.204e-08,1.770e-08,A1.8,2026-04-27T23:11:52Z
2026-04-27T18:25:00Z,18,7.623e-07,7.771e-07,B7.8,2026-04-27T23:11:52Z
2026-04-27T18:24:00Z,18,1.232e-08,1.774e-08,A1.8,2026-04-27T23:11:52Z
2026-04-27T18:24:00Z,18,7.638e-07,7.785e-07,B7.8,2026-04-27T23:11:52Z
2026-04-27T18:23:00Z,18,1.242e-08,1.820e-08,A1.8,2026-04-27T23:11:52Z
2026-04-27T18:23:00Z,18,7.665e-07,7.814e-07,B7.8,2026-04-27T23:11:52Z
2026-04-27T18:22:00Z,18,1.338e-08,1.905e-08,A1.9,2026-04-27T23:11:52Z
2026-04-27T18:22:00Z,18,7.738e-07,7.888e-07,B7.9,2026-04-27T23:11:52Z
2026-04-27T18:21:00Z,18,1.304e-08,1.850e-08,A1.8,2026-04-27T23:11:52Z
2026-04-27T18:21:00Z,18,7.782e-07,7.935e-07,B7.9,2026-04-27T23:11:52Z
2026-04-27T18:20:00Z,18,1.332e-08,1.888e-08,A1.9,2026-04-27T23:11:52Z
2026-04-27T18:20:00Z,18,7.887e-07,8.039e-07,B8.0,2026-04-27T23:11:52Z
2026-04-27T18:19:00Z,18,1.389e-08,1.966e-08,A2.0,2026-04-27T23:11:52Z
2026-04-27T18:19:00Z,18,7.991e-07,8.143e-07,B8.1,2026-04-27T23:11:52Z
2026-04-27T18:18:00Z,18,1.363e-08,1.950e-08,A1.9,2026-04-27T23:11:52Z
2026-04-27T18:18:00Z,18,8.113e-07,8.267e-07,B8.3,2026-04-27T23:11:52Z
2026-04-27T18:17:00Z,18,1.424e-08,2.006e-08,A2.0,2026-04-27T23:11:52Z
2026-04-27T18:17:00Z,18,8.240e-07,8.394e-07,B8.4,2026-04-27T23:11:52Z
2026-04-27T18:16:00Z,18,1.598e-08,2.160e-08,A2.2,2026-04-27T23:11:52Z
2026-04-27T18:16:00Z,18,8.391e-07,8.545e-07,B8.5,2026-04-27T23:11:52Z
2026-04-27T18:15:00Z,18,1.642e-08,2.220e-08,A2.2,2026-04-27T23:11:52Z
2026-04-27T18:15:00Z,18,8.605e-07,8.757e-07,B8.8,2026-04-27T23:11:52Z
2026-04-27T18:14:00Z,18,1.757e-08,2.314e-08,A2.3,2026-04-27T23:11:52Z
2026-04-27T18:14:00Z,18,8.711e-07,8.864e-07,B8.9,2026-04-27T23:11:52Z
2026-04-27T18:13:00Z,18,1.781e-08,2.360e-08,A2.4,2026-04-27T23:11:52Z
2026-04-27T18:13:00Z,18,8.560e-07,8.714e-07,B8.7,2026-04-27T23:11:52Z
2026-04-27T18:12:00Z,18,1.828e-08,2.393e-08,A2.4,2026-04-27T23:11:52Z
2026-04-27T18:12:00Z,18,8.492e-07,8.648e-07,B8.6,2026-04-27T23:11:52Z
2026-04-27T18:11:00Z,18,1.714e-08,2.295e-08,A2.3,2026-04-27T23:11:52Z
2026-04-27T18:11:00Z,18,8.479e-07,8.636e-07,B8.6,2026-04-27T23:11:52Z
2026-04-27T18:10:00Z,18,1.946e-08,2.503e-08,A2.5,2026-04-27T23:11:52Z
2026-04-27T18:10:00Z,18,8.500e-07,8.657e-07,B8.7,2026-04-27T23:11:52Z
2026-04-27T18:09:00Z,18,1.831e-08,2.404e-08,A2.4,2026-04-27T23:11:52Z
2026-04-27T18:09:00Z,18,8.460e-07,8.619e-07,B8.6,2026-04-27T23:11:52Z
